CombID	SenID	merge_tag	W1_tag	W2_tag	W1	W2	pred
1287	1811	VP	VBG	VBN	playing	played	synonym
1288	1839	NP	NN	NN	girl	hair	independent
1289	1839	NP	NN	NN	girl	pony	disjoint
1290	1839	NP	NN	NN	girl	tail	independent
1291	1839	NP	NN	n	girl	pony tail	independent
1292	1839	NP	NN	NN	hair	girl	independent
1293	1839	NP	NN	NN	hair	pony	reverseentailment
1294	1839	NP	NN	NN	hair	tail	independent
1295	1839	NP	NN	n	hair	pony tail	reverseentailment
1296	1839	NP	NN	NN	pony	girl	disjoint
1297	1839	NP	NN	NN	pony	hair	forwardentailment
1298	1839	NP	NN	NN	pony	tail	independent
1299	1839	NP	NN	n	pony	pony tail	independent
1300	1839	NP	NN	NN	tail	girl	independent
1301	1839	NP	NN	NN	tail	hair	forwardentailment
1302	1839	NP	NN	NN	tail	pony	independent
1303	1839	NP	NN	n	tail	pony tail	synonym
1304	1839	NP	n	NN	pony tail	girl	independent
1305	1839	NP	n	NN	pony tail	hair	forwardentailment
1306	1839	NP	n	NN	pony tail	pony	independent
1307	1839	NP	n	NN	pony tail	tail	independent
1308	1847	NP	NN	NN	chair	girl	independent
1309	1847	NP	NN	NN	chair	hair	independent
1310	1847	NP	NN	NN	man	girl	disjoint
1311	1847	NP	NN	NN	man	hair	independent
1312	1847	NP	n	NN	One man	girl	disjoint
1313	1847	NP	n	NN	One man	hair	independent
1314	1847	VP	VBG	VBG	sitting	ruffling	disjoint
1315	1861	NP	NN	NN	front	microphone	independent
1316	1861	NP	NN	NN	front	parrot	disjoint
1317	1861	NP	NN	NN	microphone	parrot	disjoint
1318	1861	NP	NN	NN	parrot	microphone	disjoint
1319	1861	NP	n	NN	talking parrot	microphone	disjoint
1320	1861	NP	n	NN	talking parrot	parrot	forwardentailment
1321	1861	VP	VBG	VBG	being	talking	reverseentailment
1322	1861	VP	VBN	VBG	muted	talking	disjoint
1323	1877	NP	NN	NN	advertisement	food	disjoint
1324	1877	NP	NN	NNS	advertisement	kittens	disjoint
1325	1877	NP	NN	NNS	advertisement	trays	disjoint
1326	1877	NP	NN	n	advertisement	food on the trays	disjoint
1327	1877	NP	NN	NNS	food	kittens	reverseentailment
1328	1877	NP	NN	NNS	food	trays	independent
1329	1877	NP	NN	n	food	food on the trays	synonym
1330	1877	NP	NNS	NN	kittens	food	forwardentailment
1331	1877	NP	NNS	NNS	kittens	trays	disjoint
1332	1877	NP	NNS	n	kittens	food on the trays	forwardentailment
1333	1877	NP	NNS	NN	trays	food	independent
1334	1877	NP	NNS	NNS	trays	kittens	disjoint
1335	1877	NP	NNS	n	trays	food on the trays	synonym
1336	1877	NP	n	NN	food for an advertisement	food	disjoint
1337	1877	NP	n	NNS	food for an advertisement	kittens	disjoint
1338	1877	NP	n	NNS	food for an advertisement	trays	disjoint
1339	1877	NP	n	n	food for an advertisement	food on the trays	disjoint
1340	1877	NP	n	NN	kittens on the trays	food	forwardentailment
1341	1877	NP	n	NNS	kittens on the trays	kittens	disjoint
1342	1877	NP	n	NNS	kittens on the trays	trays	disjoint
1343	1877	NP	n	n	kittens on the trays	food on the trays	forwardentailment
1344	1877	VP	VBG	VBN	being	eaten	reverseentailment
1345	1877	VP	VBN	VBG	eaten	being	forwardentailment
1346	1881	NP	NN	NNS	food	kittens	reverseentailment
1347	1881	NP	NN	n	food	few kittens	reverseentailment
1348	1881	NP	NNS	n	kittens	few kittens	forwardentailment
1349	1881	NP	NNS	NNS	trays	kittens	disjoint
1350	1881	NP	NNS	n	trays	few kittens	disjoint
1351	1881	NP	n	NNS	food on the trays	kittens	reverseentailment
1352	1881	NP	n	n	food on the trays	few kittens	reverseentailment
1353	1881	VP	VBG	VBG	being	eating	independent
1354	1881	VP	VBN	VBG	eaten	eating	synonym
1355	1881	phrasal	(s:pss\np)\(s:pss\np)	JJ	by the kittens	few	disjoint
1356	1964	NP	NN	NN	guitar	person	independent
1357	1964	NP	NN	NN	guitar	singing	independent
1358	1964	NP	NN	n	guitar	guitar and singing	disjoint
1359	1964	NP	NN	NN	person	guitar	independent
1360	1964	NP	NN	NN	person	singing	independent
1361	1964	NP	NN	n	person	guitar and singing	independent
1362	1964	NP	NN	NN	singing	guitar	independent
1363	1964	NP	NN	NN	singing	person	independent
1364	1964	NP	NN	n	singing	guitar and singing	independent
1365	1964	NP	n	NN	One person	guitar	independent
1366	1964	NP	n	NN	One person	person	synonym
1367	1964	NP	n	NN	One person	singing	disjoint
1368	1964	NP	n	n	One person	guitar and singing	independent
1369	1964	NP	n	NN	guitar and singing	guitar	disjoint
1370	1964	NP	n	NN	guitar and singing	person	independent
1371	1964	NP	n	NN	guitar and singing	singing	independent
1372	2001	NP	NN	NN	horse	man	independent
1373	2001	NP	NN	NN	man	horse	independent
1374	2001	VP	VBG	VBG	being	riding	reverseentailment
1375	2001	VP	VBN	VBG	ridden	riding	synonym
1376	2019	NP	NN	NN	man	bike	disjoint
1377	2019	NP	NN	NN	man	tree	disjoint
1378	2019	NP	NN	NNS	man	knives	independent
1379	2019	NP	NN	NNS	man	men	independent
1380	2019	NP	NN	n	man	dangerous men with knives	independent
1381	2019	NP	NN	n	man	men with knives	independent
1382	2019	NP	NN	NN	tree	bike	disjoint
1383	2019	NP	NN	NNS	tree	knives	independent
1384	2019	NP	NN	NNS	tree	men	disjoint
1385	2019	NP	NN	n	tree	dangerous men with knives	disjoint
1386	2019	NP	NN	n	tree	men with knives	independent
1387	2019	NP	NNS	NN	knives	bike	disjoint
1388	2019	NP	NNS	NN	knives	tree	independent
1389	2019	NP	NNS	NNS	knives	men	independent
1390	2019	NP	NNS	n	knives	dangerous men with knives	independent
1391	2019	NP	NNS	n	knives	men with knives	independent
1392	2019	phrasal	(s:ng\np)\(s:ng\np)	JJ	at a tree	dangerous	independent
1393	2019	phrasal	(s:ng\np)\(s:ng\np)	pp	at a tree	against a tree	disjoint
1394	2058	NP	NN	NN	lady	meat	disjoint
1395	2058	NP	NN	NN	lady	woman	forwardentailment
1396	2058	NP	NN	NNS	lady	pieces	disjoint
1397	2058	NP	NN	n	lady	pieces by a woman	disjoint
1398	2058	NP	NN	NN	meat	woman	independent
1399	2058	NP	NN	NNS	meat	pieces	independent
1400	2058	NP	NN	n	meat	pieces by a woman	disjoint
1401	2058	VP	VBG	VBG	cutting	being	forwardentailment
1402	2058	VP	VBG	VBN	cutting	cut	synonym
1403	2089	NP	NN	NN	interview	man	independent
1404	2089	NP	NN	NN	man	interview	independent
1405	2089	VP	VBG	VBG	denying	granting	disjoint
1406	2096	NP	NN	NN	interview	car	independent
1407	2096	NP	NN	NN	interview	man	independent
1408	2096	NP	NN	n	interview	white car	independent
1409	2096	NP	NN	NN	man	car	independent
1410	2096	NP	NN	n	man	white car	independent
1411	2096	VP	VBG	VBG	granting	being	forwardentailment
1412	2096	VP	VBG	VBN	granting	driven	disjoint
1413	2130	NP	NN	NN	boy	dog	disjoint
1414	2130	NP	NN	n	boy	small boy	synonym
1415	2130	NP	NN	NN	dog	boy	disjoint
1416	2130	NP	NN	n	dog	small boy	disjoint
1417	2130	NP	n	NN	small boy	boy	synonym
1418	2130	NP	n	NN	small boy	dog	disjoint
1419	2130	VP	VBG	VBG	scolding	playing	disjoint
1420	2130	phrasal	JJ	(s:ng\np)\(s:ng\np)	small	with a dog	independent
1421	2157	NP	NN	NN	beach	lake	disjoint
1422	2157	NP	NN	NN	beach	man	disjoint
1423	2157	NP	NN	NNS	beach	pictures	independent
1424	2157	NP	NN	NN	camera	lake	disjoint
1425	2157	NP	NN	NN	camera	man	disjoint
1426	2157	NP	NN	NNS	camera	pictures	independent
1427	2157	NP	NN	NN	man	lake	disjoint
1428	2157	NP	NN	NNS	man	pictures	disjoint
1429	2157	NP	NN	NN	picture	lake	disjoint
1430	2157	NP	NN	NN	picture	man	disjoint
1431	2157	NP	NN	NNS	picture	pictures	synonym
1432	2157	NP	NN	NN	sunset	lake	disjoint
1433	2157	NP	NN	NN	sunset	man	disjoint
1434	2157	NP	NN	NNS	sunset	pictures	forwardentailment
1435	2157	NP	n	NN	man on the beach	lake	disjoint
1436	2157	NP	n	NN	man on the beach	man	disjoint
1437	2157	NP	n	NNS	man on the beach	pictures	disjoint
1438	2157	NP	n	NN	picture of a camera	lake	disjoint
1439	2157	NP	n	NN	picture of a camera	man	disjoint
1440	2157	NP	n	NNS	picture of a camera	pictures	forwardentailment
1441	2157	VP	VBG	VBG	being	taking	reverseentailment
1442	2157	VP	VBN	VBG	set	taking	disjoint
1443	2157	VP	VBN	VBG	taken	taking	synonym
1444	2157	phrasal	(s:pss\np)\(s:pss\np)	pp	at the sunset	of a lake	independent
1445	2166	NP	NN	NN	machine	woman	disjoint
1446	2166	NP	NN	n	machine	machine made	synonym
1447	2166	NP	NN	NN	woman	machine	disjoint
1448	2166	NP	NN	n	woman	machine made	disjoint
1449	2166	VP	VBG	VBG	sewing	using	forwardentailment
1450	2166	VP	VBG	VBN	sewing	made	disjoint
1451	2166	phrasal	pp	pp/np	with a machine	for sewing	independent
1452	2221	NP	NN	NN	horse	man	independent
1453	2221	VP	VBG	VBN	falling	knocked	reverseentailment
1454	2229	NP	NN	NN	table	woman	independent
1455	2229	NP	NN	NNS	table	fingers	independent
1456	2229	NP	NN	NN	woman	table	independent
1457	2229	NP	NN	NNS	woman	fingers	independent
1458	2229	NP	NNS	NN	fingers	table	independent
1459	2229	NP	NNS	NN	fingers	woman	independent
1460	2229	VP	VBG	VBG	tapping	resting	disjoint
1461	2231	NP	NN	NN	woman	table	independent
1462	2231	NP	NN	NNS	woman	fingers	independent
1463	2231	NP	NNS	NN	fingers	table	independent
1464	2231	NP	NNS	NN	fingers	woman	independent
1465	2231	VP	VBG	VBG	tapping	resting	disjoint
1466	2284	NP	NN	NN	cat	watermelon	disjoint
1467	2284	NP	NN	NN	watermelon	cat	disjoint
1468	2286	NP	NN	NN	cat	watermelon	disjoint
1469	2286	NP	NN	NN	watermelon	cat	disjoint
1470	2362	NP	NN	NN	blow	fire	reverseentailment
1471	2362	NP	NN	NN	blow	person	disjoint
1472	2362	NP	NN	NNS	blow	cameras	disjoint
1473	2362	NP	NN	n	blow	fire to the cameras	reverseentailment
1474	2362	NP	NN	n	blow	tall person	disjoint
1475	2362	NP	NN	NN	person	fire	independent
1476	2362	NP	NN	NNS	person	cameras	independent
1477	2362	NP	NN	n	person	fire to the cameras	independent
1478	2362	NP	NN	n	person	tall person	synonym
1479	2362	NP	NN	NN	torch	fire	independent
1480	2362	NP	NN	NN	torch	person	independent
1481	2362	NP	NN	NNS	torch	cameras	disjoint
1482	2362	NP	NN	n	torch	fire to the cameras	independent
1483	2362	NP	NN	n	torch	tall person	independent
1484	2362	NP	NNS	NN	cameras	fire	independent
1485	2362	NP	NNS	NN	cameras	person	independent
1486	2362	NP	NNS	n	cameras	fire to the cameras	independent
1487	2362	NP	NNS	n	cameras	tall person	disjoint
1488	2362	NP	n	NN	cameras with a blow	fire	disjoint
1489	2362	NP	n	NN	cameras with a blow	person	disjoint
1490	2362	NP	n	NNS	cameras with a blow	cameras	disjoint
1491	2362	NP	n	n	cameras with a blow	fire to the cameras	disjoint
1492	2362	NP	n	n	cameras with a blow	tall person	disjoint
1493	2362	VP	VBG	VBG	burning	setting	forwardentailment
1494	2364	NP	NN	NN	blow	fire	reverseentailment
1495	2364	NP	NN	NN	blow	person	disjoint
1496	2364	NP	NN	NNS	blow	cameras	disjoint
1497	2364	NP	NN	n	blow	fire to the cameras	reverseentailment
1498	2364	NP	NN	NN	person	fire	independent
1499	2364	NP	NN	NNS	person	cameras	independent
1500	2364	NP	NN	n	person	fire to the cameras	independent
1501	2364	NP	NN	NN	torch	fire	independent
1502	2364	NP	NN	NN	torch	person	independent
1503	2364	NP	NN	NNS	torch	cameras	disjoint
1504	2364	NP	NN	n	torch	fire to the cameras	independent
1505	2364	NP	NNS	NN	cameras	fire	independent
1506	2364	NP	NNS	NN	cameras	person	independent
1507	2364	NP	NNS	n	cameras	fire to the cameras	independent
1508	2364	NP	n	NN	person with a blow	fire	reverseentailment
1509	2364	NP	n	NN	person with a blow	person	independent
1510	2364	NP	n	NNS	person with a blow	cameras	disjoint
1511	2364	NP	n	n	person with a blow	fire to the cameras	reverseentailment
1512	2364	VP	VBG	VBG	being	setting	synonym
1513	2364	VP	VBN	VBG	burned	setting	disjoint
1514	2366	NP	NN	NN	burning	fire	reverseentailment
1515	2366	NP	NN	NN	burning	person	disjoint
1516	2366	NP	NN	NNS	burning	cameras	disjoint
1517	2366	NP	NN	n	burning	fire to the cameras	reverseentailment
1518	2366	NP	NN	NN	person	fire	independent
1519	2366	NP	NN	NNS	person	cameras	independent
1520	2366	NP	NN	n	person	fire to the cameras	independent
1521	2366	NP	NN	NN	torch	fire	independent
1522	2366	NP	NN	NN	torch	person	independent
1523	2366	NP	NN	NNS	torch	cameras	disjoint
1524	2366	NP	NN	n	torch	fire to the cameras	independent
1525	2366	NP	NNS	NN	cameras	fire	independent
1526	2366	NP	NNS	NN	cameras	person	independent
1527	2366	NP	NNS	n	cameras	fire to the cameras	independent
1528	2366	NP	n	NN	burning torch	fire	independent
1529	2366	NP	n	NN	burning torch	person	independent
1530	2366	NP	n	NNS	burning torch	cameras	independent
1531	2366	NP	n	n	burning torch	fire to the cameras	independent
1532	2366	NP	n	NN	person by some cameras	fire	independent
1533	2366	NP	n	NN	person by some cameras	person	independent
1534	2366	NP	n	NNS	person by some cameras	cameras	independent
1535	2366	NP	n	n	person by some cameras	fire to the cameras	independent
1536	2366	VP	VBG	VBG	blowing	setting	disjoint
1537	2385	NP	NN	NN	onion	carrot	disjoint
1538	2385	NP	NN	NN	onion	person	independent
1539	2385	NP	NN	NNS	onion	pieces	independent
1540	2385	NP	NN	n	onion	carrot into pieces	disjoint
1541	2385	NP	NN	NN	person	carrot	independent
1542	2385	NP	NN	NNS	person	pieces	disjoint
1543	2385	NP	NN	n	person	carrot into pieces	independent
1544	2385	NP	NNS	NN	pieces	carrot	independent
1545	2385	NP	NNS	NN	pieces	person	disjoint
1546	2385	NP	NNS	n	pieces	carrot into pieces	independent
1547	2385	NP	n	NN	onion into pieces	carrot	disjoint
1548	2385	NP	n	NN	onion into pieces	person	independent
1549	2385	NP	n	NNS	onion into pieces	pieces	synonym
1550	2385	NP	n	n	onion into pieces	carrot into pieces	disjoint
1551	2385	VP	VBG	VBG	cutting	slicing	reverseentailment
1552	2392	NP	NN	NN	man	potato	independent
1553	2392	NP	NN	NN	potato	man	independent
1554	2402	NP	NN	NN	tomato	woman	independent
1555	2402	NP	NN	n	tomato	whole tomato	independent
1556	2402	VP	VBG	VBG	cutting	holding	disjoint
1557	2404	NP	NN	NN	lady	one	disjoint
1558	2404	NP	NN	NN	lady	tomato	independent
1559	2404	NP	NN	n	lady	one cutting a tomato	disjoint
1560	2404	NP	NN	NN	tomato	one	independent
1561	2404	NP	NN	n	tomato	one cutting a tomato	independent
1562	2404	VP	VBG	VBG	slicing	cutting	forwardentailment
1563	2405	NP	NN	NN	lady	tomato	independent
1564	2405	VP	VBG	VBG	slicing	cutting	forwardentailment
1565	2410	NP	NN	NN	dish	knife	disjoint
1566	2410	NP	NN	NN	dish	onion	independent
1567	2410	NP	NN	NN	dish	woman	disjoint
1568	2410	NP	NN	NN	man	knife	independent
1569	2410	NP	NN	NN	man	onion	disjoint
1570	2410	NP	NN	NN	man	woman	disjoint
1571	2410	VP	VBG	VBG	preparing	being	forwardentailment
1572	2410	VP	VBG	VBN	preparing	sliced	disjoint
1573	2430	NP	NN	NN	road	man	disjoint
1574	2430	NP	n	NN	One man	man	synonym
1575	2476	NP	NNS	NN	people	group	independent
1576	2476	NP	NNS	n	people	group of people	synonym
1577	2485	NP	NN	NN	guitar	man	independent
1578	2485	NP	NN	NN	guitar	trumpet	disjoint
1579	2485	NP	NN	NN	man	trumpet	independent
1580	2525	NP	NN	NNS	raft	People	disjoint
1581	2525	NP	NNS	NN	people	raft	disjoint
1582	2525	NP	NNS	NNS	people	People	synonym
1583	2525	NP	n	NN	few people	raft	disjoint
1584	2525	NP	n	NNS	few people	People	disjoint
1585	2525	VP	VBG	VBG	floating	paddling	reverseentailment
1586	2525	VP	VBG	VBG	floating	riding	disjoint
1587	2527	NP	NN	NNS	raft	people	disjoint
1588	2527	NP	NN	n	raft	Four people	disjoint
1589	2527	NP	NNS	NN	People	raft	disjoint
1590	2527	NP	NNS	NNS	People	people	synonym
1591	2527	NP	NNS	n	People	Four people	reverseentailment
1592	2527	VP	VBG	VBG	paddling	floating	forwardentailment
1593	2527	VP	VBG	VBG	riding	floating	disjoint
1594	2535	NP	NN	NN	cat	corn	independent
1595	2535	NP	NN	NN	cob	cat	disjoint
1596	2535	NP	NN	NN	cob	corn	independent
1597	2535	NP	NN	NN	corn	cat	independent
1598	2544	NP	NN	NN	person	tomato	independent
1599	2544	NP	NN	NN	vegetable	tomato	reverseentailment
1600	2557	VP	VBG	VBG	strumming	playing	forwardentailment
1601	2566	NP	NNS	n	women	few women	independent
1602	2566	NP	n	NNS	Three women	women	synonym
1603	2566	NP	n	n	Three women	few women	disjoint
1604	2604	NP	NN	NN	bull	dog	disjoint
1605	2604	NP	NN	NN	bull	monkey	disjoint
1606	2604	NP	NN	n	bull	bull dog	disjoint
1607	2604	NP	NN	NN	dog	bull	disjoint
1608	2604	NP	NN	NN	dog	monkey	disjoint
1609	2604	NP	NN	n	dog	bull dog	reverseentailment
1610	2604	NP	NN	NN	monkey	bull	disjoint
1611	2604	NP	NN	NN	monkey	dog	disjoint
1612	2604	NP	NN	n	monkey	bull dog	disjoint
1613	2604	NP	n	NN	bull dog	bull	disjoint
1614	2604	NP	n	NN	bull dog	dog	forwardentailment
1615	2604	NP	n	NN	bull dog	monkey	disjoint
1616	2604	VP	VBG	VBG	being	brushing	reverseentailment
1617	2604	VP	VBN	VBG	brushed	brushing	synonym
1618	2606	NP	NN	NN	bull	dog	disjoint
1619	2606	NP	NN	NN	bull	monkey	disjoint
1620	2606	NP	NN	n	bull	bull dog	disjoint
1621	2606	NP	NN	NN	dog	bull	disjoint
1622	2606	NP	NN	NN	dog	monkey	disjoint
1623	2606	NP	NN	n	dog	bull dog	reverseentailment
1624	2606	NP	NN	NN	monkey	bull	disjoint
1625	2606	NP	NN	NN	monkey	dog	disjoint
1626	2606	NP	NN	n	monkey	bull dog	disjoint
1627	2606	NP	n	NN	bull dog	bull	disjoint
1628	2606	NP	n	NN	bull dog	dog	forwardentailment
1629	2606	NP	n	NN	bull dog	monkey	disjoint
1630	2662	NP	NN	NN	egg	lady	independent
1631	2662	NP	NN	NN	egg	meat	disjoint
1632	2662	NP	NN	NN	lady	meat	disjoint
1633	2662	NP	NN	NN	mixer	lady	independent
1634	2662	NP	NN	NN	mixer	meat	independent
1635	2662	NP	n	NN	egg for the mixer	lady	independent
1636	2662	NP	n	NN	egg for the mixer	meat	independent
1637	2662	VP	VBG	VBG	cracking	slicing	reverseentailment
1638	2668	NP	NN	NN	cage	shelf	disjoint
1639	2668	NP	NN	NNS	cage	Ferrets	independent
1640	2668	NP	NNS	NN	ferrets	shelf	disjoint
1641	2668	NP	NNS	NNS	ferrets	Ferrets	forwardentailment
1642	2668	NP	n	NN	few ferrets	shelf	disjoint
1643	2668	NP	n	NNS	few ferrets	Ferrets	forwardentailment
1644	2668	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	out of the cage	from a shelf	disjoint
1645	2668	phrasal	JJ	(s:ng\np)\(s:ng\np)	few	from a shelf	independent
1646	2668	phrasal	pp	(s:ng\np)\(s:ng\np)	of the cage	from a shelf	disjoint
1647	2678	NP	NN	NN	car	man	independent
1648	2678	NP	NN	NN	garage	car	independent
1649	2678	NP	NN	NN	garage	man	disjoint
1650	2678	NP	NN	NN	man	car	independent
1651	2678	phrasal	(s:ng\np)\(s:ng\np)	pp	in a garage	into a car	disjoint
1652	2679	NP	NN	NN	car	man	independent
1653	2679	NP	NN	NN	garage	car	independent
1654	2679	NP	NN	NN	garage	man	disjoint
1655	2679	NP	NN	NN	man	car	independent
1656	2679	VP	VBG	VBG	parking	getting	forwardentailment
1657	2679	phrasal	(s:ng\np)\(s:ng\np)	pp	in a garage	into a car	disjoint
1658	2687	NP	NN	NN	clove	garlic	independent
1659	2687	NP	NN	NN	clove	person	independent
1660	2687	NP	NN	NNS	clove	pieces	independent
1661	2687	NP	NN	n	clove	garlic into pieces	independent
1662	2687	NP	NN	NN	garlic	clove	independent
1663	2687	NP	NN	NN	garlic	person	independent
1664	2687	NP	NN	NNS	garlic	pieces	independent
1665	2687	NP	NN	n	garlic	garlic into pieces	independent
1666	2687	NP	NN	NN	person	clove	independent
1667	2687	NP	NN	NN	person	garlic	independent
1668	2687	NP	NN	NNS	person	pieces	disjoint
1669	2687	NP	NN	n	person	garlic into pieces	independent
1670	2687	NP	NNS	NN	pieces	clove	independent
1671	2687	NP	NNS	NN	pieces	garlic	independent
1672	2687	NP	NNS	NN	pieces	person	disjoint
1673	2687	NP	NNS	n	pieces	garlic into pieces	independent
1674	2687	NP	n	NN	garlic into pieces	clove	independent
1675	2687	NP	n	NN	garlic into pieces	garlic	disjoint
1676	2687	NP	n	NN	garlic into pieces	person	independent
1677	2687	NP	n	NNS	garlic into pieces	pieces	independent
1678	2704	NP	NN	NN	water	woman	disjoint
1679	2704	NP	NN	NNS	water	noodles	independent
1680	2704	NP	NN	NN	woman	water	disjoint
1681	2704	NP	NN	NNS	woman	noodles	disjoint
1682	2704	NP	NNS	NN	Noodles	water	independent
1683	2704	NP	NNS	NN	Noodles	woman	independent
1684	2704	NP	NNS	NNS	Noodles	noodles	synonym
1685	2704	VP	VBG	VBG	being	boiling	reverseentailment
1686	2704	VP	VBN	VBG	boiled	boiling	synonym
1687	2704	phrasal	(s:pss\np)\(s:pss\np)	(s:ng\np)\(s:ng\np)	by a woman	in water	disjoint
1688	2712	NP	NN	NN	boxing	man	independent
1689	2712	NP	NN	NN	boxing	practitioner	forwardentailment
1690	2712	NP	NN	NNS	boxing	gloves	independent
1691	2712	NP	NN	n	boxing	karate practitioner	reverseentailment
1692	2712	NP	NN	n	boxing	protective boxing gloves	independent
1693	2712	NP	NN	NN	man	boxing	disjoint
1694	2712	NP	NN	NN	man	practitioner	reverseentailment
1695	2712	NP	NN	NNS	man	gloves	independent
1696	2712	NP	NN	n	man	karate practitioner	reverseentailment
1697	2712	NP	NN	n	man	protective boxing gloves	independent
1698	2712	NP	NN	NN	practitioner	boxing	reverseentailment
1699	2712	NP	NN	NN	practitioner	man	forwardentailment
1700	2712	NP	NN	NNS	practitioner	gloves	independent
1701	2712	NP	NN	n	practitioner	karate practitioner	reverseentailment
1702	2712	NP	NN	n	practitioner	protective boxing gloves	independent
1703	2712	NP	NNS	NN	gloves	boxing	independent
1704	2712	NP	NNS	NN	gloves	man	independent
1705	2712	NP	NNS	NN	gloves	practitioner	independent
1706	2712	NP	NNS	n	gloves	karate practitioner	independent
1707	2712	NP	NNS	n	gloves	protective boxing gloves	disjoint
1708	2712	NP	n	NN	protective boxing gloves	boxing	independent
1709	2712	NP	n	NN	protective boxing gloves	man	independent
1710	2712	NP	n	NN	protective boxing gloves	practitioner	independent
1711	2712	NP	n	NNS	protective boxing gloves	gloves	disjoint
1712	2712	NP	n	n	protective boxing gloves	karate practitioner	independent
1713	2712	VP	VBG	VBG	kicking	wearing	disjoint
1714	2712	VP	VBG	VBG	wearing	kicking	disjoint
1715	2712	phrasal	JJ	JJ	karate	protective	forwardentailment
1716	2712	phrasal	JJ	JJ	protective	karate	independent
1717	2720	NP	NN	NN	kick	boxing	forwardentailment
1718	2720	NP	NN	NN	kick	man	disjoint
1719	2720	NP	NN	NN	kick	practitioner	disjoint
1720	2720	NP	NN	NNS	kick	gloves	independent
1721	2720	NP	NN	n	kick	protective boxing gloves	independent
1722	2720	NP	NN	NN	man	boxing	disjoint
1723	2720	NP	NN	NN	man	practitioner	reverseentailment
1724	2720	NP	NN	NNS	man	gloves	independent
1725	2720	NP	NN	n	man	protective boxing gloves	independent
1726	2720	NP	NN	NN	trainer	boxing	independent
1727	2720	NP	NN	NN	trainer	man	forwardentailment
1728	2720	NP	NN	NN	trainer	practitioner	forwardentailment
1729	2720	NP	NN	NNS	trainer	gloves	independent
1730	2720	NP	NN	n	trainer	protective boxing gloves	independent
1731	2720	VP	VBG	VBG	boxing	kicking	forwardentailment
1732	2720	VP	VBG	VBG	boxing	wearing	forwardentailment
1733	2720	phrasal	pp	JJ	with a trainer	karate	independent
1734	2720	phrasal	pp	JJ	with a trainer	protective	independent
1735	2721	NP	NN	NN	kick	boxing	forwardentailment
1736	2721	NP	NN	NN	kick	man	disjoint
1737	2721	NP	NN	NN	kick	practitioner	disjoint
1738	2721	NP	NN	NNS	kick	gloves	independent
1739	2721	NP	NN	n	kick	karate practitioner	disjoint
1740	2721	NP	NN	n	kick	protective boxing gloves	independent
1741	2721	NP	NN	NN	man	boxing	disjoint
1742	2721	NP	NN	NN	man	practitioner	reverseentailment
1743	2721	NP	NN	NNS	man	gloves	independent
1744	2721	NP	NN	n	man	karate practitioner	reverseentailment
1745	2721	NP	NN	n	man	protective boxing gloves	independent
1746	2721	NP	NN	NN	trainer	boxing	independent
1747	2721	NP	NN	NN	trainer	man	forwardentailment
1748	2721	NP	NN	NN	trainer	practitioner	forwardentailment
1749	2721	NP	NN	NNS	trainer	gloves	independent
1750	2721	NP	NN	n	trainer	karate practitioner	reverseentailment
1751	2721	NP	NN	n	trainer	protective boxing gloves	independent
1752	2721	VP	VBG	VBG	boxing	kicking	forwardentailment
1753	2721	VP	VBG	VBG	boxing	wearing	forwardentailment
1754	2721	phrasal	pp	JJ	with a trainer	karate	independent
1755	2721	phrasal	pp	JJ	with a trainer	protective	independent
1756	2722	NP	NN	NN	guitar	song	independent
1757	2722	NP	NN	NN	guitar	woman	independent
1758	2722	NP	NN	n	guitar	seated woman	independent
1759	2722	NP	NN	NN	song	guitar	independent
1760	2722	NP	NN	NN	song	woman	disjoint
1761	2722	NP	NN	n	song	seated woman	disjoint
1762	2722	NP	NN	NN	woman	guitar	independent
1763	2722	NP	NN	NN	woman	song	disjoint
1764	2722	NP	NN	n	woman	seated woman	independent
1765	2722	VP	VBG	VBG	playing	singing	disjoint
1766	2722	VP	VBG	VBN	playing	seated	disjoint
1767	2722	VP	VBG	VBG	singing	playing	disjoint
1768	2722	VP	VBG	VBN	singing	seated	disjoint
1769	2722	VP	VBN	VBG	seated	playing	disjoint
1770	2722	VP	VBN	VBG	seated	singing	disjoint
1771	2726	NP	NN	NN	blanket	book	disjoint
1772	2726	NP	NN	NN	blanket	woman	independent
1773	2726	NP	NN	n	blanket	blanket lying	synonym
1774	2726	NP	NN	n	blanket	someone reading a book	disjoint
1775	2726	NP	NN	NN	book	blanket	disjoint
1776	2726	NP	NN	NN	book	woman	disjoint
1777	2726	NP	NN	n	book	blanket lying	independent
1778	2726	NP	NN	n	book	someone reading a book	independent
1779	2726	NP	NN	NN	rock	blanket	forwardentailment
1780	2726	NP	NN	NN	rock	book	disjoint
1781	2726	NP	NN	NN	rock	woman	disjoint
1782	2726	NP	NN	n	rock	blanket lying	forwardentailment
1783	2726	NP	NN	n	rock	someone reading a book	disjoint
1784	2726	NP	NN	NN	woman	blanket	independent
1785	2726	NP	NN	NN	woman	book	disjoint
1786	2726	NP	NN	n	woman	blanket lying	independent
1787	2726	NP	NN	n	woman	someone reading a book	reverseentailment
1788	2726	NP	n	NN	woman on a rock	blanket	independent
1789	2726	NP	n	NN	woman on a rock	book	disjoint
1790	2726	NP	n	NN	woman on a rock	woman	disjoint
1791	2726	NP	n	n	woman on a rock	blanket lying	independent
