CombID	SenID	merge_tag	W1_tag	W2_tag	W1	W2	pred
11408	1080	NP	NN	NN	grass	girl	disjoint
11409	1080	NP	NN	NN	shirt	girl	independent
11410	1080	NP	NN	NN	shirt	grass	independent
11411	1080	NP	n	NN	pink shirt	girl	independent
11412	1080	NP	n	NN	pink shirt	grass	independent
11413	1080	NP	n	NN	young girl	girl	synonym
11414	1080	NP	n	NN	young girl	grass	disjoint
11415	1080	VP	VBG	VBG	lying	standing	disjoint
11416	1080	phrasal	JJ	JJ	pink	naked	disjoint
11417	1080	phrasal	JJ	pp	pink	on the grass	independent
11418	1080	phrasal	JJ	JJ	young	naked	disjoint
11419	1080	phrasal	JJ	pp	young	on the grass	synonym
11420	1080	phrasal	pp	JJ	on the grass	naked	disjoint
11421	1082	NP	NN	NN	ball	dog	independent
11422	1082	NP	NN	NN	ball	grass	forwardentailment
11423	1082	NP	NN	NN	ball	mouth	independent
11424	1082	NP	NN	NN	ball	tennis	independent
11425	1082	NP	NN	n	ball	large dog	independent
11426	1082	NP	NN	n	ball	tennis ball	synonym
11427	1082	NP	NN	NN	dog	ball	independent
11428	1082	NP	NN	NN	dog	grass	independent
11429	1082	NP	NN	NN	dog	mouth	independent
11430	1082	NP	NN	NN	dog	tennis	independent
11431	1082	NP	NN	n	dog	large dog	forwardentailment
11432	1082	NP	NN	n	dog	tennis ball	independent
11433	1082	NP	NN	NN	grass	ball	reverseentailment
11434	1082	NP	NN	NN	grass	dog	independent
11435	1082	NP	NN	NN	grass	mouth	disjoint
11436	1082	NP	NN	NN	grass	tennis	reverseentailment
11437	1082	NP	NN	n	grass	large dog	independent
11438	1082	NP	NN	n	grass	tennis ball	reverseentailment
11439	1082	NP	NN	NN	mouth	ball	independent
11440	1082	NP	NN	NN	mouth	dog	independent
11441	1082	NP	NN	NN	mouth	grass	disjoint
11442	1082	NP	NN	NN	mouth	tennis	disjoint
11443	1082	NP	NN	n	mouth	large dog	independent
11444	1082	NP	NN	n	mouth	tennis ball	independent
11445	1082	NP	NN	NN	size	ball	independent
11446	1082	NP	NN	NN	size	dog	independent
11447	1082	NP	NN	NN	size	grass	independent
11448	1082	NP	NN	NN	size	mouth	independent
11449	1082	NP	NN	NN	size	tennis	independent
11450	1082	NP	NN	n	size	large dog	independent
11451	1082	NP	NN	n	size	tennis ball	independent
11452	1082	NP	NN	NN	tennis	ball	reverseentailment
11453	1082	NP	NN	NN	tennis	dog	independent
11454	1082	NP	NN	NN	tennis	grass	forwardentailment
11455	1082	NP	NN	NN	tennis	mouth	disjoint
11456	1082	NP	NN	n	tennis	large dog	independent
11457	1082	NP	NN	n	tennis	tennis ball	independent
11458	1082	NP	n	NN	dog of large size	ball	independent
11459	1082	NP	n	NN	dog of large size	dog	forwardentailment
11460	1082	NP	n	NN	dog of large size	grass	independent
11461	1082	NP	n	NN	dog of large size	mouth	independent
11462	1082	NP	n	NN	dog of large size	tennis	independent
11463	1082	NP	n	n	dog of large size	large dog	independent
11464	1082	NP	n	n	dog of large size	tennis ball	independent
11465	1082	NP	n	NN	large size	ball	independent
11466	1082	NP	n	NN	large size	dog	independent
11467	1082	NP	n	NN	large size	grass	independent
11468	1082	NP	n	NN	large size	mouth	independent
11469	1082	NP	n	NN	large size	tennis	independent
11470	1082	NP	n	n	large size	large dog	independent
11471	1082	NP	n	n	large size	tennis ball	independent
11472	1082	NP	n	NN	tennis ball	ball	synonym
11473	1082	NP	n	NN	tennis ball	dog	independent
11474	1082	NP	n	NN	tennis ball	grass	forwardentailment
11475	1082	NP	n	NN	tennis ball	mouth	independent
11476	1082	NP	n	NN	tennis ball	tennis	independent
11477	1082	NP	n	n	tennis ball	large dog	independent
11478	1082	phrasal	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	in its mouth	with a tennis ball	independent
11479	1082	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	in its mouth	large	independent
11480	1082	phrasal	(s:dcl\np)\(s:dcl\np)	pp	in its mouth	on the grass	disjoint
11481	1082	phrasal	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	on the grass	in its mouth	disjoint
11482	1082	phrasal	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	on the grass	with a tennis ball	independent
11483	1082	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	on the grass	large	independent
11484	1082	phrasal	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	with a tennis ball	in its mouth	independent
11485	1082	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	with a tennis ball	large	independent
11486	1082	phrasal	(s:dcl\np)\(s:dcl\np)	pp	with a tennis ball	on the grass	independent
11487	1082	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	in its mouth	independent
11488	1082	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	with a tennis ball	independent
11489	1082	phrasal	JJ	pp	large	on the grass	independent
11490	1083	NP	NN	NN	ball	dog	independent
11491	1083	NP	NN	NN	ball	grass	forwardentailment
11492	1083	NP	NN	NN	ball	mouth	independent
11493	1083	NP	NN	NN	ball	tennis	independent
11494	1083	NP	NN	n	ball	large dog	independent
11495	1083	NP	NN	n	ball	tennis ball	synonym
11496	1083	NP	NN	NN	dog	ball	independent
11497	1083	NP	NN	NN	dog	grass	independent
11498	1083	NP	NN	NN	dog	mouth	independent
11499	1083	NP	NN	NN	dog	tennis	independent
11500	1083	NP	NN	n	dog	large dog	forwardentailment
11501	1083	NP	NN	n	dog	tennis ball	independent
11502	1083	NP	NN	NN	grass	ball	reverseentailment
11503	1083	NP	NN	NN	grass	dog	independent
11504	1083	NP	NN	NN	grass	mouth	disjoint
11505	1083	NP	NN	NN	grass	tennis	reverseentailment
11506	1083	NP	NN	n	grass	large dog	independent
11507	1083	NP	NN	n	grass	tennis ball	reverseentailment
11508	1083	NP	NN	NN	mouth	ball	independent
11509	1083	NP	NN	NN	mouth	dog	independent
11510	1083	NP	NN	NN	mouth	grass	disjoint
11511	1083	NP	NN	NN	mouth	tennis	disjoint
11512	1083	NP	NN	n	mouth	large dog	independent
11513	1083	NP	NN	n	mouth	tennis ball	independent
11514	1083	NP	NN	NN	tennis	ball	reverseentailment
11515	1083	NP	NN	NN	tennis	dog	independent
11516	1083	NP	NN	NN	tennis	grass	forwardentailment
11517	1083	NP	NN	NN	tennis	mouth	disjoint
11518	1083	NP	NN	n	tennis	large dog	independent
11519	1083	NP	NN	n	tennis	tennis ball	independent
11520	1083	NP	n	NN	tennis ball	ball	synonym
11521	1083	NP	n	NN	tennis ball	dog	independent
11522	1083	NP	n	NN	tennis ball	grass	forwardentailment
11523	1083	NP	n	NN	tennis ball	mouth	independent
11524	1083	NP	n	NN	tennis ball	tennis	independent
11525	1083	NP	n	n	tennis ball	large dog	independent
11526	1083	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	in its mouth	with a tennis ball	independent
11527	1083	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	large	independent
11528	1083	phrasal	(s:ng\np)\(s:ng\np)	pp	in its mouth	on the grass	disjoint
11529	1083	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	on the grass	in its mouth	disjoint
11530	1083	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	on the grass	with a tennis ball	independent
11531	1083	phrasal	(s:ng\np)\(s:ng\np)	JJ	on the grass	large	independent
11532	1083	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	with a tennis ball	in its mouth	independent
11533	1083	phrasal	(s:ng\np)\(s:ng\np)	JJ	with a tennis ball	large	independent
11534	1083	phrasal	(s:ng\np)\(s:ng\np)	pp	with a tennis ball	on the grass	independent
11535	1083	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	in its mouth	independent
11536	1083	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	with a tennis ball	independent
11537	1083	phrasal	JJ	pp	large	on the grass	independent
11538	1084	NP	NN	NN	ball	dog	independent
11539	1084	NP	NN	NN	ball	grass	forwardentailment
11540	1084	NP	NN	NN	ball	mouth	independent
11541	1084	NP	NN	NN	ball	tennis	independent
11542	1084	NP	NN	n	ball	large tennis ball	forwardentailment
11543	1084	NP	NN	NN	dog	ball	independent
11544	1084	NP	NN	NN	dog	grass	independent
11545	1084	NP	NN	NN	dog	mouth	independent
11546	1084	NP	NN	NN	dog	tennis	independent
11547	1084	NP	NN	n	dog	large tennis ball	independent
11548	1084	NP	NN	NN	grass	ball	reverseentailment
11549	1084	NP	NN	NN	grass	dog	independent
11550	1084	NP	NN	NN	grass	mouth	disjoint
11551	1084	NP	NN	NN	grass	tennis	reverseentailment
11552	1084	NP	NN	n	grass	large tennis ball	reverseentailment
11553	1084	NP	NN	NN	mouth	ball	independent
11554	1084	NP	NN	NN	mouth	dog	independent
11555	1084	NP	NN	NN	mouth	grass	disjoint
11556	1084	NP	NN	NN	mouth	tennis	disjoint
11557	1084	NP	NN	n	mouth	large tennis ball	independent
11558	1084	NP	NN	NN	tennis	ball	reverseentailment
11559	1084	NP	NN	NN	tennis	dog	independent
11560	1084	NP	NN	NN	tennis	grass	forwardentailment
11561	1084	NP	NN	NN	tennis	mouth	disjoint
11562	1084	NP	NN	n	tennis	large tennis ball	independent
11563	1084	NP	n	NN	large dog	ball	independent
11564	1084	NP	n	NN	large dog	dog	forwardentailment
11565	1084	NP	n	NN	large dog	grass	independent
11566	1084	NP	n	NN	large dog	mouth	independent
11567	1084	NP	n	NN	large dog	tennis	independent
11568	1084	NP	n	n	large dog	large tennis ball	independent
11569	1084	NP	n	NN	tennis ball	ball	synonym
11570	1084	NP	n	NN	tennis ball	dog	independent
11571	1084	NP	n	NN	tennis ball	grass	forwardentailment
11572	1084	NP	n	NN	tennis ball	mouth	independent
11573	1084	NP	n	NN	tennis ball	tennis	independent
11574	1084	NP	n	n	tennis ball	large tennis ball	synonym
11575	1084	VP	VBG	VB	running	catch	reverseentailment
11576	1084	VP	VBG	VB	running	run	synonym
11577	1084	VP	VBG	VB	running	teach	disjoint
11578	1084	VP	VBG	VBG	running	being	forwardentailment
11579	1084	VP	VBG	VBN	running	used	forwardentailment
11580	1084	phrasal	(s:dcl\np)\(s:dcl\np)	(s:b\np)\(s:b\np)	in its mouth	in the grass	disjoint
11581	1084	phrasal	(s:dcl\np)\(s:dcl\np)	(s:b\np)\(s:b\np)	in its mouth	with its mouth	synonym
11582	1084	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	in its mouth	large	independent
11583	1084	phrasal	(s:dcl\np)\(s:dcl\np)	(s:b\np)\(s:b\np)	with a tennis ball	in the grass	independent
11584	1084	phrasal	(s:dcl\np)\(s:dcl\np)	(s:b\np)\(s:b\np)	with a tennis ball	with its mouth	independent
11585	1084	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	with a tennis ball	large	independent
11586	1084	phrasal	JJ	(s:b\np)\(s:b\np)	large	in the grass	independent
11587	1084	phrasal	JJ	(s:b\np)\(s:b\np)	large	with its mouth	independent
11588	1084	phrasal	pp	(s:b\np)\(s:b\np)	on the grass	in the grass	synonym
11589	1084	phrasal	pp	(s:b\np)\(s:b\np)	on the grass	with its mouth	independent
11590	1084	phrasal	pp	JJ	on the grass	large	independent
11591	1087	NP	NN	NN	ball	dog	independent
11592	1087	NP	NN	NN	ball	grass	forwardentailment
11593	1087	NP	NN	NN	ball	mouth	independent
11594	1087	NP	NN	n	ball	large , gray ball	independent
11595	1087	NP	NN	n	ball	running dog	independent
11596	1087	NP	NN	NN	dog	ball	independent
11597	1087	NP	NN	NN	dog	grass	independent
11598	1087	NP	NN	NN	dog	mouth	independent
11599	1087	NP	NN	n	dog	large , gray ball	independent
11600	1087	NP	NN	n	dog	running dog	reverseentailment
11601	1087	NP	NN	NN	grass	ball	reverseentailment
11602	1087	NP	NN	NN	grass	dog	independent
11603	1087	NP	NN	NN	grass	mouth	disjoint
11604	1087	NP	NN	n	grass	large , gray ball	independent
11605	1087	NP	NN	n	grass	running dog	disjoint
11606	1087	NP	NN	NN	mouth	ball	independent
11607	1087	NP	NN	NN	mouth	dog	independent
11608	1087	NP	NN	NN	mouth	grass	disjoint
11609	1087	NP	NN	n	mouth	large , gray ball	independent
11610	1087	NP	NN	n	mouth	running dog	independent
11611	1087	VP	VBG	VBG	carrying	hitting	disjoint
11612	1087	VP	VBG	VBG	carrying	running	disjoint
11613	1087	VP	VBG	VBG	running	carrying	disjoint
11614	1087	VP	VBG	VBG	running	hitting	reverseentailment
11615	1087	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	across the grass	in its mouth	disjoint
11616	1087	phrasal	(s:ng\np)\(s:ng\np)	JJ	across the grass	gray	independent
11617	1087	phrasal	(s:ng\np)\(s:ng\np)	JJ	across the grass	large	independent
11618	1087	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	gray	independent
11619	1087	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	large	independent
11620	1087	phrasal	JJ	(s:ng\np)\(s:ng\np)	gray	in its mouth	independent
11621	1087	phrasal	JJ	JJ	gray	large	disjoint
11622	1087	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	in its mouth	independent
11623	1087	phrasal	JJ	JJ	large	gray	disjoint
11624	1088	NP	NN	NN	ball	dog	independent
11625	1088	NP	NN	NN	ball	grass	forwardentailment
11626	1088	NP	NN	NN	ball	mouth	independent
11627	1088	NP	NN	NN	dog	ball	independent
11628	1088	NP	NN	NN	dog	grass	independent
11629	1088	NP	NN	NN	dog	mouth	independent
11630	1088	NP	NN	NN	grass	ball	reverseentailment
11631	1088	NP	NN	NN	grass	dog	independent
11632	1088	NP	NN	NN	grass	mouth	disjoint
11633	1088	NP	NN	NN	mouth	ball	independent
11634	1088	NP	NN	NN	mouth	dog	independent
11635	1088	NP	NN	NN	mouth	grass	disjoint
11636	1088	NP	NN	NN	tennis	ball	reverseentailment
11637	1088	NP	NN	NN	tennis	dog	independent
11638	1088	NP	NN	NN	tennis	grass	forwardentailment
11639	1088	NP	NN	NN	tennis	mouth	disjoint
11640	1088	NP	n	NN	large dog	ball	independent
11641	1088	NP	n	NN	large dog	dog	forwardentailment
11642	1088	NP	n	NN	large dog	grass	independent
11643	1088	NP	n	NN	large dog	mouth	independent
11644	1088	NP	n	NN	tennis ball	ball	synonym
11645	1088	NP	n	NN	tennis ball	dog	independent
11646	1088	NP	n	NN	tennis ball	grass	forwardentailment
11647	1088	NP	n	NN	tennis ball	mouth	independent
11648	1088	VP	VBG	VBG	running	carrying	disjoint
11649	1088	phrasal	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	in its mouth	across the grass	disjoint
11650	1088	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	in its mouth	gray	independent
11651	1088	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	in its mouth	large	independent
11652	1088	phrasal	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	with a tennis ball	across the grass	independent
11653	1088	phrasal	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	with a tennis ball	in its mouth	independent
11654	1088	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	with a tennis ball	gray	independent
11655	1088	phrasal	(s:dcl\np)\(s:dcl\np)	JJ	with a tennis ball	large	independent
11656	1088	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	across the grass	independent
11657	1088	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	in its mouth	independent
11658	1088	phrasal	JJ	JJ	large	gray	disjoint
11659	1088	phrasal	pp	(s:ng\np)\(s:ng\np)	on the grass	across the grass	synonym
11660	1088	phrasal	pp	(s:ng\np)\(s:ng\np)	on the grass	in its mouth	disjoint
11661	1088	phrasal	pp	JJ	on the grass	gray	independent
11662	1088	phrasal	pp	JJ	on the grass	large	independent
11663	1090	NP	NN	NN	ball	dog	independent
11664	1090	NP	NN	NN	ball	grass	forwardentailment
11665	1090	NP	NN	NN	ball	mouth	independent
11666	1090	NP	NN	NN	ball	tennis	independent
11667	1090	NP	NN	n	ball	large dog	independent
11668	1090	NP	NN	n	ball	tennis ball	synonym
11669	1090	NP	NN	NN	dog	ball	independent
11670	1090	NP	NN	NN	dog	grass	independent
11671	1090	NP	NN	NN	dog	mouth	independent
11672	1090	NP	NN	NN	dog	tennis	independent
11673	1090	NP	NN	n	dog	large dog	forwardentailment
11674	1090	NP	NN	n	dog	tennis ball	independent
11675	1090	NP	NN	NN	grass	ball	reverseentailment
11676	1090	NP	NN	NN	grass	dog	independent
11677	1090	NP	NN	NN	grass	mouth	disjoint
11678	1090	NP	NN	NN	grass	tennis	reverseentailment
11679	1090	NP	NN	n	grass	large dog	independent
11680	1090	NP	NN	n	grass	tennis ball	reverseentailment
11681	1090	NP	NN	NN	mouth	ball	independent
11682	1090	NP	NN	NN	mouth	dog	independent
11683	1090	NP	NN	NN	mouth	grass	disjoint
11684	1090	NP	NN	NN	mouth	tennis	disjoint
11685	1090	NP	NN	n	mouth	large dog	independent
11686	1090	NP	NN	n	mouth	tennis ball	independent
11687	1090	NP	n	NN	large , gray ball	ball	independent
11688	1090	NP	n	NN	large , gray ball	dog	independent
11689	1090	NP	n	NN	large , gray ball	grass	independent
11690	1090	NP	n	NN	large , gray ball	mouth	independent
11691	1090	NP	n	NN	large , gray ball	tennis	independent
11692	1090	NP	n	n	large , gray ball	large dog	independent
11693	1090	NP	n	n	large , gray ball	tennis ball	independent
11694	1090	NP	n	NN	running dog	ball	independent
11695	1090	NP	n	NN	running dog	dog	forwardentailment
11696	1090	NP	n	NN	running dog	grass	disjoint
11697	1090	NP	n	NN	running dog	mouth	independent
11698	1090	NP	n	NN	running dog	tennis	disjoint
11699	1090	NP	n	n	running dog	large dog	forwardentailment
11700	1090	NP	n	n	running dog	tennis ball	disjoint
11701	1090	VP	VBG	VBG	carrying	running	disjoint
11702	1090	VP	VBG	VBG	hitting	running	forwardentailment
11703	1090	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	in its mouth	with a tennis ball	independent
11704	1090	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	large	independent
11705	1090	phrasal	(s:ng\np)\(s:ng\np)	pp	in its mouth	on the grass	disjoint
11706	1090	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	gray	in its mouth	independent
11707	1090	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	gray	with a tennis ball	independent
11708	1090	phrasal	JJ	JJ	gray	large	disjoint
11709	1090	phrasal	JJ	pp	gray	on the grass	independent
11710	1090	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	in its mouth	independent
11711	1090	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	with a tennis ball	independent
11712	1090	phrasal	JJ	pp	large	on the grass	independent
11713	1091	NP	NN	NN	ball	dog	independent
11714	1091	NP	NN	NN	ball	grass	forwardentailment
11715	1091	NP	NN	NN	ball	mouth	independent
11716	1091	NP	NN	NN	ball	size	independent
11717	1091	NP	NN	NN	ball	tennis	independent
11718	1091	NP	NN	n	ball	dog of large size	independent
11719	1091	NP	NN	n	ball	large size	independent
11720	1091	NP	NN	n	ball	tennis ball	synonym
11721	1091	NP	NN	NN	dog	ball	independent
11722	1091	NP	NN	NN	dog	grass	independent
11723	1091	NP	NN	NN	dog	mouth	independent
11724	1091	NP	NN	NN	dog	size	independent
11725	1091	NP	NN	NN	dog	tennis	independent
11726	1091	NP	NN	n	dog	dog of large size	independent
11727	1091	NP	NN	n	dog	large size	independent
11728	1091	NP	NN	n	dog	tennis ball	independent
11729	1091	NP	NN	NN	grass	ball	reverseentailment
11730	1091	NP	NN	NN	grass	dog	independent
11731	1091	NP	NN	NN	grass	mouth	disjoint
11732	1091	NP	NN	NN	grass	size	independent
11733	1091	NP	NN	NN	grass	tennis	reverseentailment
11734	1091	NP	NN	n	grass	dog of large size	independent
11735	1091	NP	NN	n	grass	large size	independent
11736	1091	NP	NN	n	grass	tennis ball	reverseentailment
11737	1091	NP	NN	NN	mouth	ball	independent
11738	1091	NP	NN	NN	mouth	dog	independent
11739	1091	NP	NN	NN	mouth	grass	disjoint
11740	1091	NP	NN	NN	mouth	size	independent
11741	1091	NP	NN	NN	mouth	tennis	disjoint
11742	1091	NP	NN	n	mouth	dog of large size	independent
11743	1091	NP	NN	n	mouth	large size	independent
11744	1091	NP	NN	n	mouth	tennis ball	independent
11745	1091	VP	VBG	VBG	carrying	running	disjoint
11746	1091	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	across the grass	in its mouth	disjoint
11747	1091	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	across the grass	on the grass	synonym
11748	1091	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	across the grass	with a tennis ball	independent
11749	1091	phrasal	(s:ng\np)\(s:ng\np)	JJ	across the grass	large	independent
11750	1091	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	in its mouth	on the grass	disjoint
11751	1091	phrasal	(s:ng\np)\(s:ng\np)	(s:dcl\np)\(s:dcl\np)	in its mouth	with a tennis ball	independent
11752	1091	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	large	independent
11753	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	gray	in its mouth	independent
11754	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	gray	on the grass	independent
11755	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	gray	with a tennis ball	independent
11756	1091	phrasal	JJ	JJ	gray	large	disjoint
11757	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	in its mouth	independent
11758	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	on the grass	independent
11759	1091	phrasal	JJ	(s:dcl\np)\(s:dcl\np)	large	with a tennis ball	independent
11760	1092	NP	NN	NN	ball	dog	independent
11761	1092	NP	NN	NN	ball	grass	forwardentailment
11762	1092	NP	NN	NN	ball	mouth	independent
11763	1092	NP	NN	NN	ball	tennis	independent
11764	1092	NP	NN	n	ball	tennis ball	synonym
11765	1092	NP	NN	NN	dog	ball	independent
11766	1092	NP	NN	NN	dog	grass	independent
11767	1092	NP	NN	NN	dog	mouth	independent
11768	1092	NP	NN	NN	dog	tennis	independent
11769	1092	NP	NN	n	dog	tennis ball	independent
11770	1092	NP	NN	NN	grass	ball	reverseentailment
11771	1092	NP	NN	NN	grass	dog	independent
11772	1092	NP	NN	NN	grass	mouth	disjoint
11773	1092	NP	NN	NN	grass	tennis	reverseentailment
11774	1092	NP	NN	n	grass	tennis ball	reverseentailment
11775	1092	NP	NN	NN	mouth	ball	independent
11776	1092	NP	NN	NN	mouth	dog	independent
11777	1092	NP	NN	NN	mouth	grass	disjoint
11778	1092	NP	NN	NN	mouth	tennis	disjoint
11779	1092	NP	NN	n	mouth	tennis ball	independent
11780	1092	VP	VBG	VBG	carrying	running	disjoint
11781	1092	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	across the grass	in its mouth	disjoint
11782	1092	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	across the grass	on the grass	synonym
11783	1092	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	across the grass	with a tennis ball	independent
11784	1092	phrasal	(s:ng\np)\(s:ng\np)	JJ	across the grass	large	independent
11785	1092	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	in its mouth	on the grass	disjoint
11786	1092	phrasal	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	in its mouth	with a tennis ball	independent
11787	1092	phrasal	(s:ng\np)\(s:ng\np)	JJ	in its mouth	large	independent
11788	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	gray	in its mouth	independent
11789	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	gray	on the grass	independent
11790	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	gray	with a tennis ball	independent
11791	1092	phrasal	JJ	JJ	gray	large	disjoint
11792	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	in its mouth	independent
11793	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	on the grass	independent
11794	1092	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	with a tennis ball	independent
11795	1093	NP	NN	NN	ball	dog	independent
11796	1093	NP	NN	NN	ball	grass	forwardentailment
11797	1093	NP	NN	NN	ball	mouth	independent
11798	1093	NP	NN	NN	dog	ball	independent
11799	1093	NP	NN	NN	dog	grass	independent
11800	1093	NP	NN	NN	dog	mouth	independent
11801	1093	NP	NN	NN	grass	ball	reverseentailment
11802	1093	NP	NN	NN	grass	dog	independent
11803	1093	NP	NN	NN	grass	mouth	disjoint
11804	1093	NP	NN	NN	mouth	ball	independent
11805	1093	NP	NN	NN	mouth	dog	independent
11806	1093	NP	NN	NN	mouth	grass	disjoint
11807	1093	NP	NN	NN	tennis	ball	reverseentailment
11808	1093	NP	NN	NN	tennis	dog	independent
11809	1093	NP	NN	NN	tennis	grass	forwardentailment
11810	1093	NP	NN	NN	tennis	mouth	disjoint
11811	1093	NP	n	NN	large tennis ball	ball	synonym
11812	1093	NP	n	NN	large tennis ball	dog	independent
11813	1093	NP	n	NN	large tennis ball	grass	forwardentailment
11814	1093	NP	n	NN	large tennis ball	mouth	independent
11815	1093	VP	VB	VBG	catch	carrying	disjoint
11816	1093	VP	VB	VBG	catch	running	forwardentailment
11817	1093	VP	VB	VBG	run	carrying	disjoint
11818	1093	VP	VB	VBG	run	running	synonym
11819	1093	VP	VB	VBG	teach	carrying	disjoint
11820	1093	VP	VB	VBG	teach	running	disjoint
11821	1093	VP	VBG	VBG	being	carrying	synonym
11822	1093	VP	VBG	VBG	being	running	reverseentailment
11823	1093	VP	VBN	VBG	used	carrying	synonym
11824	1093	VP	VBN	VBG	used	running	reverseentailment
11825	1093	phrasal	(s:b\np)\(s:b\np)	(s:ng\np)\(s:ng\np)	in the grass	across the grass	disjoint
11826	1093	phrasal	(s:b\np)\(s:b\np)	(s:ng\np)\(s:ng\np)	in the grass	in its mouth	disjoint
11827	1093	phrasal	(s:b\np)\(s:b\np)	JJ	in the grass	gray	independent
11828	1093	phrasal	(s:b\np)\(s:b\np)	JJ	in the grass	large	independent
11829	1093	phrasal	(s:b\np)\(s:b\np)	(s:ng\np)\(s:ng\np)	with its mouth	across the grass	independent
11830	1093	phrasal	(s:b\np)\(s:b\np)	(s:ng\np)\(s:ng\np)	with its mouth	in its mouth	synonym
11831	1093	phrasal	(s:b\np)\(s:b\np)	JJ	with its mouth	gray	independent
11832	1093	phrasal	(s:b\np)\(s:b\np)	JJ	with its mouth	large	independent
11833	1093	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	across the grass	independent
11834	1093	phrasal	JJ	(s:ng\np)\(s:ng\np)	large	in its mouth	independent
11835	1093	phrasal	JJ	JJ	large	gray	disjoint
11836	1094	NP	NN	NN	ball	dog	independent
11837	1094	NP	NN	NN	ball	grass	forwardentailment
11838	1094	NP	NN	NN	ball	mouth	independent
11839	1094	NP	NN	NN	ball	tennis	independent
11840	1094	NP	NN	n	ball	large dog	independent
11841	1094	NP	NN	n	ball	tennis ball	synonym
11842	1094	NP	NN	NN	dog	ball	independent
11843	1094	NP	NN	NN	dog	grass	independent
11844	1094	NP	NN	NN	dog	mouth	independent
11845	1094	NP	NN	NN	dog	tennis	independent
11846	1094	NP	NN	n	dog	large dog	forwardentailment
11847	1094	NP	NN	n	dog	tennis ball	independent
