	W1	W2	pred
1492	People	people	synonym
1493	People	Four people	independent
1494	paddling	floating	forwardentailment
1495	riding	floating	disjoint
1496	cat	corn	disjoint
1497	cob	cat	disjoint
1498	cob	corn	independent
1499	corn	cat	disjoint
1500	person	tomato	independent
1501	vegetable	tomato	reverseentailment
1502	strumming	playing	forwardentailment
1503	women	few women	independent
1504	Three women	women	disjoint
1505	Three women	few women	independent
1506	bull	dog	disjoint
1507	bull	monkey	disjoint
1508	bull	bull dog	disjoint
1509	dog	bull	disjoint
1510	dog	monkey	disjoint
1511	dog	bull dog	reverseentailment
1512	monkey	bull	disjoint
1513	monkey	dog	disjoint
1514	monkey	bull dog	disjoint
1515	bull dog	bull	disjoint
1516	bull dog	dog	forwardentailment
1517	bull dog	monkey	disjoint
1518	being	brushing	independent
1519	brushed	brushing	synonym
1520	egg	lady	independent
1521	egg	meat	disjoint
1522	mixer	lady	independent
1523	mixer	meat	disjoint
1524	egg for the mixer	lady	independent
1525	egg for the mixer	meat	disjoint
1526	cracking	slicing	disjoint
1527	cage	shelf	disjoint
1528	cage	Ferrets	independent
1529	ferrets	shelf	disjoint
1530	ferrets	Ferrets	forwardentailment
1531	few ferrets	shelf	disjoint
1532	few ferrets	Ferrets	forwardentailment
1533	out of the cage	from a shelf	disjoint
1534	few	from a shelf	independent
1535	of the cage	from a shelf	disjoint
1536	car	man	independent
1537	garage	car	independent
1538	garage	man	independent
1539	in a garage	into a car	independent
1540	parking	getting	independent
1541	clove	garlic	reverseentailment
1542	clove	person	disjoint
1543	clove	pieces	independent
1544	clove	garlic into pieces	independent
1545	garlic	clove	forwardentailment
1546	garlic	person	independent
1547	garlic	pieces	independent
1548	garlic	garlic into pieces	independent
1549	person	clove	independent
1550	person	garlic	independent
1551	person	garlic into pieces	disjoint
1552	pieces	clove	reverseentailment
1553	pieces	garlic	independent
1554	pieces	garlic into pieces	independent
1555	garlic into pieces	clove	independent
1556	garlic into pieces	garlic	independent
1557	garlic into pieces	person	disjoint
1558	garlic into pieces	pieces	forwardentailment
1559	water	woman	independent
1560	water	noodles	independent
1561	woman	water	independent
1562	woman	noodles	independent
1563	Noodles	water	disjoint
1564	Noodles	woman	independent
1565	Noodles	noodles	forwardentailment
1566	being	boiling	disjoint
1567	boiled	boiling	synonym
1568	by a woman	in water	independent
1569	boxing	man	independent
1570	boxing	practitioner	independent
1571	boxing	gloves	independent
1572	boxing	karate practitioner	disjoint
1573	boxing	protective boxing gloves	independent
1574	man	boxing	independent
1575	man	practitioner	independent
1576	man	gloves	independent
1577	man	karate practitioner	independent
1578	man	protective boxing gloves	independent
1579	practitioner	boxing	independent
1580	practitioner	man	independent
1581	practitioner	gloves	independent
1582	practitioner	karate practitioner	reverseentailment
1583	practitioner	protective boxing gloves	independent
1584	gloves	boxing	independent
1585	gloves	man	independent
1586	gloves	practitioner	independent
1587	gloves	karate practitioner	independent
1588	gloves	protective boxing gloves	reverseentailment
1589	protective boxing gloves	boxing	independent
1590	protective boxing gloves	man	independent
1591	protective boxing gloves	practitioner	independent
1592	protective boxing gloves	gloves	forwardentailment
1593	protective boxing gloves	karate practitioner	disjoint
1594	kicking	wearing	independent
1595	wearing	kicking	disjoint
1596	karate	protective	independent
1597	protective	karate	independent
1598	kick	boxing	disjoint
1599	kick	man	independent
1600	kick	practitioner	independent
1601	kick	gloves	disjoint
1602	kick	protective boxing gloves	disjoint
1603	trainer	boxing	independent
1604	trainer	man	independent
1605	trainer	practitioner	forwardentailment
1606	trainer	gloves	disjoint
1607	trainer	protective boxing gloves	independent
1608	boxing	kicking	forwardentailment
1609	boxing	wearing	disjoint
1610	with a trainer	karate	independent
1611	with a trainer	protective	independent
1612	kick	karate practitioner	independent
1613	trainer	karate practitioner	independent
1614	guitar	song	independent
1615	guitar	woman	independent
1616	guitar	seated woman	independent
1617	song	guitar	independent
1618	song	woman	independent
1619	song	seated woman	independent
1620	woman	guitar	disjoint
1621	woman	song	independent
1622	woman	seated woman	independent
1623	playing	singing	disjoint
1624	playing	seated	independent
1625	singing	playing	disjoint
1626	singing	seated	independent
1627	seated	playing	independent
1628	seated	singing	independent
1629	blanket	book	disjoint
1630	blanket	woman	independent
1631	blanket	blanket lying	independent
1632	blanket	someone reading a book	disjoint
1633	book	blanket	disjoint
1634	book	woman	independent
1635	book	blanket lying	disjoint
1636	book	someone reading a book	independent
1637	rock	blanket	disjoint
1638	rock	book	disjoint
1639	rock	woman	independent
1640	rock	blanket lying	disjoint
1641	rock	someone reading a book	disjoint
1642	woman	blanket	independent
1643	woman	book	independent
1644	woman	blanket lying	independent
1645	woman	someone reading a book	independent
1646	woman on a rock	blanket	independent
1647	woman on a rock	book	independent
1648	woman on a rock	woman	independent
1649	woman on a rock	blanket lying	disjoint
1650	woman on a rock	someone reading a book	independent
1651	lying	reading	disjoint
1652	lying	rocking	disjoint
1653	reading	lying	disjoint
1654	reading	rocking	independent
1655	on a blanket	over a blanket lying	independent
1656	guitar	acoustic guitar	reverseentailment
1657	woman	acoustic guitar	disjoint
1658	electric guitar	acoustic guitar	disjoint
1659	electric	acoustic	disjoint
1660	man and woman	man	independent
1661	man and woman	woman	independent
1662	talking	eating	disjoint
1663	cooking	oil	independent
1664	cooking	person	independent
1665	cooking	pot	independent
1666	cooking	cooking oil	independent
1667	oil	person	disjoint
1668	oil	pot	disjoint
1669	oil	cooking oil	reverseentailment
1670	person	oil	disjoint
1671	person	pot	disjoint
1672	person	cooking oil	independent
1673	pot	oil	disjoint
1674	pot	person	disjoint
1675	pot	cooking oil	independent
1676	cooking into a pot	oil	independent
1677	cooking into a pot	person	disjoint
1678	cooking into a pot	pot	independent
1679	cooking into a pot	cooking oil	independent
1680	carrot	floor	disjoint
1681	carrot	guinea	disjoint
1682	carrot	piece	independent
1683	carrot	pig	disjoint
1684	carrot	piece of carrot	reverseentailment
1685	carrot	small guinea pig	independent
1686	floor	carrot	independent
1687	floor	guinea	independent
1688	floor	piece	forwardentailment
1689	floor	pig	independent
1690	floor	piece of carrot	independent
1691	floor	small guinea pig	independent
1692	guinea	carrot	disjoint
1693	guinea	floor	disjoint
1694	guinea	piece	forwardentailment
1695	guinea	pig	disjoint
1696	guinea	piece of carrot	disjoint
1697	guinea	small guinea pig	reverseentailment
1698	piece	carrot	independent
1699	piece	floor	independent
1700	piece	guinea	independent
1701	piece	pig	independent
1702	piece	piece of carrot	reverseentailment
1703	piece	small guinea pig	independent
1704	pig	carrot	disjoint
1705	pig	floor	independent
1706	pig	guinea	disjoint
1707	pig	piece	independent
1708	pig	piece of carrot	disjoint
1709	pig	small guinea pig	independent
1710	guinea pig	carrot	disjoint
1711	guinea pig	floor	independent
1712	guinea pig	guinea	forwardentailment
1713	guinea pig	piece	independent
1714	guinea pig	pig	independent
1715	guinea pig	piece of carrot	independent
1716	guinea pig	small guinea pig	reverseentailment
1717	piece of carrot	carrot	forwardentailment
1718	piece of carrot	floor	independent
1719	piece of carrot	guinea	disjoint
1720	piece of carrot	piece	forwardentailment
1721	piece of carrot	pig	disjoint
1722	piece of carrot	small guinea pig	independent
1723	eating	gnawing	reverseentailment
1724	gnawing	eating	forwardentailment
1725	carrot	guinea pig	disjoint
1726	floor	guinea pig	independent
1727	guinea	guinea pig	reverseentailment
1728	piece	guinea pig	independent
1729	pig	guinea pig	reverseentailment
1730	piece of carrot	guinea pig	independent
1731	small guinea pig	carrot	disjoint
1732	small guinea pig	guinea	forwardentailment
1733	small guinea pig	pig	independent
1734	small guinea pig	guinea pig	forwardentailment
1735	eating	devouring	reverseentailment
1736	gnawing	devouring	synonym
1737	plane	airplane	forwardentailment
1738	plane	animated airplane	independent
1739	landing	taking	disjoint
1740	bowl	egg	disjoint
1741	bowl	skillet	disjoint
1742	bowl	woman	independent
1743	mixture	egg	independent
1744	mixture	skillet	independent
1745	mixture	woman	independent
1746	woman	egg	independent
1747	woman	skillet	independent
1748	taking	preparing	disjoint
1749	of a bowl	in a skillet	disjoint
1750	out of a bowl	in a skillet	disjoint
1751	eyeshadow	woman	independent
1752	lady	eyeshadow	independent
1753	girl	piano	disjoint
1754	piano	girl	independent
1755	stage	girl	independent
1756	stage	piano	independent
1757	grand piano	girl	independent
1758	grand piano	piano	forwardentailment
1759	little girl	girl	independent
1760	little girl	piano	disjoint
1761	playing	practicing	forwardentailment
1762	flute	woman	independent
1763	woman	flute	independent
1764	man	weights	independent
1765	barbells	man	independent
1766	barbells	weights	independent
1767	makeup	woman	independent
1768	makeup	woman putting on makeup	independent
1769	woman	makeup	independent
1770	woman	woman putting on makeup	independent
1771	carrot	onion	disjoint
1772	carrot	woman	independent
1773	woman	onion	independent
1774	cutting	sliced	synonym
1775	pen	cattle	independent
1776	pen	men	independent
1777	pen	Two men	independent
1778	pen	cattle pen	reverseentailment
1779	cattle	pen	independent
1780	cattle	men	disjoint
1781	cattle	Two men	disjoint
1782	cattle	cattle pen	disjoint
1783	men	pen	independent
1784	men	cattle	disjoint
1785	men	Two men	independent
1786	men	cattle pen	disjoint
1787	Two men	pen	independent
1788	Two men	cattle	disjoint
1789	Two men	cattle pen	disjoint
1790	cattle pen	pen	forwardentailment
1791	cattle pen	cattle	disjoint
1792	cattle pen	men	independent
1793	cattle pen	Two men	disjoint
1794	in a cattle pen	outside a cattle pen	disjoint
1795	ball	potato	disjoint
1796	ball	big green ball	reverseentailment
1797	potato	ball	disjoint
1798	potato	big green ball	disjoint
1799	big green ball	ball	forwardentailment
1800	big green ball	potato	disjoint
1801	missing	knocking	independent
1802	big	green	independent
1803	green	big	independent
1804	ball	large green colored ball	independent
1805	potato	large green colored ball	disjoint
1806	large green ball	ball	forwardentailment
1807	large green ball	potato	disjoint
1808	large green ball	large green colored ball	forwardentailment
1809	hitting	colored	independent
1810	green	large	independent
1811	large	green	independent
1812	ball	large green ball	reverseentailment
1813	potato	large green ball	disjoint
1814	missing	hitting	disjoint
1815	large green ball	big green ball	forwardentailment
1816	hitting	missing	disjoint
1817	large	big	synonym
1818	playing	laying	disjoint
1819	container	puppy	disjoint
1820	container	plastic container	reverseentailment
1821	plastic	puppy	disjoint
1822	plastic	plastic container	independent
1823	puppy	container	independent
1824	puppy	plastic	disjoint
1825	puppy	plastic container	disjoint
1826	plastic container	container	forwardentailment
1827	plastic container	plastic	independent
1828	plastic container	puppy	disjoint
1829	car	woman	independent
1830	car	man seated beside her	independent
1831	man	man seated beside her	independent
1832	woman	car	independent
1833	woman	man seated beside her	independent
1834	driving	talking	disjoint
1835	driving	seated	disjoint
1836	talking	driving	disjoint
1837	talking	seated	independent
1838	seated	driving	disjoint
1839	seated	talking	independent
1840	guitar	floor	disjoint
1841	guitar	room	independent
1842	man	floor	independent
1843	man	room	independent
1844	player	floor	independent
1845	player	guitar	independent
1846	player	man	independent
1847	player	room	independent
1848	sitting guitar player	floor	disjoint
1849	sitting guitar player	guitar	independent
1850	sitting guitar player	man	independent
1851	sitting guitar player	room	independent
1852	flooring	sitting	disjoint
1853	flooring	strumming	independent
1854	sitting	strumming	independent
1855	eye	eyelid	independent
1856	eye	woman	independent
1857	eye	cosmetics	independent
1858	eyelid	woman	independent
1859	eyelid	cosmetics	independent
1860	liner	eyelid	disjoint
1861	liner	woman	independent
1862	liner	cosmetics	forwardentailment
1863	pencil	eyelid	disjoint
1864	pencil	woman	independent
1865	pencil	cosmetics	forwardentailment
1866	woman	eyelid	independent
1867	woman	cosmetics	independent
1868	eyes	eyelid	independent
1869	eyes	woman	independent
1870	eyes	cosmetics	disjoint
1871	eye liner	eyelid	disjoint
1872	eye liner	woman	independent
1873	eye liner	cosmetics	forwardentailment
1874	using	applying	reverseentailment
1875	eye pencil	eyelid	disjoint
1876	eye pencil	woman	independent
1877	eye pencil	cosmetics	independent
1878	glove	monkey	disjoint
1879	glove	arts	disjoint
1880	glove	martial arts	independent
1881	monkey	arts	independent
1882	monkey	martial arts	disjoint
1883	person	monkey	disjoint
1884	person	arts	independent
1885	person	martial arts	independent
1886	kicking	practicing	independent
1887	instrument	boy	independent
1888	instrument	wind	disjoint
1889	instrument	wind instrument	reverseentailment
1890	instrument	young boy	independent
1891	kid	instrument	disjoint
1892	kid	wind	disjoint
1893	kid	wind instrument	disjoint
1894	kid	young boy	independent
1895	throwing	playing	independent
1896	trekking	hiking	synonym
1897	boy	bridge	independent
1898	bridge	boy	independent
1899	pot	water	independent
1900	pot	woman	independent
1901	pot	eggs	disjoint
1902	pot	pot of water	reverseentailment
1903	pot	two eggs	disjoint
1904	water	pot	independent
1905	water	eggs	independent
1906	water	pot of water	reverseentailment
1907	water	two eggs	disjoint
1908	woman	pot	disjoint
1909	woman	eggs	independent
1910	woman	pot of water	independent
1911	woman	two eggs	independent
1912	eggs	pot	independent
1913	eggs	water	independent
1914	eggs	woman	independent
1915	eggs	pot of water	disjoint
1916	eggs	two eggs	reverseentailment
1917	pot of water	pot	forwardentailment
1918	pot of water	water	forwardentailment
1919	pot of water	woman	independent
1920	pot of water	eggs	independent
1921	pot of water	two eggs	independent
1922	placing	putting	synonym
1923	child	ocean	disjoint
1924	child	waves	independent
1925	child	ocean waves	disjoint
1926	ocean	child	independent
1927	ocean	waves	independent
1928	ocean	ocean waves	independent
1929	waves	child	independent
1930	waves	ocean	independent
1931	waves	ocean waves	reverseentailment
1932	waves of the ocean	child	disjoint
1933	waves of the ocean	ocean	forwardentailment
1934	waves of the ocean	waves	forwardentailment
1935	waves of the ocean	ocean waves	forwardentailment
1936	woman	chop	independent
1937	woman	pork	independent
1938	woman	pork chop	independent
1939	carrots	chop	disjoint
1940	carrots	pork	disjoint
1941	carrots	woman	independent
1942	carrots	pork chop	disjoint
1943	putting	coating	reverseentailment
1944	woman	cook	independent
1945	carrots	cook	independent
1946	grating	coating	disjoint
1947	bread	chop	disjoint
1948	bread	pork	disjoint
1949	bread	woman	independent
1950	bread	breaded pork chop	independent
1951	pork	chop	disjoint
1952	pork	woman	independent
1953	pork	breaded pork chop	reverseentailment
1954	woman	breaded pork chop	disjoint
1955	bread and fried pork	chop	disjoint
1956	bread and fried pork	pork	independent
1957	bread and fried pork	woman	disjoint
1958	bread and fried pork	breaded pork chop	independent
1959	fried pork	chop	disjoint
1960	fried pork	pork	forwardentailment
1961	fried pork	woman	disjoint
1962	fried pork	breaded pork chop	reverseentailment
1963	chopping	cooking	independent
1964	fried	breaded	independent
1965	man	roof	disjoint
1966	man	top	independent
1967	man	violin	independent
1968	man	roof top	disjoint
1969	roof	man	independent
1970	roof	top	forwardentailment
1971	roof	violin	disjoint
1972	roof	roof top	synonym
1973	top	man	independent
1974	top	roof	reverseentailment
1975	top	violin	independent
1976	top	roof top	reverseentailment
1977	violin	man	independent
1978	violin	roof	disjoint
1979	violin	top	independent
1980	violin	roof top	disjoint
1981	roof top	man	independent
1982	roof top	roof	synonym
1983	roof top	top	forwardentailment
1984	roof top	violin	disjoint
1985	playing	standing	disjoint
1986	standing	playing	independent
1987	shrimp	woman	disjoint
1988	woman	shrimp	independent
1989	scooter	water	disjoint
1990	scooter	woman	independent
1991	scooter	scooter for water	reverseentailment
1992	water	scooter	disjoint
1993	water	scooter for water	independent
1994	woman	scooter	independent
1995	woman	scooter for water	disjoint
1996	water scooter	scooter	forwardentailment
1997	water scooter	water	independent
1998	water scooter	woman	independent
1999	water scooter	scooter for water	reverseentailment
2000	bamboo	bear	disjoint
2001	bamboo	panda	independent
2002	bamboo	panda bear	independent
2003	bear	bamboo	disjoint
2004	bear	panda	reverseentailment
2005	bear	panda bear	reverseentailment
2006	panda	bamboo	disjoint
2007	panda	bear	forwardentailment
2008	panda	panda bear	forwardentailment
2009	panda bear	bamboo	disjoint
2010	panda bear	bear	forwardentailment
2011	panda bear	panda	forwardentailment
2012	eating	being	disjoint
2013	eating	eaten	synonym
2014	egg	bowl	independent
2015	egg	woman	independent
2016	egg	eggs	forwardentailment
2017	beating	stirring	forwardentailment
2018	fish	man	disjoint
2019	fish	big fish	independent
2020	woman	fish	disjoint
2021	woman	big fish	disjoint
2022	deboning	catching	disjoint
2023	person	tray	disjoint
2024	tray	person	disjoint
2025	being	buttering	independent
2026	buttered	buttering	synonym
2027	axe	log	independent
2028	axe	man	independent
2029	axe	log with an axe	independent
2030	man	axe	independent
2031	man	log	independent
2032	man	log with an axe	independent
2033	tree	axe	independent
2034	tree	log	independent
2035	tree	man	independent
2036	tree	log with an axe	independent
2037	trunk	axe	disjoint
2038	trunk	log	independent
2039	trunk	man	independent
2040	trunk	log with an axe	independent
2041	trunk with an axe	axe	independent
2042	trunk with an axe	log	independent
2043	trunk with an axe	man	independent
2044	trunk with an axe	log with an axe	independent
2045	cat	table	disjoint
2046	cat	window	disjoint
2047	perch	cat	disjoint
2048	perch	table	disjoint
2049	perch	window	disjoint
2050	table	cat	disjoint
2051	table	window	independent
2052	window	cat	independent
2053	window	table	independent
2054	table on the perch	cat	disjoint
2055	table on the perch	table	independent
2056	table on the perch	window	independent
2057	looking	perched	independent
2058	baby	dog	disjoint
2059	dog	baby	disjoint
2060	garlic	woman	independent
2061	woman	garlic	independent
2062	putting	chopping	disjoint
2063	okra	pan	disjoint
2064	okra	Okra	forwardentailment
2065	pan	Okra	disjoint
2066	cooking okra	pan	independent
2067	cooking okra	Okra	independent
2068	cooking	in a pan	independent
2069	drum	practicing	independent
2070	playing	drum	independent
2071	floor	man	independent
2072	floor	exercises	independent
2073	man	exercises	independent
2074	exercises	man	independent
2075	One man	exercises	independent
2076	floor exercises	man	independent
2077	floor exercises	exercises	forwardentailment
2078	meat	pan	independent
2079	pan	meat	independent
2080	pan	woman	independent
2081	woman	meat	independent
2082	woman	pan	disjoint
2083	meat into a pan	meat	forwardentailment
2084	meat into a pan	pan	independent
2085	dropping	being	independent
2086	dropping	dropped	forwardentailment
2087	boy	pitcher	independent
2088	boy	water	independent
2089	pitcher	boy	independent
2090	pitcher	water	independent
2091	water	pitcher	independent
2092	pitcher with water	boy	independent
2093	pitcher with water	pitcher	independent
2094	pitcher with water	water	independent
2095	filling	being	disjoint
2096	filling	filled	forwardentailment
2097	mug	boy	independent
2098	mug	pitcher	disjoint
2099	mug	water	independent
2100	mug	pitcher with water	disjoint
2101	water	pitcher with water	independent
2102	woman	boy	independent
2103	woman	pitcher	independent
2104	woman	pitcher with water	independent
2105	tap in a mug	boy	independent
2106	tap in a mug	pitcher	disjoint
2107	tap in a mug	water	disjoint
2108	tap in a mug	pitcher with water	disjoint
2109	tap	filling	disjoint
2110	collecting	filling	disjoint
2111	man	rain	independent
2112	walking	man	independent
2113	walking	rain	independent
2114	walking man	man	independent
2115	walking man	rain	disjoint
2116	raining	walking	disjoint
2117	on a walking man	in the rain	independent
2118	track	racers	independent
2119	Racers	track	independent
2120	Racers	racers	forwardentailment
2121	car	toy	disjoint
2122	car	train	disjoint
2123	car	toy car	independent
2124	car	toy train	disjoint
2125	toy	car	disjoint
2126	toy	train	independent
2127	toy	toy car	reverseentailment
2128	toy	toy train	reverseentailment
2129	train	car	disjoint
2130	train	toy	independent
2131	train	toy car	disjoint
2132	train	toy train	independent
2133	toy car	car	disjoint
2134	toy car	toy	forwardentailment
2135	toy car	train	disjoint
2136	toy car	toy train	disjoint
2137	toy train	car	disjoint
2138	toy train	toy	forwardentailment
2139	toy train	train	forwardentailment
2140	toy train	toy car	disjoint
2141	striking	missing	disjoint
2142	person	Onions	disjoint
2143	onions	person	independent
2144	onions	Onions	forwardentailment
2145	slicing	being	independent
2146	slicing	sliced	forwardentailment
2147	lake	racers	independent
2148	Swimmers	lake	independent
2149	Swimmers	racers	independent
2150	racing	swimming	independent
2151	talented man	guitar	independent
2152	talented man	woman	disjoint
2153	person	zucchini	disjoint
2154	zucchini	person	disjoint
2155	pepper	woman	independent
2156	pepper	green pepper	reverseentailment
2157	woman	pepper	independent
2158	woman	green pepper	independent
2159	pepper which is green	pepper	independent
2160	pepper which is green	woman	independent
2161	pepper which is green	green pepper	forwardentailment
2162	man	road	independent
2163	middle	man	independent
2164	middle	road	independent
2165	middle of a road	man	independent
2166	middle of a road	road	independent
2167	stopping	walking	disjoint
2168	path	man	independent
2169	path	road	reverseentailment
2170	walking	road	independent
2171	wilderness	man	independent
2172	wilderness	road	disjoint
2173	man from the wilderness	man	independent
2174	man from the wilderness	road	disjoint
2175	walking path	man	independent
2176	walking path	road	independent
2177	ceiling	man	independent
2178	man	ceiling	disjoint
2179	room	ceiling	independent
2180	room	man	independent
2181	ceiling of a room	ceiling	forwardentailment
2182	ceiling of a room	man	independent
2183	man exercising	man	independent
2184	singing	being	independent
2185	singing	played	disjoint
2186	packing	playing	disjoint
2187	packing	singing	disjoint
2188	front	Boys	independent
2189	front	people	disjoint
2190	front	front of some people	independent
2191	Boys	front	independent
2192	Boys	people	forwardentailment
2193	Boys	front of some people	independent
2194	people	front	independent
2195	people	Boys	reverseentailment
2196	people	front of some people	independent
2197	front of some people	front	independent
2198	front of some people	Boys	independent
2199	front of some people	people	independent
2200	boy	calendar	disjoint
2201	boy	boy checking a calendar	independent
2202	calendar	boy	independent
2203	calendar	boy checking a calendar	independent
2204	looking	checking	reverseentailment
2205	woman	potato	independent
2206	peeling	refrigerating	disjoint
2207	guitar	boy	independent
2208	guitar	piano	disjoint
2209	man	piano	disjoint
2210	man	rope	independent
2211	kangaroo	woman	disjoint
2212	lady	kangaroo	disjoint
2213	man	hand	independent
2214	man	boards	independent
2215	man	boards with his hand	independent
2216	hands	hand	synonym
2217	hands	man	independent
2218	hands	boards	independent
2219	hands	boards with his hand	reverseentailment
2220	tiles	hand	independent
2221	tiles	man	independent
2222	tiles	boards	disjoint
2223	tiles	boards with his hand	independent
2224	with his hands	wooden	independent
2225	dog	road	disjoint
2226	road	dog	independent
2227	man	dog	disjoint
2228	knives	man	independent
2229	hurling	throwing	synonym
2230	removing	throwing	disjoint
2231	from a tree	at a tree	forwardentailment
2232	One man	horse	disjoint
2233	man	picture	independent
2234	man drawing a picture	man	independent
2235	man drawing a picture	picture	independent
2236	food	man	independent
2237	food	pizza	reverseentailment
2238	man	pizza	independent
2239	man eating food	man	independent
2240	man eating food	pizza	independent
2241	dog	trampoline	disjoint
2242	trampoline	dog	independent
2243	bouncing	jumping	synonym
2244	trampoline	man	independent
2245	trampoline	man is doing back	independent
2246	boys	trampoline	independent
2247	boys	man is doing back	independent
2248	Several boys	man	disjoint
2249	Several boys	trampoline	independent
2250	Several boys	man is doing back	independent
2251	jumping	doing	forwardentailment
2252	jumping	flips	reverseentailment
2253	Several	on a trampoline	independent
2254	flute	wooden flute	reverseentailment
2255	man	wooden flute	independent
2256	wooden flute	flute	forwardentailment
2257	wooden flute	man	independent
2258	piano	man	independent
2259	man playing the piano	man	independent
2260	man playing the piano	piano	independent
2261	board	drawing	independent
2262	board	woman	independent
2263	board	drawing on the board	independent
2264	drawing	board	independent
2265	drawing	woman	independent
2266	drawing	drawing on the board	reverseentailment
2267	man	board	independent
2268	man	drawing	independent
2269	man	drawing on the board	independent
2270	drawing on the board	board	independent
2271	drawing on the board	drawing	forwardentailment
2272	drawing on the board	woman	independent
2273	dog	doll	disjoint
2274	toy	dog	disjoint
2275	toy	doll	reverseentailment
2276	playing	eating	disjoint
2277	dog	toy	independent
2278	doll	dog	disjoint
2279	doll	toy	forwardentailment
2280	eating	playing	disjoint
2281	dancing	praying	disjoint
2282	octopus	woman	disjoint
2283	woman	octopus	disjoint
2284	slicing	chopping	synonym
2285	cooked	chopping	disjoint
2286	man	man drawing	independent
2287	banana	fruit	forwardentailment
2288	banana	man	independent
2289	man	fruit	independent
2290	guitar	one	independent
2291	guitar	one playing a piano	disjoint
2292	man	one	independent
2293	man	one playing a piano	independent
2294	race	rolling	independent
2295	race	tire	independent
2296	race	men	independent
2297	race	Two men	independent
2298	race	tire rolling race	reverseentailment
2299	tractor	race	independent
2300	tractor	rolling	independent
2301	tractor	tire	independent
2302	tractor	men	independent
2303	tractor	Two men	independent
2304	tractor	tire rolling race	disjoint
2305	men	race	independent
2306	men	rolling	independent
2307	men	tire	disjoint
2308	men	tire rolling race	independent
2309	tires	race	independent
2310	tires	rolling	independent
2311	tires	tire	forwardentailment
2312	tires	men	independent
2313	tires	Two men	independent
2314	tires	tire rolling race	independent
2315	men in a race	race	independent
2316	men in a race	rolling	independent
2317	men in a race	tire	disjoint
2318	men in a race	men	forwardentailment
2319	men in a race	Two men	independent
2320	men in a race	tire rolling race	independent
2321	tires of a tractor	race	independent
2322	tires of a tractor	rolling	independent
2323	tires of a tractor	tire	independent
2324	tires of a tractor	men	independent
2325	tires of a tractor	Two men	independent
2326	tires of a tractor	tire rolling race	independent
2327	flipping	competing	independent
2328	men	women	disjoint
2329	men	old women	disjoint
2330	ball	bowl	disjoint
2331	ball	content	independent
2332	ball	man	independent
2333	ball	content of a bowl	independent
2334	man	bowl	independent
2335	man	content	independent
2336	man	content of a bowl	independent
2337	soccer	bowl	disjoint
2338	soccer	content	independent
2339	soccer	man	independent
2340	soccer	content of a bowl	disjoint
2341	soccer ball	bowl	disjoint
2342	soccer ball	content	independent
2343	soccer ball	man	independent
2344	soccer ball	content of a bowl	disjoint
2345	punching	mixing	disjoint
2346	man	doctor	independent
2347	man	patient	independent
2348	doctors	doctor	synonym
2349	doctors	patient	disjoint
2350	healing	helping	forwardentailment
2351	man playing a guitar	guitar	independent
2352	man playing a guitar	man	independent
2353	man driving a car	car	independent
2354	man driving a car	man	independent
2355	keyboard	harp	disjoint
2356	keyboard	man	independent
2357	man	harp	independent
2358	being	playing	independent
2359	played	playing	synonym
2360	man	sword	independent
2361	rope	sword	disjoint
2362	sword	man	independent
2363	sword	rope	disjoint
2364	thick rope	man	independent
2365	thick rope	rope	forwardentailment
2366	thick rope	sword	disjoint
2367	thick	with a sword	independent
2368	beach	group	independent
2369	beach	soccer	disjoint
2370	beach	boys	independent
2371	beach	group of boys	independent
2372	beach	soccer on the beach	reverseentailment
2373	group	beach	independent
2374	group	soccer	independent
2375	group	boys	independent
2376	group	group of boys	independent
2377	group	soccer on the beach	independent
2378	soccer	beach	disjoint
2379	soccer	group	independent
2380	soccer	boys	independent
2381	soccer	group of boys	independent
2382	soccer	soccer on the beach	reverseentailment
2383	men	beach	independent
2384	men	group	independent
2385	men	soccer	independent
2386	men	group of boys	disjoint
2387	men	soccer on the beach	independent
2388	group of men	beach	independent
2389	group of men	group	independent
2390	group of men	soccer	independent
2391	group of men	boys	independent
2392	group of men	group of boys	reverseentailment
2393	group of men	soccer on the beach	independent
2394	soccer on the beach	beach	forwardentailment
2395	soccer on the beach	group	independent
2396	soccer on the beach	soccer	forwardentailment
2397	soccer on the beach	boys	independent
2398	soccer on the beach	group of boys	independent
2399	man	gun	independent
2400	man	silencer	independent
2401	pistol	gun	forwardentailment
2402	pistol	man	independent
2403	pistol	silencer	independent
2404	silencer	gun	independent
2405	silencer	man	independent
2406	silencer to a pistol	gun	forwardentailment
2407	silencer to a pistol	man	independent
2408	silencer to a pistol	silencer	independent
2409	fitting	applying	reverseentailment
2410	couch	beach	disjoint
2411	couch	girl	independent
2412	couch	violin	disjoint
2413	couch	violin on a beach	disjoint
2414	girl	beach	independent
2415	girl	violin	independent
2416	girl	violin on a beach	disjoint
2417	crocheting	playing	disjoint
2418	sitting	playing	disjoint
2419	man	man cooking a snake	independent
2420	snake	man cooking a snake	independent
2421	boy	guitar	independent
2422	boy playing guitar	boy	independent
2423	boy playing guitar	guitar	independent
2424	dog	zoo	disjoint
2425	monkey	zoo	independent
2426	zoo	dog	disjoint
2427	zoo	monkey	independent
2428	tail	dog	independent
2429	tail	monkey	independent
2430	tail	zoo	independent
2431	pulling	teasing	synonym
2432	ginger	person	disjoint
2433	person	ginger	independent
2434	person cutting some ginger	ginger	independent
2435	person cutting some ginger	person	independent
2436	ginger	onion	disjoint
