CombID	ProbID	merge_tag	W1_tag	W2_tag	W1	W2	L1	L2
17411	1159	NP	CONJ	n	adults and other children	grown ups	adult and other child	grown up
17412	1159	NP	CONJ	n	adults and other children	three children	adult and other child	three child
17413	1159	NP	n	NN	other children	group	other child	group
17414	1159	NP	n	NNS	other children	ups	other child	up
17415	1159	NP	n	NNS	other children	children	other child	child
17416	1159	NP	n	NN	other children	rope	other child	rope
17417	1159	NP	n	n	other children	grown ups	other child	grown up
17418	1159	NP	n	n	other children	three children	other child	three child
17419	1159	phrasal_IN	pp	np\np	on in the background	of grown ups	on in the background	of grown up
17420	1159	phrasal_IN	pp	pp	on in the background	with some rope	on in the background	with some rope
17421	1159	phrasal_IN	pp	np\np	in the background	of grown ups	in the background	of grown up
17422	1159	phrasal_IN	pp	pp	in the background	with some rope	in the background	with some rope
17423	1160	NP	NN	NN	man	instrument	man	instrument
17424	1160	NP	NN	NN	pinstripe	man	pinstripe	man
17425	1160	NP	NN	NN	pinstripe	instrument	pinstripe	instrument
17426	1160	NP	NN	NN	jacket	instrument	jacket	instrument
17427	1160	VP	VBG	VBG	playing	selling	play	sell
17428	1160	NP	NN	NN	metal	instrument	metal	instrument
17429	1160	NP	NN	NN	instrument	man	instrument	man
17430	1160	NP	NN	NN	sidewalk	instrument	sidewalk	instrument
17431	1160	NP	n	NN	black pinstripe jacket	man	black pinstripe jacket	man
17432	1160	NP	n	NN	black pinstripe jacket	instrument	black pinstripe jacket	instrument
17433	1160	NP	n	NN	metal instrument	man	metal instrument	man
17434	1160	NP	n	NN	metal instrument	instrument	metal instrument	instrument
17435	1161	NP	NN	NN	park	group	park	group
17436	1161	phrasal_IN	(s:ng\np)\(s:ng\np)	np\np	through a park	of people	through a park	of people
17437	1162	NP	NN	NN	woman	cap	woman	cap
17438	1162	NP	NN	NN	street	cap	street	cap
17439	1162	NP	n	NN	wintry street	woman	wintry street	woman
17440	1162	NP	n	NN	wintry street	cap	wintry street	cap
17441	1163	NP	NN	NN	woman	setting	woman	setting
17442	1163	NP	NN	n	woman	urban setting	woman	urban setting
17443	1163	NP	NN	NN	city	female	city	female
17444	1163	NP	NN	NN	city	setting	city	setting
17445	1163	NP	NN	n	city	urban setting	city	urban setting
17446	1163	NP	NN	NN	street	female	street	female
17447	1163	NP	NN	NN	street	setting	street	setting
17448	1163	NP	NN	n	street	urban setting	street	urban setting
17449	1163	phrasal_IN	pp	pp	on a city street	in an urban setting	on a city street	in an urban setting
17450	1163	NP	n	NN	city street	female	city street	female
17451	1163	NP	n	NN	city street	setting	city street	setting
17452	1163	NP	n	n	city street	urban setting	city street	urban setting
17453	1164	NP	NN	NNS	conference	people	conference	people
17454	1164	NP	NN	NN	conference	bus	conference	bus
17455	1164	NP	NN	NNS	dinner	people	dinner	people
17456	1164	NP	NN	NN	dinner	bus	dinner	bus
17457	1164	NP	NN	NN	room	bus	room	bus
17458	1164	NP	CONJ	NNS	a conference or dinner room	people	a conference or dinner room	people
17459	1164	NP	CONJ	NN	a conference or dinner room	bus	a conference or dinner room	bus
17460	1164	NP	n	NNS	dinner room	people	dinner room	people
17461	1164	NP	n	NN	dinner room	bus	dinner room	bus
17462	1165	NP	NN	NN	man	couch	man	couch
17463	1165	NP	NN	NN	suit	couch	suit	couch
17464	1165	NP	NN	NN	couch	man	couch	man
17465	1165	NP	NN	NN	cat	couch	cat	couch
17466	1165	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	in a suit jacket	on the couch	in a suit jacket	on the couch
17467	1165	NP	n	NN	suit jacket	man	suit jacket	man
17468	1165	NP	n	NN	suit jacket	couch	suit jacket	couch
17469	1165	phrasal_IN	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	on a red couch	on the couch	on a red couch	on the couch
17470	1165	NP	n	NN	red couch	man	red couch	man
17471	1165	NP	n	NN	red couch	couch	red couch	couch
17472	1165	phrasal_IN	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	with a cat	on the couch	with a cat	on the couch
17473	1166	NP	NN	NN	paper	plate	paper	plate
17474	1166	NP	NN	NN	plate	man	plate	man
17475	1166	NP	NN	NN	food	plate	food	plate
17476	1166	NP	NN	NN	shirt	plate	shirt	plate
17477	1166	NP	n	NN	paper plate	man	paper plate	man
17478	1166	NP	n	NN	paper plate	plate	paper plate	plate
17479	1166	NP	n	NN	brown shirt	plate	brown shirt	plate
17480	1167	NP	NN	NN	man	violin	man	violin
17481	1167	NP	NN	NN	cap	violin	cap	violin
17482	1167	NP	NN	NN	shirt	violin	shirt	violin
17483	1167	NP	NN	NN	street	violin	street	violin
17484	1167	NP	NNS	NN	performers	man	performer	man
17485	1167	NP	NNS	NN	performers	violin	performer	violin
17486	1167	NP	n	NN	white cap and shirt	man	white cap and shirt	man
17487	1167	NP	n	NN	white cap and shirt	violin	white cap and shirt	violin
17488	1167	NP	n	NN	other street performers	man	other street performer	man
17489	1167	NP	n	NN	other street performers	violin	other street performer	violin
17490	1168	VP	VBN	VBG	colored	looking	color	look
17491	1168	NP	NNS	NNS	sunglasses	people	sunglass	people
17492	1168	NP	n	NNS	colored clothing wearing sunglasses	people	color clothing wear sunglass	people
17493	1169	VP	VBN	VBG	arrested	lying	arrest	lie
17494	1169	NP	NN	NN	police	man	police	man
17495	1169	NP	NN	NN	police	bed	police	bed
17496	1169	NP	NNS	NN	officers	man	officer	man
17497	1169	NP	NNS	NN	officers	bed	officer	bed
17498	1169	NP	n	NN	young man	bed	young man	bed
17499	1169	phrasal_IN	(s:pss\np)\(s:pss\np)	(s:ng\np)\(s:ng\np)	by some police officers	in bed	by some police officer	in bed
17500	1169	NP	n	NN	police officers	man	police officer	man
17501	1169	NP	n	NN	police officers	bed	police officer	bed
17502	1170	NP	NNS	NN	men	couch	man	couch
17503	1170	NP	NNS	n	men	two men	man	two man
17504	1170	NP	NN	NNS	suit	men	suit	man
17505	1170	NP	NN	n	suit	two men	suit	two man
17506	1170	NP	NNS	NNS	sweats	men	sweat	man
17507	1170	NP	NNS	NN	sweats	couch	sweat	couch
17508	1170	NP	NNS	n	sweats	two men	sweat	two man
17509	1170	VP	VBP	VBG	stand	sitting	stand	sit
17510	1170	NP	NNS	NNS	feet	men	foot	man
17511	1170	NP	NNS	NN	feet	couch	foot	couch
17512	1170	NP	NNS	n	feet	two men	foot	two man
17513	1170	NP	NN	NN	building	couch	building	couch
17514	1170	NP	NN	n	building	two men	building	two man
17515	1170	NP	n	NN	Two men	couch	two man	couch
17516	1170	NP	n	n	Two men	two men	two man	two man
17517	1170	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	in a suit	on the couch	in a suit	on the couch
17518	1170	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	in blue sweats	on the couch	in blue sweat	on the couch
17519	1170	NP	n	NNS	blue sweats	men	blue sweat	man
17520	1170	NP	n	NN	blue sweats	couch	blue sweat	couch
17521	1170	NP	n	n	blue sweats	two men	blue sweat	two man
17522	1170	NP	n	NNS	few feet	men	few foot	man
17523	1170	NP	n	NN	few feet	couch	few foot	couch
17524	1170	NP	n	n	few feet	two men	few foot	two man
17525	1170	phrasal_IN	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	from one another	on the couch	from one another	on the couch
17526	1170	NP	n	NNS	one another	men	one another	man
17527	1170	NP	n	NN	one another	couch	one another	couch
17528	1170	NP	n	n	one another	two men	one another	two man
17529	1170	phrasal_IN	(s:dcl\np)\(s:dcl\np)	(s:ng\np)\(s:ng\np)	in a building	on the couch	in a building	on the couch
17530	1171	NP	NN	NN	family	grass	family	grass
17531	1171	NP	NN	NN	street	family	street	family
17532	1171	VP	VBG	VBG	holding	running	hold	run
17533	1171	NP	NNS	NN	hands	family	hand	family
17534	1172	NP	NN	NN	parade	band	parade	band
17535	1172	NP	NN	NN	parade	practice	parade	practice
17536	1172	NP	NN	NN	parade	room	parade	room
17537	1172	NP	NN	n	parade	practice room	parade	practice room
17538	1172	NP	NNS	NN	men	practice	man	practice
17539	1172	NP	NNS	NN	men	room	man	room
17540	1172	NP	NNS	n	men	practice room	man	practice room
17541	1172	NP	NNS	NN	women	band	woman	band
17542	1172	NP	NNS	NN	women	practice	woman	practice
17543	1172	NP	NNS	NN	women	room	woman	room
17544	1172	NP	NNS	n	women	practice room	woman	practice room
17545	1172	VP	VBG	VBG	blowing	sitting	blow	sit
17546	1172	NP	NNS	NN	instruments	band	instrument	band
17547	1172	NP	NNS	NN	instruments	practice	instrument	practice
17548	1172	NP	NNS	NN	instruments	room	instrument	room
17549	1172	NP	NNS	n	instruments	practice room	instrument	practice room
17550	1172	VP	VBG	VBG	beating	sitting	beat	sit
17551	1172	NP	NNS	NN	drums	band	drum	band
17552	1172	NP	NNS	NN	drums	practice	drum	practice
17553	1172	NP	NNS	NN	drums	room	drum	room
17554	1172	NP	NNS	n	drums	practice room	drum	practice room
17555	1172	NP	NN	NN	front	practice	front	practice
17556	1172	NP	NN	NN	front	room	front	room
17557	1172	NP	NN	n	front	practice room	front	practice room
17558	1172	NP	NN	NN	building	band	building	band
17559	1172	NP	NN	NN	building	practice	building	practice
17560	1172	NP	NN	n	building	practice room	building	practice room
17561	1172	phrasal_IN	np\np	pp	in blue blowing instruments	in a practice room sitting	in blue blow instrument	in a practice room sit
17562	1172	NP	n	NN	blue blowing instruments	band	blue blow instrument	band
17563	1172	NP	n	NN	blue blowing instruments	practice	blue blow instrument	practice
17564	1172	NP	n	NN	blue blowing instruments	room	blue blow instrument	room
17565	1172	NP	n	n	blue blowing instruments	practice room	blue blow instrument	practice room
17566	1172	NP	n	NN	beating drums	band	beat drum	band
17567	1172	NP	n	NN	beating drums	practice	beat drum	practice
17568	1172	NP	n	NN	beating drums	room	beat drum	room
17569	1172	NP	n	n	beating drums	practice room	beat drum	practice room
17570	1172	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	in front of a building	in a practice room sitting	in front of a building	in a practice room sit
17571	1172	phrasal_IN	np\np	pp	of a building	in a practice room sitting	of a building	in a practice room sit
17572	1173	NP	NN	NN	motorcycle	bunch	motorcycle	bunch
17573	1173	NP	NN	NNS	motorcycle	motorcycles	motorcycle	motorcycle
17574	1173	NP	NN	NNS	motorcycle	riders	motorcycle	rider
17575	1173	NP	NN	CONJ	motorcycle	motorcycles and riders	motorcycle	motorcycle and rider
17576	1173	NP	NNS	NN	riders	bunch	rider	bunch
17577	1173	NP	NNS	NNS	riders	motorcycles	rider	motorcycle
17578	1173	NP	NNS	CONJ	riders	motorcycles and riders	rider	motorcycle and rider
17579	1173	NP	NN	NN	tour	bunch	tour	bunch
17580	1173	NP	NN	NNS	tour	motorcycles	tour	motorcycle
17581	1173	NP	NN	NNS	tour	riders	tour	rider
17582	1173	NP	NN	CONJ	tour	motorcycles and riders	tour	motorcycle and rider
17583	1173	NP	n	NN	6 motorcycle riders	bunch	6 motorcycle rider	bunch
17584	1173	NP	n	NNS	6 motorcycle riders	motorcycles	6 motorcycle rider	motorcycle
17585	1173	NP	n	NNS	6 motorcycle riders	riders	6 motorcycle rider	rider
17586	1173	NP	n	CONJ	6 motorcycle riders	motorcycles and riders	6 motorcycle rider	motorcycle and rider
17587	1173	phrasal_IN	pp	np\np	on tour	of motorcycles and riders	on tour	of motorcycle and rider
17588	1174	NP	NN	NN	child	drink	child	drink
17589	1174	NP	NN	NN	child	home	child	home
17590	1174	NP	NNS	NN	drinks	child	drink	child
17591	1174	NP	NNS	NN	drinks	drink	drink	drink
17592	1174	NP	NNS	NN	drinks	home	drink	home
17593	1174	NP	NN	NN	straw	child	straw	child
17594	1174	NP	NN	NN	straw	drink	straw	drink
17595	1174	NP	NN	NN	straw	home	straw	home
17596	1174	NP	NN	NN	daycare	child	daycare	child
17597	1174	NP	NN	NN	daycare	drink	daycare	drink
17598	1174	NP	NN	NN	daycare	home	daycare	home
17599	1174	NP	n	NN	child drinks	child	child drink	child
17600	1174	NP	n	NN	child drinks	drink	child drink	drink
17601	1174	NP	n	NN	child drinks	home	child drink	home
17602	1174	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	at his daycare	at home	at his daycare	at home
17603	1175	NP	NN	NNS	scooter	women	scooter	woman
17604	1175	NP	NN	NN	scooter	phone	scooter	phone
17605	1175	NP	NN	n	scooter	two women	scooter	two woman
17606	1175	NP	NN	NNS	helmet	women	helmet	woman
17607	1175	NP	NN	NN	helmet	phone	helmet	phone
17608	1175	NP	NN	n	helmet	two women	helmet	two woman
17609	1175	NP	NNS	NN	women	phone	woman	phone
17610	1175	NP	NN	NN	bench	phone	bench	phone
17611	1175	NP	NN	n	bench	two women	bench	two woman
17612	1175	NP	NN	NNS	phone	women	phone	woman
17613	1175	NP	NN	n	phone	two women	phone	two woman
17614	1175	NP	NN	NNS	shop	women	shop	woman
17615	1175	NP	NN	NN	shop	phone	shop	phone
17616	1175	NP	NN	n	shop	two women	shop	two woman
17617	1175	NP	n	NNS	Blue scooter	women	blue scooter	woman
17618	1175	NP	n	NN	Blue scooter	phone	blue scooter	phone
17619	1175	NP	n	n	Blue scooter	two women	blue scooter	two woman
17620	1175	NP	n	NNS	white helmet	women	white helmet	woman
17621	1175	NP	n	NN	white helmet	phone	white helmet	phone
17622	1175	NP	n	n	white helmet	two women	white helmet	two woman
17623	1175	NP	n	NN	two women	phone	two woman	phone
17624	1175	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	on bench	at a phone	on bench	at a phone
17625	1175	phrasal_IN	np\np	pp	next to small shop	at a phone	next to small shop	at a phone
17626	1175	NP	n	NNS	small shop	women	small shop	woman
17627	1175	NP	n	NN	small shop	phone	small shop	phone
17628	1175	NP	n	n	small shop	two women	small shop	two woman
17629	1176	NP	NN	NN	man	waterfall	man	waterfall
17630	1176	NP	NNS	NN	arms	waterfall	arm	waterfall
17631	1176	NP	NN	NN	waterfall	person	waterfall	person
17632	1176	NP	n	NN	shirtless man	waterfall	shirtless man	waterfall
17633	1176	NP	n	NN	shirtless man	person	shirtless man	person
17634	1176	phrasal_IN	(s:adj\np)\(s:adj\np)	np\np	near a waterfall	near it	near a waterfall	near it
17635	1177	VP	VBG	VBG	loading	jogging	load	jog
17636	1177	VP	VBG	VBG	unloading	jogging	unload	jog
17637	1177	NP	NN	NNS	trailer	men	trailer	man
17638	1177	NP	NN	NN	trailer	place	trailer	place
17639	1177	NP	NN	n	trailer	Two men	trailer	two man
17640	1177	NP	NNS	NNS	cylinders	men	cylinder	man
17641	1177	NP	NNS	NN	cylinders	place	cylinder	place
17642	1177	NP	NNS	n	cylinders	Two men	cylinder	two man
17643	1177	NP	n	NNS	Two older men	men	two older man	man
17644	1177	NP	n	NN	Two older men	place	two older man	place
17645	1177	NP	n	n	Two older men	Two men	two older man	two man
17646	1177	phrasal_IN	pp	pp	of giant white cylinders	in place	of giant white cylinder	in place
17647	1177	NP	n	NNS	giant white cylinders	men	giant white cylinder	man
17648	1177	NP	n	NN	giant white cylinders	place	giant white cylinder	place
17649	1177	NP	n	n	giant white cylinders	Two men	giant white cylinder	two man
17650	1178	phrasal_JJ	JJ	JJ	old	Painted	old	painted
17651	1178	NP	NN	NN	minivan	mightymouse	minivan	mightymouse
17652	1178	NP	NN	n	minivan	Painted minivan	minivan	painted minivan
17653	1178	NP	NN	NN	Mystery	minivan	mystery	minivan
17654	1178	NP	NN	NN	Mystery	mightymouse	mystery	mightymouse
17655	1178	NP	NN	n	Mystery	Painted minivan	mystery	painted minivan
17656	1178	NP	NN	NN	Machine	minivan	machine	minivan
17657	1178	NP	NN	NN	Machine	mightymouse	machine	mightymouse
17658	1178	NP	NN	n	Machine	Painted minivan	machine	painted minivan
17659	1178	NP	NN	NN	Scooby-Doo	minivan	scooby-doo	minivan
17660	1178	NP	NN	NN	Scooby-Doo	mightymouse	scooby-doo	mightymouse
17661	1178	NP	NN	n	Scooby-Doo	Painted minivan	scooby-doo	painted minivan
17662	1178	NP	NNS	NN	drives	minivan	drive	minivan
17663	1178	NP	NNS	NN	drives	mightymouse	drive	mightymouse
17664	1178	NP	NNS	n	drives	Painted minivan	drive	painted minivan
17665	1178	phrasal_JJ	JJ	JJ	white	Painted	white	painted
17666	1178	NP	NN	NN	building	minivan	building	minivan
17667	1178	NP	NN	NN	building	mightymouse	building	mightymouse
17668	1178	NP	NN	n	building	Painted minivan	building	painted minivan
17669	1178	NP	n	NN	old minivan	minivan	old minivan	minivan
17670	1178	NP	n	NN	old minivan	mightymouse	old minivan	mightymouse
17671	1178	NP	n	n	old minivan	Painted minivan	old minivan	painted minivan
17672	1178	NP	n	NN	Mystery Machine	minivan	mystery machine	minivan
17673	1178	NP	n	NN	Mystery Machine	mightymouse	mystery machine	mightymouse
17674	1178	NP	n	n	Mystery Machine	Painted minivan	mystery machine	painted minivan
17675	1178	NP	n	NN	Scooby-Doo drives	minivan	scooby-doo drive	minivan
17676	1178	NP	n	NN	Scooby-Doo drives	mightymouse	scooby-doo drive	mightymouse
17677	1178	NP	n	n	Scooby-Doo drives	Painted minivan	scooby-doo drive	painted minivan
17678	1178	phrasal_IN	np\np	np\np	past a white building	of mightymouse	past a white building	of mightymouse
17679	1178	NP	n	NN	white building	minivan	white building	minivan
17680	1178	NP	n	NN	white building	mightymouse	white building	mightymouse
17681	1178	NP	n	n	white building	Painted minivan	white building	painted minivan
17682	1179	NP	NNS	NN	men	walk	man	walk
17683	1179	NP	NNS	NN	men	bar	man	bar
17684	1179	NP	NNS	NN	men	tattoo	man	tattoo
17685	1179	NP	NNS	NN	men	parlor	man	parlor
17686	1179	NP	NNS	n	men	woman walk	man	woman walk
17687	1179	NP	NNS	n	men	bar and go	man	bar and go
17688	1179	NP	NNS	n	men	tattoo parlor	man	tattoo parlor
17689	1179	NP	NN	NN	woman	walk	woman	walk
17690	1179	NP	NN	NN	woman	tattoo	woman	tattoo
17691	1179	NP	NN	NN	woman	parlor	woman	parlor
17692	1179	NP	NN	n	woman	woman walk	woman	woman walk
17693	1179	NP	NN	n	woman	bar and go	woman	bar and go
17694	1179	NP	NN	n	woman	tattoo parlor	woman	tattoo parlor
17695	1179	VP	VBG	VB	downing	go	down	go
17696	1179	NP	NNS	NNS	shots	men	shot	man
17697	1179	NP	NNS	NN	shots	woman	shot	woman
17698	1179	NP	NNS	NN	shots	walk	shot	walk
17699	1179	NP	NNS	NN	shots	bar	shot	bar
17700	1179	NP	NNS	NN	shots	tattoo	shot	tattoo
17701	1179	NP	NNS	NN	shots	parlor	shot	parlor
17702	1179	NP	NNS	n	shots	Two men	shot	two man
17703	1179	NP	NNS	n	shots	woman walk	shot	woman walk
17704	1179	NP	NNS	n	shots	bar and go	shot	bar and go
17705	1179	NP	NNS	n	shots	tattoo parlor	shot	tattoo parlor
17706	1179	NP	NN	NNS	bar	men	bar	man
17707	1179	NP	NN	NN	bar	woman	bar	woman
17708	1179	NP	NN	NN	bar	walk	bar	walk
17709	1179	NP	NN	NN	bar	tattoo	bar	tattoo
17710	1179	NP	NN	NN	bar	parlor	bar	parlor
17711	1179	NP	NN	n	bar	Two men	bar	two man
17712	1179	NP	NN	n	bar	woman walk	bar	woman walk
17713	1179	NP	NN	n	bar	bar and go	bar	bar and go
17714	1179	NP	NN	n	bar	tattoo parlor	bar	tattoo parlor
17715	1179	NP	n	NN	Two men	walk	two man	walk
17716	1179	NP	n	NN	Two men	bar	two man	bar
17717	1179	NP	n	NN	Two men	tattoo	two man	tattoo
17718	1179	NP	n	NN	Two men	parlor	two man	parlor
17719	1179	NP	n	n	Two men	woman walk	two man	woman walk
17720	1179	NP	n	n	Two men	bar and go	two man	bar and go
17721	1179	NP	n	n	Two men	tattoo parlor	two man	tattoo parlor
17722	1179	phrasal_IN	(s:ng\np)\(s:ng\np)	np\np	at a bar	past the bar and go	at a bar	past the bar and go
17723	1179	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	at a bar	into the tattoo parlor	at a bar	into the tattoo parlor
17724	1180	NP	NN	NN	group	club	group	club
17725	1180	NP	NN	n	group	small group	group	small group
17726	1180	NP	NNS	NN	friends	group	friend	group
17727	1180	NP	NNS	NNS	friends	people	friend	people
17728	1180	NP	NNS	NN	friends	club	friend	club
17729	1180	NP	NNS	n	friends	small group	friend	small group
17730	1180	VP	VBG	VBG	waiting	dancing	wait	dance
17731	1180	NP	NN	NN	line	group	line	group
17732	1180	NP	NN	NN	line	club	line	club
17733	1180	NP	NN	n	line	small group	line	small group
17734	1180	phrasal_IN	np\np	np\np	of friends	of people	of friend	of people
17735	1180	phrasal_IN	np\np	(s:ng\np)\(s:ng\np)	of friends	in a club	of friend	in a club
17736	1180	phrasal_IN	pp	np\np	in line	of people	in line	of people
17737	1180	phrasal_IN	pp	(s:ng\np)\(s:ng\np)	in line	in a club	in line	in a club
17738	1181	VP	VBG	VBG	wearing	reading	wear	read
17739	1181	NP	NN	NN	skirt	book	skirt	book
17740	1181	NP	NN	NN	stripe	girl	stripe	girl
17741	1181	NP	NN	NN	stripe	book	stripe	book
17742	1181	VP	VBG	VBG	standing	reading	stand	read
17743	1181	NP	NN	NN	middle	girl	middle	girl
17744	1181	NP	NN	NN	middle	book	middle	book
17745	1181	VP	VBN	VBG	blown	reading	blow	read
17746	1181	NP	NN	NN	soccer	girl	soccer	girl
17747	1181	NP	NN	NN	soccer	book	soccer	book
17748	1181	NP	NNS	NN	balls	girl	ball	girl
17749	1181	NP	NNS	NN	balls	book	ball	book
17750	1181	NP	NN	NN	street	girl	street	girl
17751	1181	NP	NN	NN	street	book	street	book
17752	1181	NP	n	NN	black skirt	girl	black skirt	girl
17753	1181	NP	n	NN	black skirt	book	black skirt	book
17754	1181	NP	n	NN	black and white stripe shirt	girl	black and white stripe shirt	girl
17755	1181	NP	n	NN	black and white stripe shirt	book	black and white stripe shirt	book
17756	1181	NP	n	NN	stripe shirt	girl	stripe shirt	girl
17757	1181	NP	n	NN	stripe shirt	book	stripe shirt	book
17758	1181	NP	n	NN	blown up soccer balls	girl	blow up soccer ball	girl
17759	1181	NP	n	NN	blown up soccer balls	book	blow up soccer ball	book
17760	1182	NP	NN	NNS	school	teachers	school	teacher
17761	1182	NP	NN	NN	school	classroom	school	classroom
17762	1182	NP	NN	n	school	Three teachers	school	three teacher
17763	1182	NP	NN	NNS	gymnasium	teachers	gymnasium	teacher
17764	1182	NP	NN	NN	gymnasium	classroom	gymnasium	classroom
17765	1182	NP	NN	n	gymnasium	Three teachers	gymnasium	three teacher
17766	1182	NP	NNS	NNS	girls	teachers	girl	teacher
17767	1182	NP	NNS	NN	girls	classroom	girl	classroom
17768	1182	NP	NNS	n	girls	Three teachers	girl	three teacher
17769	1182	VP	VBP	VBP	look	walk	look	walk
17770	1182	NP	NN	NNS	boy	teachers	boy	teacher
17771	1182	NP	NN	NN	boy	classroom	boy	classroom
17772	1182	NP	NN	n	boy	Three teachers	boy	three teacher
17773	1182	VP	VBZ	VBP	prepares	walk	prepare	walk
17774	1182	VP	VB	VBP	shoot	walk	shoot	walk
17775	1182	NP	NN	NNS	basket	teachers	basket	teacher
17776	1182	NP	NN	NN	basket	classroom	basket	classroom
17777	1182	NP	NN	n	basket	Three teachers	basket	three teacher
17778	1182	NP	n	NNS	school gymnasium	teachers	school gymnasium	teacher
17779	1182	NP	n	NN	school gymnasium	classroom	school gymnasium	classroom
17780	1182	NP	n	n	school gymnasium	Three teachers	school gymnasium	three teacher
17781	1182	NP	n	NNS	three girls	teachers	three girl	teacher
17782	1182	NP	n	NN	three girls	classroom	three girl	classroom
17783	1182	NP	n	n	three girls	Three teachers	three girl	three teacher
17784	1183	NP	NN	NN	lady	cooking	lady	cooking
17785	1183	NP	NN	NN	apron	woman	apron	woman
17786	1183	NP	NN	NN	apron	cooking	apron	cooking
17787	1183	NP	NN	NN	food	cooking	food	cooking
17788	1183	NP	NNS	NN	festivities	woman	festivity	woman
17789	1183	NP	NNS	NN	festivities	cooking	festivity	cooking
17790	1183	NP	n	NN	red apron	woman	red apron	woman
17791	1183	NP	n	NN	red apron	cooking	red apron	cooking
17792	1183	NP	n	NN	up coming festivities	woman	up come festivity	woman
17793	1183	NP	n	NN	up coming festivities	cooking	up come festivity	cooking
17794	1184	NP	NN	NN	woman	tree	woman	tree
17795	1184	NP	NN	NN	woman	backyard	woman	backyard
17796	1184	VP	VBG	VBG	working	planting	work	plant
17797	1184	VP	VBG	VBG	preparing	planting	prepare	plant
17798	1184	NP	NN	NNS	food	women	food	woman
17799	1184	NP	NN	NN	food	tree	food	tree
17800	1184	NP	NN	NN	food	backyard	food	backyard
17801	1184	phrasal_IN	s:ng\np	np\np	working outside	in backyard	work outside	in backyard
17802	1185	NP	NN	NN	figure	one	figure	one
17803	1185	NP	NN	NN	surfboard	one	surfboard	one
17804	1185	VP	VBG	VBG	riding	surfboarding	ride	surfboard
17805	1185	NP	NNS	NN	waves	one	wave	one
17806	1185	NP	NN	NN	water	one	water	one
17807	1185	NP	n	NN	dark figure	one	dark figure	one
17808	1185	NP	n	NN	aquamarine colored water	one	aquamarine colored water	one
17809	1186	NP	NNS	NN	dogs	food	dog	food
17810	1186	NP	NNS	NN	dogs	kitchen	dog	kitchen
17811	1186	NP	NNS	n	dogs	dog food	dog	dog food
17812	1186	VP	VBG	VBG	fighting	eating	fight	eat
17813	1186	NP	NN	NN	snow	food	snow	food
17814	1186	NP	NN	NN	snow	kitchen	snow	kitchen
17815	1186	NP	NN	n	snow	dog food	snow	dog food
17816	1186	NP	n	NN	Two dogs	dog	two dog	dog
17817	1186	NP	n	NN	Two dogs	food	two dog	food
17818	1186	NP	n	NN	Two dogs	kitchen	two dog	kitchen
17819	1186	NP	n	n	Two dogs	dog food	two dog	dog food
17820	1186	phrasal_IN	(s:ng\np)/np	np\np	fighting in	in the kitchen	fight in	in the kitchen
17821	1187	NP	NN	NN	wetsuit	man	wetsuit	man
17822	1187	NP	NN	NN	wetsuit	water	wetsuit	water
17823	1187	NP	NN	NN	surf	man	surf	man
17824	1187	NP	NN	NN	surf	water	surf	water
17825	1187	NP	NN	NN	paddle	man	paddle	man
17826	1187	NP	NN	NN	paddle	water	paddle	water
17827	1187	NP	n	NN	surf paddle	man	surf paddle	man
17828	1187	NP	n	NN	surf paddle	water	surf paddle	water
17829	1188	NP	NN	NN	truck	road	truck	road
17830	1188	NP	NN	NN	grass	truck	grass	truck
17831	1188	NP	NN	NN	grass	road	grass	road
17832	1188	NP	n	NN	large truck	truck	large truck	truck
17833	1188	NP	n	NN	large truck	road	large truck	road
17834	1188	phrasal_IN	(s:pss\np)\(s:pss\np)	(s:dcl\np)\(s:dcl\np)	in the grass	on the road	in the grass	on the road
17835	1189	NP	NNS	n	people	three people	people	three people
17836	1189	NP	NN	NN	grass	group	grass	group
17837	1189	NP	NN	n	grass	three people	grass	three people
17838	1189	NP	n	NN	Three people	group	three people	group
17839	1189	NP	n	NN	Three people	grass	three people	grass
17840	1189	NP	n	n	Three people	three people	three people	three people
17841	1189	phrasal_IN	(s:ng\np)\(s:ng\np)	(s:ng\np)\(s:ng\np)	in the grass	on the grass	in the grass	on the grass
17842	1190	NP	NN	NN	chair	person	chair	person
17843	1190	NP	NN	NN	accordion	person	accordion	person
17844	1190	NP	NN	NN	lap	person	lap	person
17845	1191	NP	NN	NN	surfer	wave	surfer	wave
17846	1191	VP	VBZ	VBZ	rides	catches	ride	catch
17847	1191	NP	NN	NN	surfboard	wave	surfboard	wave
17848	1191	NP	NN	NN	start	surfer	start	surfer
17849	1191	NP	NN	NN	start	wave	start	wave
17850	1192	NP	NN	NN	surfer	break	surfer	break
17851	1192	NP	NN	NN	surfer	food	surfer	food
17852	1192	NP	NN	NN	surfer	stand	surfer	stand
17853	1192	NP	NN	n	surfer	food stand	surfer	food stand
