CombID	SenID	templatenum	prem	hyp
26	24	7	A green frog buys a motorbike from a stand.	There is a green frog buying a bicycle
26	24	7	A green frog buys a bicycle from a stand.	There is a green frog buying a motorbike
26	24	8	A motorbike	A bicycle
26	24	8	A bicycle	A motorbike
27	24	0	The motorbike is photographed with a camera	There is a person present
27	24	0	The person is photographed with a camera	There is a motorbike present
27	24	1	The motorbike is in the water	The person is wet
27	24	1	The person is in the water	The motorbike is wet
27	24	2	A motorbike is outside near a campfire at night	There is a person outside
27	24	2	A person is outside near a campfire at night	There is a motorbike outside
27	24	3	A young woman is looking at a motorbike with a binocular	A person is looked at by a woman
27	24	3	A young woman is looking at a person with a binocular	A motorbike is looked at by a woman
27	24	4	Several people are moving towards the motorbike	There is a group of people near the person
27	24	4	Several people are moving towards the person	There is a group of people near the motorbike
27	24	5	A bald man standing to the side of a motorbike	The man stands near a person.
27	24	5	A bald man standing to the side of a person	The man stands near a motorbike.
27	24	6	A kid fetches a motorbike by a tree in the yard.	a kid gets a person
27	24	6	A kid fetches a person by a tree in the yard.	a kid gets a motorbike
27	24	7	A green frog buys a motorbike from a stand.	There is a green frog buying a person
27	24	7	A green frog buys a person from a stand.	There is a green frog buying a motorbike
27	24	8	A motorbike	A person
27	24	8	A person	A motorbike
28	24	0	The motorbike is photographed with a camera	There is a wheel present
28	24	0	The wheel is photographed with a camera	There is a motorbike present
28	24	1	The motorbike is in the water	The wheel is wet
28	24	1	The wheel is in the water	The motorbike is wet
28	24	2	A motorbike is outside near a campfire at night	There is a wheel outside
28	24	2	A wheel is outside near a campfire at night	There is a motorbike outside
28	24	3	A young woman is looking at a motorbike with a binocular	A wheel is looked at by a woman
28	24	3	A young woman is looking at a wheel with a binocular	A motorbike is looked at by a woman
28	24	4	Several people are moving towards the motorbike	There is a group of people near the wheel
28	24	4	Several people are moving towards the wheel	There is a group of people near the motorbike
28	24	5	A bald man standing to the side of a motorbike	The man stands near a wheel.
28	24	5	A bald man standing to the side of a wheel	The man stands near a motorbike.
28	24	6	A kid fetches a motorbike by a tree in the yard.	a kid gets a wheel
28	24	6	A kid fetches a wheel by a tree in the yard.	a kid gets a motorbike
28	24	7	A green frog buys a motorbike from a stand.	There is a green frog buying a wheel
28	24	7	A green frog buys a wheel from a stand.	There is a green frog buying a motorbike
28	24	8	A motorbike	A wheel
28	24	8	A wheel	A motorbike
29	24	0	The motorbike is photographed with a camera	There is a one wheel present
29	24	0	The one wheel is photographed with a camera	There is a motorbike present
29	24	1	The motorbike is in the water	The one wheel is wet
29	24	1	The one wheel is in the water	The motorbike is wet
29	24	2	A motorbike is outside near a campfire at night	There is a one wheel outside
29	24	2	A one wheel is outside near a campfire at night	There is a motorbike outside
29	24	3	A young woman is looking at a motorbike with a binocular	A one wheel is looked at by a woman
29	24	3	A young woman is looking at a one wheel with a binocular	A motorbike is looked at by a woman
29	24	4	Several people are moving towards the motorbike	There is a group of people near the one wheel
29	24	4	Several people are moving towards the one wheel	There is a group of people near the motorbike
29	24	5	A bald man standing to the side of a motorbike	The man stands near a one wheel.
29	24	5	A bald man standing to the side of a one wheel	The man stands near a motorbike.
29	24	6	A kid fetches a motorbike by a tree in the yard.	a kid gets a one wheel
29	24	6	A kid fetches a one wheel by a tree in the yard.	a kid gets a motorbike
29	24	7	A green frog buys a motorbike from a stand.	There is a green frog buying a one wheel
29	24	7	A green frog buys a one wheel from a stand.	There is a green frog buying a motorbike
29	24	8	A motorbike	A one wheel
29	24	8	A one wheel	A motorbike
30	24	0	The motorbike is photographed with a camera	There is a skilled person present
30	24	0	The skilled person is photographed with a camera	There is a motorbike present
30	24	1	The motorbike is in the water	The skilled person is wet
30	24	1	The skilled person is in the water	The motorbike is wet
30	24	2	A motorbike is outside near a campfire at night	There is a skilled person outside
30	24	2	A skilled person is outside near a campfire at night	There is a motorbike outside
30	24	3	A young woman is looking at a motorbike with a binocular	A skilled person is looked at by a woman
30	24	3	A young woman is looking at a skilled person with a binocular	A motorbike is looked at by a woman
30	24	4	Several people are moving towards the motorbike	There is a group of people near the skilled person
30	24	4	Several people are moving towards the skilled person	There is a group of people near the motorbike
30	24	5	A bald man standing to the side of a motorbike	The man stands near a skilled person.
30	24	5	A bald man standing to the side of a skilled person	The man stands near a motorbike.
30	24	6	A kid fetches a motorbike by a tree in the yard.	a kid gets a skilled person
30	24	6	A kid fetches a skilled person by a tree in the yard.	a kid gets a motorbike
30	24	7	A green frog buys a motorbike from a stand.	There is a green frog buying a skilled person
30	24	7	A green frog buys a skilled person from a stand.	There is a green frog buying a motorbike
30	24	8	A motorbike	A skilled person
30	24	8	A skilled person	A motorbike
31	24	0	The person is photographed with a camera	There is a bicycle present
31	24	0	The bicycle is photographed with a camera	There is a person present
31	24	1	The person is in the water	The bicycle is wet
31	24	1	The bicycle is in the water	The person is wet
31	24	2	A person is outside near a campfire at night	There is a bicycle outside
31	24	2	A bicycle is outside near a campfire at night	There is a person outside
31	24	3	A young woman is looking at a person with a binocular	A bicycle is looked at by a woman
31	24	3	A young woman is looking at a bicycle with a binocular	A person is looked at by a woman
31	24	4	Several people are moving towards the person	There is a group of people near the bicycle
31	24	4	Several people are moving towards the bicycle	There is a group of people near the person
31	24	5	A bald man standing to the side of a person	The man stands near a bicycle.
31	24	5	A bald man standing to the side of a bicycle	The man stands near a person.
31	24	6	A kid fetches a person by a tree in the yard.	a kid gets a bicycle
31	24	6	A kid fetches a bicycle by a tree in the yard.	a kid gets a person
31	24	7	A green frog buys a person from a stand.	There is a green frog buying a bicycle
31	24	7	A green frog buys a bicycle from a stand.	There is a green frog buying a person
31	24	8	A person	A bicycle
31	24	8	A bicycle	A person
32	24	0	The person is photographed with a camera	There is a wheel present
32	24	0	The wheel is photographed with a camera	There is a person present
32	24	1	The person is in the water	The wheel is wet
32	24	1	The wheel is in the water	The person is wet
32	24	2	A person is outside near a campfire at night	There is a wheel outside
32	24	2	A wheel is outside near a campfire at night	There is a person outside
32	24	3	A young woman is looking at a person with a binocular	A wheel is looked at by a woman
32	24	3	A young woman is looking at a wheel with a binocular	A person is looked at by a woman
32	24	4	Several people are moving towards the person	There is a group of people near the wheel
32	24	4	Several people are moving towards the wheel	There is a group of people near the person
32	24	5	A bald man standing to the side of a person	The man stands near a wheel.
32	24	5	A bald man standing to the side of a wheel	The man stands near a person.
32	24	6	A kid fetches a person by a tree in the yard.	a kid gets a wheel
32	24	6	A kid fetches a wheel by a tree in the yard.	a kid gets a person
32	24	7	A green frog buys a person from a stand.	There is a green frog buying a wheel
32	24	7	A green frog buys a wheel from a stand.	There is a green frog buying a person
32	24	8	A person	A wheel
32	24	8	A wheel	A person
33	24	0	The person is photographed with a camera	There is a one wheel present
33	24	0	The one wheel is photographed with a camera	There is a person present
33	24	1	The person is in the water	The one wheel is wet
33	24	1	The one wheel is in the water	The person is wet
33	24	2	A person is outside near a campfire at night	There is a one wheel outside
33	24	2	A one wheel is outside near a campfire at night	There is a person outside
33	24	3	A young woman is looking at a person with a binocular	A one wheel is looked at by a woman
33	24	3	A young woman is looking at a one wheel with a binocular	A person is looked at by a woman
33	24	4	Several people are moving towards the person	There is a group of people near the one wheel
33	24	4	Several people are moving towards the one wheel	There is a group of people near the person
33	24	5	A bald man standing to the side of a person	The man stands near a one wheel.
33	24	5	A bald man standing to the side of a one wheel	The man stands near a person.
33	24	6	A kid fetches a person by a tree in the yard.	a kid gets a one wheel
33	24	6	A kid fetches a one wheel by a tree in the yard.	a kid gets a person
33	24	7	A green frog buys a person from a stand.	There is a green frog buying a one wheel
33	24	7	A green frog buys a one wheel from a stand.	There is a green frog buying a person
33	24	8	A person	A one wheel
33	24	8	A one wheel	A person
34	24	0	The person is photographed with a camera	There is a skilled person present
34	24	0	The skilled person is photographed with a camera	There is a person present
34	24	1	The person is in the water	The skilled person is wet
34	24	1	The skilled person is in the water	The person is wet
34	24	2	A person is outside near a campfire at night	There is a skilled person outside
34	24	2	A skilled person is outside near a campfire at night	There is a person outside
34	24	3	A young woman is looking at a person with a binocular	A skilled person is looked at by a woman
34	24	3	A young woman is looking at a skilled person with a binocular	A person is looked at by a woman
34	24	4	Several people are moving towards the person	There is a group of people near the skilled person
34	24	4	Several people are moving towards the skilled person	There is a group of people near the person
34	24	5	A bald man standing to the side of a person	The man stands near a skilled person.
34	24	5	A bald man standing to the side of a skilled person	The man stands near a person.
34	24	6	A kid fetches a person by a tree in the yard.	a kid gets a skilled person
34	24	6	A kid fetches a skilled person by a tree in the yard.	a kid gets a person
34	24	7	A green frog buys a person from a stand.	There is a green frog buying a skilled person
34	24	7	A green frog buys a skilled person from a stand.	There is a green frog buying a person
34	24	8	A person	A skilled person
34	24	8	A skilled person	A person
35	24	0	The tricks is photographed with a camera	There is a bicycle present
35	24	0	The bicycle is photographed with a camera	There is a tricks present
35	24	1	The tricks is in the water	The bicycle is wet
35	24	1	The bicycle is in the water	The tricks is wet
35	24	2	A tricks is outside near a campfire at night	There is a bicycle outside
35	24	2	A bicycle is outside near a campfire at night	There is a tricks outside
35	24	3	A young woman is looking at a tricks with a binocular	A bicycle is looked at by a woman
35	24	3	A young woman is looking at a bicycle with a binocular	A tricks is looked at by a woman
35	24	4	Several people are moving towards the tricks	There is a group of people near the bicycle
35	24	4	Several people are moving towards the bicycle	There is a group of people near the tricks
35	24	5	A bald man standing to the side of a tricks	The man stands near a bicycle.
35	24	5	A bald man standing to the side of a bicycle	The man stands near a tricks.
35	24	6	A kid fetches a tricks by a tree in the yard.	a kid gets a bicycle
35	24	6	A kid fetches a bicycle by a tree in the yard.	a kid gets a tricks
35	24	7	A green frog buys a tricks from a stand.	There is a green frog buying a bicycle
35	24	7	A green frog buys a bicycle from a stand.	There is a green frog buying a tricks
35	24	8	A tricks	A bicycle
35	24	8	A bicycle	A tricks
36	24	0	The tricks is photographed with a camera	There is a person present
36	24	0	The person is photographed with a camera	There is a tricks present
36	24	1	The tricks is in the water	The person is wet
36	24	1	The person is in the water	The tricks is wet
36	24	2	A tricks is outside near a campfire at night	There is a person outside
36	24	2	A person is outside near a campfire at night	There is a tricks outside
36	24	3	A young woman is looking at a tricks with a binocular	A person is looked at by a woman
36	24	3	A young woman is looking at a person with a binocular	A tricks is looked at by a woman
36	24	4	Several people are moving towards the tricks	There is a group of people near the person
36	24	4	Several people are moving towards the person	There is a group of people near the tricks
36	24	5	A bald man standing to the side of a tricks	The man stands near a person.
36	24	5	A bald man standing to the side of a person	The man stands near a tricks.
36	24	6	A kid fetches a tricks by a tree in the yard.	a kid gets a person
36	24	6	A kid fetches a person by a tree in the yard.	a kid gets a tricks
36	24	7	A green frog buys a tricks from a stand.	There is a green frog buying a person
36	24	7	A green frog buys a person from a stand.	There is a green frog buying a tricks
36	24	8	A tricks	A person
36	24	8	A person	A tricks
37	24	0	The tricks is photographed with a camera	There is a wheel present
37	24	0	The wheel is photographed with a camera	There is a tricks present
37	24	1	The tricks is in the water	The wheel is wet
37	24	1	The wheel is in the water	The tricks is wet
37	24	2	A tricks is outside near a campfire at night	There is a wheel outside
37	24	2	A wheel is outside near a campfire at night	There is a tricks outside
37	24	3	A young woman is looking at a tricks with a binocular	A wheel is looked at by a woman
37	24	3	A young woman is looking at a wheel with a binocular	A tricks is looked at by a woman
37	24	4	Several people are moving towards the tricks	There is a group of people near the wheel
37	24	4	Several people are moving towards the wheel	There is a group of people near the tricks
37	24	5	A bald man standing to the side of a tricks	The man stands near a wheel.
37	24	5	A bald man standing to the side of a wheel	The man stands near a tricks.
37	24	6	A kid fetches a tricks by a tree in the yard.	a kid gets a wheel
37	24	6	A kid fetches a wheel by a tree in the yard.	a kid gets a tricks
37	24	7	A green frog buys a tricks from a stand.	There is a green frog buying a wheel
37	24	7	A green frog buys a wheel from a stand.	There is a green frog buying a tricks
37	24	8	A tricks	A wheel
37	24	8	A wheel	A tricks
38	24	0	The tricks is photographed with a camera	There is a one wheel present
38	24	0	The one wheel is photographed with a camera	There is a tricks present
38	24	1	The tricks is in the water	The one wheel is wet
38	24	1	The one wheel is in the water	The tricks is wet
38	24	2	A tricks is outside near a campfire at night	There is a one wheel outside
38	24	2	A one wheel is outside near a campfire at night	There is a tricks outside
38	24	3	A young woman is looking at a tricks with a binocular	A one wheel is looked at by a woman
38	24	3	A young woman is looking at a one wheel with a binocular	A tricks is looked at by a woman
38	24	4	Several people are moving towards the tricks	There is a group of people near the one wheel
38	24	4	Several people are moving towards the one wheel	There is a group of people near the tricks
38	24	5	A bald man standing to the side of a tricks	The man stands near a one wheel.
38	24	5	A bald man standing to the side of a one wheel	The man stands near a tricks.
38	24	6	A kid fetches a tricks by a tree in the yard.	a kid gets a one wheel
38	24	6	A kid fetches a one wheel by a tree in the yard.	a kid gets a tricks
38	24	7	A green frog buys a tricks from a stand.	There is a green frog buying a one wheel
38	24	7	A green frog buys a one wheel from a stand.	There is a green frog buying a tricks
38	24	8	A tricks	A one wheel
38	24	8	A one wheel	A tricks
39	24	0	The tricks is photographed with a camera	There is a skilled person present
39	24	0	The skilled person is photographed with a camera	There is a tricks present
39	24	1	The tricks is in the water	The skilled person is wet
39	24	1	The skilled person is in the water	The tricks is wet
39	24	2	A tricks is outside near a campfire at night	There is a skilled person outside
39	24	2	A skilled person is outside near a campfire at night	There is a tricks outside
39	24	3	A young woman is looking at a tricks with a binocular	A skilled person is looked at by a woman
39	24	3	A young woman is looking at a skilled person with a binocular	A tricks is looked at by a woman
39	24	4	Several people are moving towards the tricks	There is a group of people near the skilled person
39	24	4	Several people are moving towards the skilled person	There is a group of people near the tricks
39	24	5	A bald man standing to the side of a tricks	The man stands near a skilled person.
39	24	5	A bald man standing to the side of a skilled person	The man stands near a tricks.
39	24	6	A kid fetches a tricks by a tree in the yard.	a kid gets a skilled person
39	24	6	A kid fetches a skilled person by a tree in the yard.	a kid gets a tricks
39	24	7	A green frog buys a tricks from a stand.	There is a green frog buying a skilled person
39	24	7	A green frog buys a skilled person from a stand.	There is a green frog buying a tricks
39	24	8	A tricks	A skilled person
39	24	8	A skilled person	A tricks
40	24	0	The black jacket is photographed with a camera	There is a bicycle present
40	24	0	The bicycle is photographed with a camera	There is a black jacket present
40	24	1	The black jacket is in the water	The bicycle is wet
40	24	1	The bicycle is in the water	The black jacket is wet
40	24	2	A black jacket is outside near a campfire at night	There is a bicycle outside
40	24	2	A bicycle is outside near a campfire at night	There is a black jacket outside
40	24	3	A young woman is looking at a black jacket with a binocular	A bicycle is looked at by a woman
40	24	3	A young woman is looking at a bicycle with a binocular	A black jacket is looked at by a woman
40	24	4	Several people are moving towards the black jacket	There is a group of people near the bicycle
40	24	4	Several people are moving towards the bicycle	There is a group of people near the black jacket
40	24	5	A bald man standing to the side of a black jacket	The man stands near a bicycle.
40	24	5	A bald man standing to the side of a bicycle	The man stands near a black jacket.
40	24	6	A kid fetches a black jacket by a tree in the yard.	a kid gets a bicycle
40	24	6	A kid fetches a bicycle by a tree in the yard.	a kid gets a black jacket
40	24	7	A green frog buys a black jacket from a stand.	There is a green frog buying a bicycle
40	24	7	A green frog buys a bicycle from a stand.	There is a green frog buying a black jacket
40	24	8	A black jacket	A bicycle
40	24	8	A bicycle	A black jacket
41	24	0	The black jacket is photographed with a camera	There is a person present
41	24	0	The person is photographed with a camera	There is a black jacket present
41	24	1	The black jacket is in the water	The person is wet
41	24	1	The person is in the water	The black jacket is wet
41	24	2	A black jacket is outside near a campfire at night	There is a person outside
41	24	2	A person is outside near a campfire at night	There is a black jacket outside
41	24	3	A young woman is looking at a black jacket with a binocular	A person is looked at by a woman
41	24	3	A young woman is looking at a person with a binocular	A black jacket is looked at by a woman
41	24	4	Several people are moving towards the black jacket	There is a group of people near the person
41	24	4	Several people are moving towards the person	There is a group of people near the black jacket
41	24	5	A bald man standing to the side of a black jacket	The man stands near a person.
41	24	5	A bald man standing to the side of a person	The man stands near a black jacket.
41	24	6	A kid fetches a black jacket by a tree in the yard.	a kid gets a person
41	24	6	A kid fetches a person by a tree in the yard.	a kid gets a black jacket
41	24	7	A green frog buys a black jacket from a stand.	There is a green frog buying a person
41	24	7	A green frog buys a person from a stand.	There is a green frog buying a black jacket
41	24	8	A black jacket	A person
41	24	8	A person	A black jacket
42	24	0	The black jacket is photographed with a camera	There is a wheel present
42	24	0	The wheel is photographed with a camera	There is a black jacket present
42	24	1	The black jacket is in the water	The wheel is wet
42	24	1	The wheel is in the water	The black jacket is wet
42	24	2	A black jacket is outside near a campfire at night	There is a wheel outside
42	24	2	A wheel is outside near a campfire at night	There is a black jacket outside
42	24	3	A young woman is looking at a black jacket with a binocular	A wheel is looked at by a woman
42	24	3	A young woman is looking at a wheel with a binocular	A black jacket is looked at by a woman
42	24	4	Several people are moving towards the black jacket	There is a group of people near the wheel
42	24	4	Several people are moving towards the wheel	There is a group of people near the black jacket
42	24	5	A bald man standing to the side of a black jacket	The man stands near a wheel.
42	24	5	A bald man standing to the side of a wheel	The man stands near a black jacket.
42	24	6	A kid fetches a black jacket by a tree in the yard.	a kid gets a wheel
42	24	6	A kid fetches a wheel by a tree in the yard.	a kid gets a black jacket
42	24	7	A green frog buys a black jacket from a stand.	There is a green frog buying a wheel
42	24	7	A green frog buys a wheel from a stand.	There is a green frog buying a black jacket
42	24	8	A black jacket	A wheel
42	24	8	A wheel	A black jacket
43	24	0	The black jacket is photographed with a camera	There is a one wheel present
43	24	0	The one wheel is photographed with a camera	There is a black jacket present
43	24	1	The black jacket is in the water	The one wheel is wet
43	24	1	The one wheel is in the water	The black jacket is wet
43	24	2	A black jacket is outside near a campfire at night	There is a one wheel outside
43	24	2	A one wheel is outside near a campfire at night	There is a black jacket outside
43	24	3	A young woman is looking at a black jacket with a binocular	A one wheel is looked at by a woman
43	24	3	A young woman is looking at a one wheel with a binocular	A black jacket is looked at by a woman
43	24	4	Several people are moving towards the black jacket	There is a group of people near the one wheel
43	24	4	Several people are moving towards the one wheel	There is a group of people near the black jacket
43	24	5	A bald man standing to the side of a black jacket	The man stands near a one wheel.
43	24	5	A bald man standing to the side of a one wheel	The man stands near a black jacket.
43	24	6	A kid fetches a black jacket by a tree in the yard.	a kid gets a one wheel
43	24	6	A kid fetches a one wheel by a tree in the yard.	a kid gets a black jacket
43	24	7	A green frog buys a black jacket from a stand.	There is a green frog buying a one wheel
43	24	7	A green frog buys a one wheel from a stand.	There is a green frog buying a black jacket
43	24	8	A black jacket	A one wheel
43	24	8	A one wheel	A black jacket
44	24	0	The black jacket is photographed with a camera	There is a skilled person present
44	24	0	The skilled person is photographed with a camera	There is a black jacket present
44	24	1	The black jacket is in the water	The skilled person is wet
44	24	1	The skilled person is in the water	The black jacket is wet
44	24	2	A black jacket is outside near a campfire at night	There is a skilled person outside
44	24	2	A skilled person is outside near a campfire at night	There is a black jacket outside
44	24	3	A young woman is looking at a black jacket with a binocular	A skilled person is looked at by a woman
44	24	3	A young woman is looking at a skilled person with a binocular	A black jacket is looked at by a woman
44	24	4	Several people are moving towards the black jacket	There is a group of people near the skilled person
44	24	4	Several people are moving towards the skilled person	There is a group of people near the black jacket
44	24	5	A bald man standing to the side of a black jacket	The man stands near a skilled person.
44	24	5	A bald man standing to the side of a skilled person	The man stands near a black jacket.
44	24	6	A kid fetches a black jacket by a tree in the yard.	a kid gets a skilled person
44	24	6	A kid fetches a skilled person by a tree in the yard.	a kid gets a black jacket
44	24	7	A green frog buys a black jacket from a stand.	There is a green frog buying a skilled person
44	24	7	A green frog buys a skilled person from a stand.	There is a green frog buying a black jacket
44	24	8	A black jacket	A skilled person
44	24	8	A skilled person	A black jacket
45	24	0	The doing is photographed with a camera	There is a riding present
45	24	0	The riding is photographed with a camera	There is a doing present
45	24	1	The doing is in the water	The riding is wet
45	24	1	The riding is in the water	The doing is wet
45	24	2	A doing is outside near a campfire at night	There is a riding outside
45	24	2	A riding is outside near a campfire at night	There is a doing outside
45	24	3	A young woman is looking at a doing with a binocular	A riding is looked at by a woman
45	24	3	A young woman is looking at a riding with a binocular	A doing is looked at by a woman
45	24	4	Several people are moving towards the doing	There is a group of people near the riding
45	24	4	Several people are moving towards the riding	There is a group of people near the doing
45	24	5	A bald man standing to the side of a doing	The man stands near a riding.
45	24	5	A bald man standing to the side of a riding	The man stands near a doing.
45	24	6	A kid fetches a doing by a tree in the yard.	a kid gets a riding
45	24	6	A kid fetches a riding by a tree in the yard.	a kid gets a doing
45	24	7	A green frog buys a doing from a stand.	There is a green frog buying a riding
45	24	7	A green frog buys a riding from a stand.	There is a green frog buying a doing
45	24	8	A doing	A riding
45	24	8	A riding	A doing
46	24	0	The black is photographed with a camera	There is a on one wheel present
46	24	0	The on one wheel is photographed with a camera	There is a black present
46	24	1	The black is in the water	The on one wheel is wet
46	24	1	The on one wheel is in the water	The black is wet
46	24	2	A black is outside near a campfire at night	There is a on one wheel outside
46	24	2	A on one wheel is outside near a campfire at night	There is a black outside
46	24	3	A young woman is looking at a black with a binocular	A on one wheel is looked at by a woman
46	24	3	A young woman is looking at a on one wheel with a binocular	A black is looked at by a woman
46	24	4	Several people are moving towards the black	There is a group of people near the on one wheel
46	24	4	Several people are moving towards the on one wheel	There is a group of people near the black
46	24	5	A bald man standing to the side of a black	The man stands near a on one wheel.
46	24	5	A bald man standing to the side of a on one wheel	The man stands near a black.
46	24	6	A kid fetches a black by a tree in the yard.	a kid gets a on one wheel
46	24	6	A kid fetches a on one wheel by a tree in the yard.	a kid gets a black
46	24	7	A green frog buys a black from a stand.	There is a green frog buying a on one wheel
46	24	7	A green frog buys a on one wheel from a stand.	There is a green frog buying a black
46	24	8	A black	A on one wheel
46	24	8	A on one wheel	A black
47	24	0	The black is photographed with a camera	There is a skilled present
47	24	0	The skilled is photographed with a camera	There is a black present
47	24	1	The black is in the water	The skilled is wet
47	24	1	The skilled is in the water	The black is wet
47	24	2	A black is outside near a campfire at night	There is a skilled outside
47	24	2	A skilled is outside near a campfire at night	There is a black outside
47	24	3	A young woman is looking at a black with a binocular	A skilled is looked at by a woman
47	24	3	A young woman is looking at a skilled with a binocular	A black is looked at by a woman
47	24	4	Several people are moving towards the black	There is a group of people near the skilled
47	24	4	Several people are moving towards the skilled	There is a group of people near the black
47	24	5	A bald man standing to the side of a black	The man stands near a skilled.
47	24	5	A bald man standing to the side of a skilled	The man stands near a black.
47	24	6	A kid fetches a black by a tree in the yard.	a kid gets a skilled
47	24	6	A kid fetches a skilled by a tree in the yard.	a kid gets a black
47	24	7	A green frog buys a black from a stand.	There is a green frog buying a skilled
47	24	7	A green frog buys a skilled from a stand.	There is a green frog buying a black
47	24	8	A black	A skilled
47	24	8	A skilled	A black
48	24	0	The on a motorbike is photographed with a camera	There is a on one wheel present
48	24	0	The on one wheel is photographed with a camera	There is a on a motorbike present
48	24	1	The on a motorbike is in the water	The on one wheel is wet
48	24	1	The on one wheel is in the water	The on a motorbike is wet
48	24	2	A on a motorbike is outside near a campfire at night	There is a on one wheel outside
48	24	2	A on one wheel is outside near a campfire at night	There is a on a motorbike outside
48	24	3	A young woman is looking at a on a motorbike with a binocular	A on one wheel is looked at by a woman
48	24	3	A young woman is looking at a on one wheel with a binocular	A on a motorbike is looked at by a woman
48	24	4	Several people are moving towards the on a motorbike	There is a group of people near the on one wheel
48	24	4	Several people are moving towards the on one wheel	There is a group of people near the on a motorbike
48	24	5	A bald man standing to the side of a on a motorbike	The man stands near a on one wheel.
48	24	5	A bald man standing to the side of a on one wheel	The man stands near a on a motorbike.
48	24	6	A kid fetches a on a motorbike by a tree in the yard.	a kid gets a on one wheel
48	24	6	A kid fetches a on one wheel by a tree in the yard.	a kid gets a on a motorbike
48	24	7	A green frog buys a on a motorbike from a stand.	There is a green frog buying a on one wheel
48	24	7	A green frog buys a on one wheel from a stand.	There is a green frog buying a on a motorbike
48	24	8	A on a motorbike	A on one wheel
48	24	8	A on one wheel	A on a motorbike
49	24	0	The on a motorbike is photographed with a camera	There is a skilled present
49	24	0	The skilled is photographed with a camera	There is a on a motorbike present
49	24	1	The on a motorbike is in the water	The skilled is wet
49	24	1	The skilled is in the water	The on a motorbike is wet
49	24	2	A on a motorbike is outside near a campfire at night	There is a skilled outside
49	24	2	A skilled is outside near a campfire at night	There is a on a motorbike outside
49	24	3	A young woman is looking at a on a motorbike with a binocular	A skilled is looked at by a woman
49	24	3	A young woman is looking at a skilled with a binocular	A on a motorbike is looked at by a woman
49	24	4	Several people are moving towards the on a motorbike	There is a group of people near the skilled
49	24	4	Several people are moving towards the skilled	There is a group of people near the on a motorbike
49	24	5	A bald man standing to the side of a on a motorbike	The man stands near a skilled.
49	24	5	A bald man standing to the side of a skilled	The man stands near a on a motorbike.
49	24	6	A kid fetches a on a motorbike by a tree in the yard.	a kid gets a skilled
49	24	6	A kid fetches a skilled by a tree in the yard.	a kid gets a on a motorbike
49	24	7	A green frog buys a on a motorbike from a stand.	There is a green frog buying a skilled
49	24	7	A green frog buys a skilled from a stand.	There is a green frog buying a on a motorbike
49	24	8	A on a motorbike	A skilled
49	24	8	A skilled	A on a motorbike
50	105	0	The gym is photographed with a camera	There is a backbends present
50	105	0	The backbends is photographed with a camera	There is a gym present
50	105	1	The gym is in the water	The backbends is wet
50	105	1	The backbends is in the water	The gym is wet
50	105	2	A gym is outside near a campfire at night	There is a backbends outside
50	105	2	A backbends is outside near a campfire at night	There is a gym outside
50	105	3	A young woman is looking at a gym with a binocular	A backbends is looked at by a woman
50	105	3	A young woman is looking at a backbends with a binocular	A gym is looked at by a woman
50	105	4	Several people are moving towards the gym	There is a group of people near the backbends
50	105	4	Several people are moving towards the backbends	There is a group of people near the gym
50	105	5	A bald man standing to the side of a gym	The man stands near a backbends.
50	105	5	A bald man standing to the side of a backbends	The man stands near a gym.
50	105	6	A kid fetches a gym by a tree in the yard.	a kid gets a backbends
50	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a gym
50	105	7	A green frog buys a gym from a stand.	There is a green frog buying a backbends
50	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a gym
50	105	8	A gym	A backbends
50	105	8	A backbends	A gym
51	105	0	The gym is photographed with a camera	There is a girls present
51	105	0	The girls is photographed with a camera	There is a gym present
51	105	1	The gym is in the water	The girls is wet
51	105	1	The girls is in the water	The gym is wet
51	105	2	A gym is outside near a campfire at night	There is a girls outside
51	105	2	A girls is outside near a campfire at night	There is a gym outside
51	105	3	A young woman is looking at a gym with a binocular	A girls is looked at by a woman
51	105	3	A young woman is looking at a girls with a binocular	A gym is looked at by a woman
51	105	4	Several people are moving towards the gym	There is a group of people near the girls
51	105	4	Several people are moving towards the girls	There is a group of people near the gym
51	105	5	A bald man standing to the side of a gym	The man stands near a girls.
51	105	5	A bald man standing to the side of a girls	The man stands near a gym.
51	105	6	A kid fetches a gym by a tree in the yard.	a kid gets a girls
51	105	6	A kid fetches a girls by a tree in the yard.	a kid gets a gym
51	105	7	A green frog buys a gym from a stand.	There is a green frog buying a girls
51	105	7	A green frog buys a girls from a stand.	There is a green frog buying a gym
51	105	8	A gym	A girls
51	105	8	A girls	A gym
52	105	0	The gym is photographed with a camera	There is a outdoors present
52	105	0	The outdoors is photographed with a camera	There is a gym present
52	105	1	The gym is in the water	The outdoors is wet
52	105	1	The outdoors is in the water	The gym is wet
52	105	2	A gym is outside near a campfire at night	There is a outdoors outside
52	105	2	A outdoors is outside near a campfire at night	There is a gym outside
52	105	3	A young woman is looking at a gym with a binocular	A outdoors is looked at by a woman
52	105	3	A young woman is looking at a outdoors with a binocular	A gym is looked at by a woman
52	105	4	Several people are moving towards the gym	There is a group of people near the outdoors
52	105	4	Several people are moving towards the outdoors	There is a group of people near the gym
52	105	5	A bald man standing to the side of a gym	The man stands near a outdoors.
52	105	5	A bald man standing to the side of a outdoors	The man stands near a gym.
