CombID	SenID	templatenum	prem	hyp	label	meta
44	31	4	Several people are moving towards the flying debris	There is a group of people near the wild birds	disjoint	add
44	31	5	A bald man standing to the side of a wild birds	The man stands near a flying debris.	disjoint	add
44	31	5	A bald man standing to the side of a flying debris	The man stands near a wild birds.	disjoint	add
44	31	6	A kid fetches a wild birds by a tree in the yard.	a kid gets a flying debris	disjoint	add
44	31	6	A kid fetches a flying debris by a tree in the yard.	a kid gets a wild birds	disjoint	add
44	31	7	A green frog buys a wild birds from a stand.	There is a green frog buying a flying debris	disjoint	add
44	31	7	A green frog buys a flying debris from a stand.	There is a green frog buying a wild birds	disjoint	add
44	31	8	A wild birds	A flying debris	disjoint	add
44	31	8	A flying debris	A wild birds	disjoint	add
45	33	0	The black is photographed with a camera	There is a woman present	independent	org
45	33	0	The woman is photographed with a camera	There is a black present	independent	org
45	33	1	The black is in the water	The woman is wet	independent	org
45	33	1	The woman is in the water	The black is wet	independent	org
45	33	2	A black is outside near a campfire at night	There is a woman outside	independent	org
45	33	2	A woman is outside near a campfire at night	There is a black outside	independent	org
45	33	3	A young woman is looking at a black with a binocular	A woman is looked at by a woman	independent	org
45	33	3	A young woman is looking at a woman with a binocular	A black is looked at by a woman	independent	org
45	33	4	Several people are moving towards the black	There is a group of people near the woman	independent	org
45	33	4	Several people are moving towards the woman	There is a group of people near the black	independent	org
45	33	5	A bald man standing to the side of a black	The man stands near a woman.	independent	org
45	33	5	A bald man standing to the side of a woman	The man stands near a black.	independent	org
45	33	6	A kid fetches a black by a tree in the yard.	a kid gets a woman	independent	org
45	33	6	A kid fetches a woman by a tree in the yard.	a kid gets a black	independent	org
45	33	7	A green frog buys a black from a stand.	There is a green frog buying a woman	independent	org
45	33	7	A green frog buys a woman from a stand.	There is a green frog buying a black	independent	org
45	33	8	A black	A woman	independent	org
45	33	8	A woman	A black	independent	org
46	35	0	The blue is photographed with a camera	There is a color present	forwardentailment	org
46	35	0	The color is photographed with a camera	There is a blue present	forwardentailment	org
46	35	1	The blue is in the water	The color is wet	forwardentailment	org
46	35	1	The color is in the water	The blue is wet	forwardentailment	org
46	35	2	A blue is outside near a campfire at night	There is a color outside	forwardentailment	org
46	35	2	A color is outside near a campfire at night	There is a blue outside	forwardentailment	org
46	35	3	A young woman is looking at a blue with a binocular	A color is looked at by a woman	forwardentailment	org
46	35	3	A young woman is looking at a color with a binocular	A blue is looked at by a woman	forwardentailment	org
46	35	4	Several people are moving towards the blue	There is a group of people near the color	forwardentailment	org
46	35	4	Several people are moving towards the color	There is a group of people near the blue	forwardentailment	org
46	35	5	A bald man standing to the side of a blue	The man stands near a color.	forwardentailment	org
46	35	5	A bald man standing to the side of a color	The man stands near a blue.	forwardentailment	org
46	35	6	A kid fetches a blue by a tree in the yard.	a kid gets a color	forwardentailment	org
46	35	6	A kid fetches a color by a tree in the yard.	a kid gets a blue	forwardentailment	org
46	35	7	A green frog buys a blue from a stand.	There is a green frog buying a color	forwardentailment	org
46	35	7	A green frog buys a color from a stand.	There is a green frog buying a blue	forwardentailment	org
46	35	8	A blue	A color	forwardentailment	org
46	35	8	A color	A blue	forwardentailment	org
47	36	0	The blue is photographed with a camera	There is a water present	independent	org
47	36	0	The water is photographed with a camera	There is a blue present	independent	org
47	36	1	The blue is in the water	The water is wet	independent	org
47	36	1	The water is in the water	The blue is wet	independent	org
47	36	2	A blue is outside near a campfire at night	There is a water outside	independent	org
47	36	2	A water is outside near a campfire at night	There is a blue outside	independent	org
47	36	3	A young woman is looking at a blue with a binocular	A water is looked at by a woman	independent	org
47	36	3	A young woman is looking at a water with a binocular	A blue is looked at by a woman	independent	org
47	36	4	Several people are moving towards the blue	There is a group of people near the water	independent	org
47	36	4	Several people are moving towards the water	There is a group of people near the blue	independent	org
47	36	5	A bald man standing to the side of a blue	The man stands near a water.	independent	org
47	36	5	A bald man standing to the side of a water	The man stands near a blue.	independent	org
47	36	6	A kid fetches a blue by a tree in the yard.	a kid gets a water	independent	org
47	36	6	A kid fetches a water by a tree in the yard.	a kid gets a blue	independent	org
47	36	7	A green frog buys a blue from a stand.	There is a green frog buying a water	independent	org
47	36	7	A green frog buys a water from a stand.	There is a green frog buying a blue	independent	org
47	36	8	A blue	A water	independent	org
47	36	8	A water	A blue	independent	org
48	36	0	The blues is photographed with a camera	There is a water reservoirs present	disjoint	add
48	36	0	The water reservoirs is photographed with a camera	There is a blues present	disjoint	add
48	36	1	The blues is in the water	The water reservoirs is wet	disjoint	add
48	36	1	The water reservoirs is in the water	The blues is wet	disjoint	add
48	36	2	A blues is outside near a campfire at night	There is a water reservoirs outside	disjoint	add
48	36	2	A water reservoirs is outside near a campfire at night	There is a blues outside	disjoint	add
48	36	3	A young woman is looking at a blues with a binocular	A water reservoirs is looked at by a woman	disjoint	add
48	36	3	A young woman is looking at a water reservoirs with a binocular	A blues is looked at by a woman	disjoint	add
48	36	4	Several people are moving towards the blues	There is a group of people near the water reservoirs	disjoint	add
48	36	4	Several people are moving towards the water reservoirs	There is a group of people near the blues	disjoint	add
48	36	5	A bald man standing to the side of a blues	The man stands near a water reservoirs.	disjoint	add
48	36	5	A bald man standing to the side of a water reservoirs	The man stands near a blues.	disjoint	add
48	36	6	A kid fetches a blues by a tree in the yard.	a kid gets a water reservoirs	disjoint	add
48	36	6	A kid fetches a water reservoirs by a tree in the yard.	a kid gets a blues	disjoint	add
48	36	7	A green frog buys a blues from a stand.	There is a green frog buying a water reservoirs	disjoint	add
48	36	7	A green frog buys a water reservoirs from a stand.	There is a green frog buying a blues	disjoint	add
48	36	8	A blues	A water reservoirs	disjoint	add
48	36	8	A water reservoirs	A blues	disjoint	add
49	36	0	The pan blues is photographed with a camera	There is a water present	disjoint	add
49	36	0	The water is photographed with a camera	There is a pan blues present	disjoint	add
49	36	1	The pan blues is in the water	The water is wet	disjoint	add
49	36	1	The water is in the water	The pan blues is wet	disjoint	add
49	36	2	A pan blues is outside near a campfire at night	There is a water outside	disjoint	add
49	36	2	A water is outside near a campfire at night	There is a pan blues outside	disjoint	add
49	36	3	A young woman is looking at a pan blues with a binocular	A water is looked at by a woman	disjoint	add
49	36	3	A young woman is looking at a water with a binocular	A pan blues is looked at by a woman	disjoint	add
49	36	4	Several people are moving towards the pan blues	There is a group of people near the water	disjoint	add
49	36	4	Several people are moving towards the water	There is a group of people near the pan blues	disjoint	add
49	36	5	A bald man standing to the side of a pan blues	The man stands near a water.	disjoint	add
49	36	5	A bald man standing to the side of a water	The man stands near a pan blues.	disjoint	add
49	36	6	A kid fetches a pan blues by a tree in the yard.	a kid gets a water	disjoint	add
49	36	6	A kid fetches a water by a tree in the yard.	a kid gets a pan blues	disjoint	add
49	36	7	A green frog buys a pan blues from a stand.	There is a green frog buying a water	disjoint	add
49	36	7	A green frog buys a water from a stand.	There is a green frog buying a pan blues	disjoint	add
49	36	8	A pan blues	A water	disjoint	add
49	36	8	A water	A pan blues	disjoint	add
50	38	0	The boat is photographed with a camera	There is a sail present	independent	org
50	38	0	The sail is photographed with a camera	There is a boat present	independent	org
50	38	1	The boat is in the water	The sail is wet	independent	org
50	38	1	The sail is in the water	The boat is wet	independent	org
50	38	2	A boat is outside near a campfire at night	There is a sail outside	independent	org
50	38	2	A sail is outside near a campfire at night	There is a boat outside	independent	org
50	38	3	A young woman is looking at a boat with a binocular	A sail is looked at by a woman	independent	org
50	38	3	A young woman is looking at a sail with a binocular	A boat is looked at by a woman	independent	org
50	38	4	Several people are moving towards the boat	There is a group of people near the sail	independent	org
50	38	4	Several people are moving towards the sail	There is a group of people near the boat	independent	org
50	38	5	A bald man standing to the side of a boat	The man stands near a sail.	independent	org
50	38	5	A bald man standing to the side of a sail	The man stands near a boat.	independent	org
50	38	6	A kid fetches a boat by a tree in the yard.	a kid gets a sail	independent	org
50	38	6	A kid fetches a sail by a tree in the yard.	a kid gets a boat	independent	org
50	38	7	A green frog buys a boat from a stand.	There is a green frog buying a sail	independent	org
50	38	7	A green frog buys a sail from a stand.	There is a green frog buying a boat	independent	org
50	38	8	A boat	A sail	independent	org
50	38	8	A sail	A boat	independent	org
51	38	0	The zodiac boats is photographed with a camera	There is a plans to sail to kenya present	disjoint	add
51	38	0	The plans to sail to kenya is photographed with a camera	There is a zodiac boats present	disjoint	add
51	38	1	The zodiac boats is in the water	The plans to sail to kenya is wet	disjoint	add
51	38	1	The plans to sail to kenya is in the water	The zodiac boats is wet	disjoint	add
51	38	2	A zodiac boats is outside near a campfire at night	There is a plans to sail to kenya outside	disjoint	add
51	38	2	A plans to sail to kenya is outside near a campfire at night	There is a zodiac boats outside	disjoint	add
51	38	3	A young woman is looking at a zodiac boats with a binocular	A plans to sail to kenya is looked at by a woman	disjoint	add
51	38	3	A young woman is looking at a plans to sail to kenya with a binocular	A zodiac boats is looked at by a woman	disjoint	add
51	38	4	Several people are moving towards the zodiac boats	There is a group of people near the plans to sail to kenya	disjoint	add
51	38	4	Several people are moving towards the plans to sail to kenya	There is a group of people near the zodiac boats	disjoint	add
51	38	5	A bald man standing to the side of a zodiac boats	The man stands near a plans to sail to kenya.	disjoint	add
51	38	5	A bald man standing to the side of a plans to sail to kenya	The man stands near a zodiac boats.	disjoint	add
51	38	6	A kid fetches a zodiac boats by a tree in the yard.	a kid gets a plans to sail to kenya	disjoint	add
51	38	6	A kid fetches a plans to sail to kenya by a tree in the yard.	a kid gets a zodiac boats	disjoint	add
51	38	7	A green frog buys a zodiac boats from a stand.	There is a green frog buying a plans to sail to kenya	disjoint	add
51	38	7	A green frog buys a plans to sail to kenya from a stand.	There is a green frog buying a zodiac boats	disjoint	add
51	38	8	A zodiac boats	A plans to sail to kenya	disjoint	add
51	38	8	A plans to sail to kenya	A zodiac boats	disjoint	add
52	38	0	The inflatable zodiac boats is photographed with a camera	There is a plans to sail to kenya present	disjoint	add
52	38	0	The plans to sail to kenya is photographed with a camera	There is a inflatable zodiac boats present	disjoint	add
52	38	1	The inflatable zodiac boats is in the water	The plans to sail to kenya is wet	disjoint	add
52	38	1	The plans to sail to kenya is in the water	The inflatable zodiac boats is wet	disjoint	add
52	38	2	A inflatable zodiac boats is outside near a campfire at night	There is a plans to sail to kenya outside	disjoint	add
52	38	2	A plans to sail to kenya is outside near a campfire at night	There is a inflatable zodiac boats outside	disjoint	add
52	38	3	A young woman is looking at a inflatable zodiac boats with a binocular	A plans to sail to kenya is looked at by a woman	disjoint	add
52	38	3	A young woman is looking at a plans to sail to kenya with a binocular	A inflatable zodiac boats is looked at by a woman	disjoint	add
52	38	4	Several people are moving towards the inflatable zodiac boats	There is a group of people near the plans to sail to kenya	disjoint	add
52	38	4	Several people are moving towards the plans to sail to kenya	There is a group of people near the inflatable zodiac boats	disjoint	add
52	38	5	A bald man standing to the side of a inflatable zodiac boats	The man stands near a plans to sail to kenya.	disjoint	add
52	38	5	A bald man standing to the side of a plans to sail to kenya	The man stands near a inflatable zodiac boats.	disjoint	add
52	38	6	A kid fetches a inflatable zodiac boats by a tree in the yard.	a kid gets a plans to sail to kenya	disjoint	add
52	38	6	A kid fetches a plans to sail to kenya by a tree in the yard.	a kid gets a inflatable zodiac boats	disjoint	add
52	38	7	A green frog buys a inflatable zodiac boats from a stand.	There is a green frog buying a plans to sail to kenya	disjoint	add
52	38	7	A green frog buys a plans to sail to kenya from a stand.	There is a green frog buying a inflatable zodiac boats	disjoint	add
52	38	8	A inflatable zodiac boats	A plans to sail to kenya	disjoint	add
52	38	8	A plans to sail to kenya	A inflatable zodiac boats	disjoint	add
53	39	0	The boat is photographed with a camera	There is a vehicle present	forwardentailment	org
53	39	0	The vehicle is photographed with a camera	There is a boat present	forwardentailment	org
53	39	1	The boat is in the water	The vehicle is wet	forwardentailment	org
53	39	1	The vehicle is in the water	The boat is wet	forwardentailment	org
53	39	2	A boat is outside near a campfire at night	There is a vehicle outside	forwardentailment	org
53	39	2	A vehicle is outside near a campfire at night	There is a boat outside	forwardentailment	org
53	39	3	A young woman is looking at a boat with a binocular	A vehicle is looked at by a woman	forwardentailment	org
53	39	3	A young woman is looking at a vehicle with a binocular	A boat is looked at by a woman	forwardentailment	org
53	39	4	Several people are moving towards the boat	There is a group of people near the vehicle	forwardentailment	org
53	39	4	Several people are moving towards the vehicle	There is a group of people near the boat	forwardentailment	org
53	39	5	A bald man standing to the side of a boat	The man stands near a vehicle.	forwardentailment	org
53	39	5	A bald man standing to the side of a vehicle	The man stands near a boat.	forwardentailment	org
53	39	6	A kid fetches a boat by a tree in the yard.	a kid gets a vehicle	forwardentailment	org
53	39	6	A kid fetches a vehicle by a tree in the yard.	a kid gets a boat	forwardentailment	org
53	39	7	A green frog buys a boat from a stand.	There is a green frog buying a vehicle	forwardentailment	org
53	39	7	A green frog buys a vehicle from a stand.	There is a green frog buying a boat	forwardentailment	org
53	39	8	A boat	A vehicle	forwardentailment	org
53	39	8	A vehicle	A boat	forwardentailment	org
54	40	0	The body is photographed with a camera	There is a person present	independent	org
54	40	0	The person is photographed with a camera	There is a body present	independent	org
54	40	1	The body is in the water	The person is wet	independent	org
54	40	1	The person is in the water	The body is wet	independent	org
54	40	2	A body is outside near a campfire at night	There is a person outside	independent	org
54	40	2	A person is outside near a campfire at night	There is a body outside	independent	org
54	40	3	A young woman is looking at a body with a binocular	A person is looked at by a woman	independent	org
54	40	3	A young woman is looking at a person with a binocular	A body is looked at by a woman	independent	org
54	40	4	Several people are moving towards the body	There is a group of people near the person	independent	org
54	40	4	Several people are moving towards the person	There is a group of people near the body	independent	org
54	40	5	A bald man standing to the side of a body	The man stands near a person.	independent	org
54	40	5	A bald man standing to the side of a person	The man stands near a body.	independent	org
54	40	6	A kid fetches a body by a tree in the yard.	a kid gets a person	independent	org
54	40	6	A kid fetches a person by a tree in the yard.	a kid gets a body	independent	org
54	40	7	A green frog buys a body from a stand.	There is a green frog buying a person	independent	org
54	40	7	A green frog buys a person from a stand.	There is a green frog buying a body	independent	org
54	40	8	A body	A person	independent	org
54	40	8	A person	A body	independent	org
55	41	0	The book is photographed with a camera	There is a video present	disjoint	org
55	41	0	The video is photographed with a camera	There is a book present	disjoint	org
55	41	1	The book is in the water	The video is wet	disjoint	org
55	41	1	The video is in the water	The book is wet	disjoint	org
55	41	2	A book is outside near a campfire at night	There is a video outside	disjoint	org
55	41	2	A video is outside near a campfire at night	There is a book outside	disjoint	org
55	41	3	A young woman is looking at a book with a binocular	A video is looked at by a woman	disjoint	org
55	41	3	A young woman is looking at a video with a binocular	A book is looked at by a woman	disjoint	org
55	41	4	Several people are moving towards the book	There is a group of people near the video	disjoint	org
55	41	4	Several people are moving towards the video	There is a group of people near the book	disjoint	org
55	41	5	A bald man standing to the side of a book	The man stands near a video.	disjoint	org
55	41	5	A bald man standing to the side of a video	The man stands near a book.	disjoint	org
55	41	6	A kid fetches a book by a tree in the yard.	a kid gets a video	disjoint	org
55	41	6	A kid fetches a video by a tree in the yard.	a kid gets a book	disjoint	org
55	41	7	A green frog buys a book from a stand.	There is a green frog buying a video	disjoint	org
55	41	7	A green frog buys a video from a stand.	There is a green frog buying a book	disjoint	org
55	41	8	A book	A video	disjoint	org
55	41	8	A video	A book	disjoint	org
56	41	0	The published book is photographed with a camera	There is a video present	disjoint	add
56	41	0	The video is photographed with a camera	There is a published book present	disjoint	add
56	41	1	The published book is in the water	The video is wet	disjoint	add
56	41	1	The video is in the water	The published book is wet	disjoint	add
56	41	2	A published book is outside near a campfire at night	There is a video outside	disjoint	add
56	41	2	A video is outside near a campfire at night	There is a published book outside	disjoint	add
56	41	3	A young woman is looking at a published book with a binocular	A video is looked at by a woman	disjoint	add
56	41	3	A young woman is looking at a video with a binocular	A published book is looked at by a woman	disjoint	add
56	41	4	Several people are moving towards the published book	There is a group of people near the video	disjoint	add
56	41	4	Several people are moving towards the video	There is a group of people near the published book	disjoint	add
56	41	5	A bald man standing to the side of a published book	The man stands near a video.	disjoint	add
56	41	5	A bald man standing to the side of a video	The man stands near a published book.	disjoint	add
56	41	6	A kid fetches a published book by a tree in the yard.	a kid gets a video	disjoint	add
56	41	6	A kid fetches a video by a tree in the yard.	a kid gets a published book	disjoint	add
56	41	7	A green frog buys a published book from a stand.	There is a green frog buying a video	disjoint	add
56	41	7	A green frog buys a video from a stand.	There is a green frog buying a published book	disjoint	add
56	41	8	A published book	A video	disjoint	add
56	41	8	A video	A published book	disjoint	add
57	42	0	The bottom is photographed with a camera	There is a top present	disjoint	org
57	42	0	The top is photographed with a camera	There is a bottom present	disjoint	org
57	42	1	The bottom is in the water	The top is wet	disjoint	org
57	42	1	The top is in the water	The bottom is wet	disjoint	org
57	42	2	A bottom is outside near a campfire at night	There is a top outside	disjoint	org
57	42	2	A top is outside near a campfire at night	There is a bottom outside	disjoint	org
57	42	3	A young woman is looking at a bottom with a binocular	A top is looked at by a woman	disjoint	org
57	42	3	A young woman is looking at a top with a binocular	A bottom is looked at by a woman	disjoint	org
57	42	4	Several people are moving towards the bottom	There is a group of people near the top	disjoint	org
57	42	4	Several people are moving towards the top	There is a group of people near the bottom	disjoint	org
57	42	5	A bald man standing to the side of a bottom	The man stands near a top.	disjoint	org
57	42	5	A bald man standing to the side of a top	The man stands near a bottom.	disjoint	org
57	42	6	A kid fetches a bottom by a tree in the yard.	a kid gets a top	disjoint	org
57	42	6	A kid fetches a top by a tree in the yard.	a kid gets a bottom	disjoint	org
57	42	7	A green frog buys a bottom from a stand.	There is a green frog buying a top	disjoint	org
57	42	7	A green frog buys a top from a stand.	There is a green frog buying a bottom	disjoint	org
57	42	8	A bottom	A top	disjoint	org
57	42	8	A top	A bottom	disjoint	org
58	43	0	The boulder is photographed with a camera	There is a rock present	forwardentailment	org
58	43	0	The rock is photographed with a camera	There is a boulder present	forwardentailment	org
58	43	1	The boulder is in the water	The rock is wet	forwardentailment	org
58	43	1	The rock is in the water	The boulder is wet	forwardentailment	org
58	43	2	A boulder is outside near a campfire at night	There is a rock outside	forwardentailment	org
58	43	2	A rock is outside near a campfire at night	There is a boulder outside	forwardentailment	org
58	43	3	A young woman is looking at a boulder with a binocular	A rock is looked at by a woman	forwardentailment	org
58	43	3	A young woman is looking at a rock with a binocular	A boulder is looked at by a woman	forwardentailment	org
58	43	4	Several people are moving towards the boulder	There is a group of people near the rock	forwardentailment	org
58	43	4	Several people are moving towards the rock	There is a group of people near the boulder	forwardentailment	org
58	43	5	A bald man standing to the side of a boulder	The man stands near a rock.	forwardentailment	org
58	43	5	A bald man standing to the side of a rock	The man stands near a boulder.	forwardentailment	org
58	43	6	A kid fetches a boulder by a tree in the yard.	a kid gets a rock	forwardentailment	org
58	43	6	A kid fetches a rock by a tree in the yard.	a kid gets a boulder	forwardentailment	org
58	43	7	A green frog buys a boulder from a stand.	There is a green frog buying a rock	forwardentailment	org
58	43	7	A green frog buys a rock from a stand.	There is a green frog buying a boulder	forwardentailment	org
58	43	8	A boulder	A rock	forwardentailment	org
58	43	8	A rock	A boulder	forwardentailment	org
59	44	0	The bowl is photographed with a camera	There is a container present	forwardentailment	org
59	44	0	The container is photographed with a camera	There is a bowl present	forwardentailment	org
59	44	1	The bowl is in the water	The container is wet	forwardentailment	org
59	44	1	The container is in the water	The bowl is wet	forwardentailment	org
59	44	2	A bowl is outside near a campfire at night	There is a container outside	forwardentailment	org
59	44	2	A container is outside near a campfire at night	There is a bowl outside	forwardentailment	org
59	44	3	A young woman is looking at a bowl with a binocular	A container is looked at by a woman	forwardentailment	org
59	44	3	A young woman is looking at a container with a binocular	A bowl is looked at by a woman	forwardentailment	org
59	44	4	Several people are moving towards the bowl	There is a group of people near the container	forwardentailment	org
59	44	4	Several people are moving towards the container	There is a group of people near the bowl	forwardentailment	org
59	44	5	A bald man standing to the side of a bowl	The man stands near a container.	forwardentailment	org
59	44	5	A bald man standing to the side of a container	The man stands near a bowl.	forwardentailment	org
59	44	6	A kid fetches a bowl by a tree in the yard.	a kid gets a container	forwardentailment	org
59	44	6	A kid fetches a container by a tree in the yard.	a kid gets a bowl	forwardentailment	org
59	44	7	A green frog buys a bowl from a stand.	There is a green frog buying a container	forwardentailment	org
59	44	7	A green frog buys a container from a stand.	There is a green frog buying a bowl	forwardentailment	org
59	44	8	A bowl	A container	forwardentailment	org
59	44	8	A container	A bowl	forwardentailment	org
60	45	0	The bowl is photographed with a camera	There is a dish present	forwardentailment	org
60	45	0	The dish is photographed with a camera	There is a bowl present	forwardentailment	org
60	45	1	The bowl is in the water	The dish is wet	forwardentailment	org
60	45	1	The dish is in the water	The bowl is wet	forwardentailment	org
60	45	2	A bowl is outside near a campfire at night	There is a dish outside	forwardentailment	org
60	45	2	A dish is outside near a campfire at night	There is a bowl outside	forwardentailment	org
60	45	3	A young woman is looking at a bowl with a binocular	A dish is looked at by a woman	forwardentailment	org
60	45	3	A young woman is looking at a dish with a binocular	A bowl is looked at by a woman	forwardentailment	org
60	45	4	Several people are moving towards the bowl	There is a group of people near the dish	forwardentailment	org
60	45	4	Several people are moving towards the dish	There is a group of people near the bowl	forwardentailment	org
60	45	5	A bald man standing to the side of a bowl	The man stands near a dish.	forwardentailment	org
60	45	5	A bald man standing to the side of a dish	The man stands near a bowl.	forwardentailment	org
60	45	6	A kid fetches a bowl by a tree in the yard.	a kid gets a dish	forwardentailment	org
60	45	6	A kid fetches a dish by a tree in the yard.	a kid gets a bowl	forwardentailment	org
60	45	7	A green frog buys a bowl from a stand.	There is a green frog buying a dish	forwardentailment	org
60	45	7	A green frog buys a dish from a stand.	There is a green frog buying a bowl	forwardentailment	org
60	45	8	A bowl	A dish	forwardentailment	org
60	45	8	A dish	A bowl	forwardentailment	org
61	45	0	The bowl advertisements is photographed with a camera	There is a venus rosewater dish present	disjoint	add
61	45	0	The venus rosewater dish is photographed with a camera	There is a bowl advertisements present	disjoint	add
61	45	1	The bowl advertisements is in the water	The venus rosewater dish is wet	disjoint	add
61	45	1	The venus rosewater dish is in the water	The bowl advertisements is wet	disjoint	add
61	45	2	A bowl advertisements is outside near a campfire at night	There is a venus rosewater dish outside	disjoint	add
61	45	2	A venus rosewater dish is outside near a campfire at night	There is a bowl advertisements outside	disjoint	add
61	45	3	A young woman is looking at a bowl advertisements with a binocular	A venus rosewater dish is looked at by a woman	disjoint	add
61	45	3	A young woman is looking at a venus rosewater dish with a binocular	A bowl advertisements is looked at by a woman	disjoint	add
61	45	4	Several people are moving towards the bowl advertisements	There is a group of people near the venus rosewater dish	disjoint	add
61	45	4	Several people are moving towards the venus rosewater dish	There is a group of people near the bowl advertisements	disjoint	add
61	45	5	A bald man standing to the side of a bowl advertisements	The man stands near a venus rosewater dish.	disjoint	add
61	45	5	A bald man standing to the side of a venus rosewater dish	The man stands near a bowl advertisements.	disjoint	add
61	45	6	A kid fetches a bowl advertisements by a tree in the yard.	a kid gets a venus rosewater dish	disjoint	add
61	45	6	A kid fetches a venus rosewater dish by a tree in the yard.	a kid gets a bowl advertisements	disjoint	add
61	45	7	A green frog buys a bowl advertisements from a stand.	There is a green frog buying a venus rosewater dish	disjoint	add
61	45	7	A green frog buys a venus rosewater dish from a stand.	There is a green frog buying a bowl advertisements	disjoint	add
61	45	8	A bowl advertisements	A venus rosewater dish	disjoint	add
61	45	8	A venus rosewater dish	A bowl advertisements	disjoint	add
62	46	0	The box is photographed with a camera	There is a tape present	disjoint	org
62	46	0	The tape is photographed with a camera	There is a box present	disjoint	org
62	46	1	The box is in the water	The tape is wet	disjoint	org
62	46	1	The tape is in the water	The box is wet	disjoint	org
62	46	2	A box is outside near a campfire at night	There is a tape outside	disjoint	org
62	46	2	A tape is outside near a campfire at night	There is a box outside	disjoint	org
62	46	3	A young woman is looking at a box with a binocular	A tape is looked at by a woman	disjoint	org
62	46	3	A young woman is looking at a tape with a binocular	A box is looked at by a woman	disjoint	org
62	46	4	Several people are moving towards the box	There is a group of people near the tape	disjoint	org
62	46	4	Several people are moving towards the tape	There is a group of people near the box	disjoint	org
62	46	5	A bald man standing to the side of a box	The man stands near a tape.	disjoint	org
62	46	5	A bald man standing to the side of a tape	The man stands near a box.	disjoint	org
62	46	6	A kid fetches a box by a tree in the yard.	a kid gets a tape	disjoint	org
62	46	6	A kid fetches a tape by a tree in the yard.	a kid gets a box	disjoint	org
62	46	7	A green frog buys a box from a stand.	There is a green frog buying a tape	disjoint	org
62	46	7	A green frog buys a tape from a stand.	There is a green frog buying a box	disjoint	org
62	46	8	A box	A tape	disjoint	org
62	46	8	A tape	A box	disjoint	org
63	46	0	The box is photographed with a camera	There is a adhesive tape present	disjoint	add
63	46	0	The adhesive tape is photographed with a camera	There is a box present	disjoint	add
63	46	1	The box is in the water	The adhesive tape is wet	disjoint	add
63	46	1	The adhesive tape is in the water	The box is wet	disjoint	add
63	46	2	A box is outside near a campfire at night	There is a adhesive tape outside	disjoint	add
63	46	2	A adhesive tape is outside near a campfire at night	There is a box outside	disjoint	add
63	46	3	A young woman is looking at a box with a binocular	A adhesive tape is looked at by a woman	disjoint	add
63	46	3	A young woman is looking at a adhesive tape with a binocular	A box is looked at by a woman	disjoint	add
63	46	4	Several people are moving towards the box	There is a group of people near the adhesive tape	disjoint	add
63	46	4	Several people are moving towards the adhesive tape	There is a group of people near the box	disjoint	add
63	46	5	A bald man standing to the side of a box	The man stands near a adhesive tape.	disjoint	add
63	46	5	A bald man standing to the side of a adhesive tape	The man stands near a box.	disjoint	add
63	46	6	A kid fetches a box by a tree in the yard.	a kid gets a adhesive tape	disjoint	add
63	46	6	A kid fetches a adhesive tape by a tree in the yard.	a kid gets a box	disjoint	add
63	46	7	A green frog buys a box from a stand.	There is a green frog buying a adhesive tape	disjoint	add
63	46	7	A green frog buys a adhesive tape from a stand.	There is a green frog buying a box	disjoint	add
63	46	8	A box	A adhesive tape	disjoint	add
63	46	8	A adhesive tape	A box	disjoint	add
64	47	0	The boy is photographed with a camera	There is a child present	forwardentailment	org
64	47	0	The child is photographed with a camera	There is a boy present	forwardentailment	org
64	47	1	The boy is in the water	The child is wet	forwardentailment	org
64	47	1	The child is in the water	The boy is wet	forwardentailment	org
64	47	2	A boy is outside near a campfire at night	There is a child outside	forwardentailment	org
64	47	2	A child is outside near a campfire at night	There is a boy outside	forwardentailment	org
64	47	3	A young woman is looking at a boy with a binocular	A child is looked at by a woman	forwardentailment	org
64	47	3	A young woman is looking at a child with a binocular	A boy is looked at by a woman	forwardentailment	org
64	47	4	Several people are moving towards the boy	There is a group of people near the child	forwardentailment	org
64	47	4	Several people are moving towards the child	There is a group of people near the boy	forwardentailment	org
64	47	5	A bald man standing to the side of a boy	The man stands near a child.	forwardentailment	org
64	47	5	A bald man standing to the side of a child	The man stands near a boy.	forwardentailment	org
64	47	6	A kid fetches a boy by a tree in the yard.	a kid gets a child	forwardentailment	org
64	47	6	A kid fetches a child by a tree in the yard.	a kid gets a boy	forwardentailment	org
64	47	7	A green frog buys a boy from a stand.	There is a green frog buying a child	forwardentailment	org
64	47	7	A green frog buys a child from a stand.	There is a green frog buying a boy	forwardentailment	org
64	47	8	A boy	A child	forwardentailment	org
64	47	8	A child	A boy	forwardentailment	org
65	47	0	The 9-year-old boy is photographed with a camera	There is a child present	forwardentailment	add
65	47	0	The child is photographed with a camera	There is a 9-year-old boy present	forwardentailment	add
65	47	1	The 9-year-old boy is in the water	The child is wet	forwardentailment	add
65	47	1	The child is in the water	The 9-year-old boy is wet	forwardentailment	add
65	47	2	A 9-year-old boy is outside near a campfire at night	There is a child outside	forwardentailment	add
65	47	2	A child is outside near a campfire at night	There is a 9-year-old boy outside	forwardentailment	add
65	47	3	A young woman is looking at a 9-year-old boy with a binocular	A child is looked at by a woman	forwardentailment	add
65	47	3	A young woman is looking at a child with a binocular	A 9-year-old boy is looked at by a woman	forwardentailment	add
