CombID	SenID	templatenum	prem	hyp	label
52	38	3	A young woman is looking at a inflatable zodiac boats with a binocular	A plans to sail to kenya is looked at by a woman	disjoint
52	38	3	A young woman is looking at a plans to sail to kenya with a binocular	A inflatable zodiac boats is looked at by a woman	disjoint
52	38	4	Several people are moving towards the inflatable zodiac boats	There is a group of people near the plans to sail to kenya	disjoint
52	38	4	Several people are moving towards the plans to sail to kenya	There is a group of people near the inflatable zodiac boats	disjoint
52	38	5	A bald man standing to the side of a inflatable zodiac boats	The man stands near a plans to sail to kenya.	disjoint
52	38	5	A bald man standing to the side of a plans to sail to kenya	The man stands near a inflatable zodiac boats.	disjoint
52	38	6	A kid fetches a inflatable zodiac boats by a tree in the yard.	a kid gets a plans to sail to kenya	disjoint
52	38	6	A kid fetches a plans to sail to kenya by a tree in the yard.	a kid gets a inflatable zodiac boats	disjoint
52	38	7	A green frog buys a inflatable zodiac boats from a stand.	There is a green frog buying a plans to sail to kenya	disjoint
52	38	7	A green frog buys a plans to sail to kenya from a stand.	There is a green frog buying a inflatable zodiac boats	disjoint
52	38	8	A inflatable zodiac boats	A plans to sail to kenya	disjoint
52	38	8	A plans to sail to kenya	A inflatable zodiac boats	disjoint
53	39	0	The boat is photographed with a camera	There is a vehicle present	forwardentailment
53	39	0	The vehicle is photographed with a camera	There is a boat present	forwardentailment
53	39	1	The boat is in the water	The vehicle is wet	forwardentailment
53	39	1	The vehicle is in the water	The boat is wet	forwardentailment
53	39	2	A boat is outside near a campfire at night	There is a vehicle outside	forwardentailment
53	39	2	A vehicle is outside near a campfire at night	There is a boat outside	forwardentailment
53	39	3	A young woman is looking at a boat with a binocular	A vehicle is looked at by a woman	forwardentailment
53	39	3	A young woman is looking at a vehicle with a binocular	A boat is looked at by a woman	forwardentailment
53	39	4	Several people are moving towards the boat	There is a group of people near the vehicle	forwardentailment
53	39	4	Several people are moving towards the vehicle	There is a group of people near the boat	forwardentailment
53	39	5	A bald man standing to the side of a boat	The man stands near a vehicle.	forwardentailment
53	39	5	A bald man standing to the side of a vehicle	The man stands near a boat.	forwardentailment
53	39	6	A kid fetches a boat by a tree in the yard.	a kid gets a vehicle	forwardentailment
53	39	6	A kid fetches a vehicle by a tree in the yard.	a kid gets a boat	forwardentailment
53	39	7	A green frog buys a boat from a stand.	There is a green frog buying a vehicle	forwardentailment
53	39	7	A green frog buys a vehicle from a stand.	There is a green frog buying a boat	forwardentailment
53	39	8	A boat	A vehicle	forwardentailment
53	39	8	A vehicle	A boat	forwardentailment
54	40	0	The body is photographed with a camera	There is a person present	independent
54	40	0	The person is photographed with a camera	There is a body present	independent
54	40	1	The body is in the water	The person is wet	independent
54	40	1	The person is in the water	The body is wet	independent
54	40	2	A body is outside near a campfire at night	There is a person outside	independent
54	40	2	A person is outside near a campfire at night	There is a body outside	independent
54	40	3	A young woman is looking at a body with a binocular	A person is looked at by a woman	independent
54	40	3	A young woman is looking at a person with a binocular	A body is looked at by a woman	independent
54	40	4	Several people are moving towards the body	There is a group of people near the person	independent
54	40	4	Several people are moving towards the person	There is a group of people near the body	independent
54	40	5	A bald man standing to the side of a body	The man stands near a person.	independent
54	40	5	A bald man standing to the side of a person	The man stands near a body.	independent
54	40	6	A kid fetches a body by a tree in the yard.	a kid gets a person	independent
54	40	6	A kid fetches a person by a tree in the yard.	a kid gets a body	independent
54	40	7	A green frog buys a body from a stand.	There is a green frog buying a person	independent
54	40	7	A green frog buys a person from a stand.	There is a green frog buying a body	independent
54	40	8	A body	A person	independent
54	40	8	A person	A body	independent
55	41	0	The book is photographed with a camera	There is a video present	alternation
55	41	0	The video is photographed with a camera	There is a book present	alternation
55	41	1	The book is in the water	The video is wet	alternation
55	41	1	The video is in the water	The book is wet	alternation
55	41	2	A book is outside near a campfire at night	There is a video outside	alternation
55	41	2	A video is outside near a campfire at night	There is a book outside	alternation
55	41	3	A young woman is looking at a book with a binocular	A video is looked at by a woman	alternation
55	41	3	A young woman is looking at a video with a binocular	A book is looked at by a woman	alternation
55	41	4	Several people are moving towards the book	There is a group of people near the video	alternation
55	41	4	Several people are moving towards the video	There is a group of people near the book	alternation
55	41	5	A bald man standing to the side of a book	The man stands near a video.	alternation
55	41	5	A bald man standing to the side of a video	The man stands near a book.	alternation
55	41	6	A kid fetches a book by a tree in the yard.	a kid gets a video	alternation
55	41	6	A kid fetches a video by a tree in the yard.	a kid gets a book	alternation
55	41	7	A green frog buys a book from a stand.	There is a green frog buying a video	alternation
55	41	7	A green frog buys a video from a stand.	There is a green frog buying a book	alternation
55	41	8	A book	A video	alternation
55	41	8	A video	A book	alternation
56	41	0	The published book is photographed with a camera	There is a video present	disjoint
56	41	0	The video is photographed with a camera	There is a published book present	disjoint
56	41	1	The published book is in the water	The video is wet	disjoint
56	41	1	The video is in the water	The published book is wet	disjoint
56	41	2	A published book is outside near a campfire at night	There is a video outside	disjoint
56	41	2	A video is outside near a campfire at night	There is a published book outside	disjoint
56	41	3	A young woman is looking at a published book with a binocular	A video is looked at by a woman	disjoint
56	41	3	A young woman is looking at a video with a binocular	A published book is looked at by a woman	disjoint
56	41	4	Several people are moving towards the published book	There is a group of people near the video	disjoint
56	41	4	Several people are moving towards the video	There is a group of people near the published book	disjoint
56	41	5	A bald man standing to the side of a published book	The man stands near a video.	disjoint
56	41	5	A bald man standing to the side of a video	The man stands near a published book.	disjoint
56	41	6	A kid fetches a published book by a tree in the yard.	a kid gets a video	disjoint
56	41	6	A kid fetches a video by a tree in the yard.	a kid gets a published book	disjoint
56	41	7	A green frog buys a published book from a stand.	There is a green frog buying a video	disjoint
56	41	7	A green frog buys a video from a stand.	There is a green frog buying a published book	disjoint
56	41	8	A published book	A video	disjoint
56	41	8	A video	A published book	disjoint
57	42	0	The bottom is photographed with a camera	There is a top present	alternation
57	42	0	The top is photographed with a camera	There is a bottom present	alternation
57	42	1	The bottom is in the water	The top is wet	alternation
57	42	1	The top is in the water	The bottom is wet	alternation
57	42	2	A bottom is outside near a campfire at night	There is a top outside	alternation
57	42	2	A top is outside near a campfire at night	There is a bottom outside	alternation
57	42	3	A young woman is looking at a bottom with a binocular	A top is looked at by a woman	alternation
57	42	3	A young woman is looking at a top with a binocular	A bottom is looked at by a woman	alternation
57	42	4	Several people are moving towards the bottom	There is a group of people near the top	alternation
57	42	4	Several people are moving towards the top	There is a group of people near the bottom	alternation
57	42	5	A bald man standing to the side of a bottom	The man stands near a top.	alternation
57	42	5	A bald man standing to the side of a top	The man stands near a bottom.	alternation
57	42	6	A kid fetches a bottom by a tree in the yard.	a kid gets a top	alternation
57	42	6	A kid fetches a top by a tree in the yard.	a kid gets a bottom	alternation
57	42	7	A green frog buys a bottom from a stand.	There is a green frog buying a top	alternation
57	42	7	A green frog buys a top from a stand.	There is a green frog buying a bottom	alternation
57	42	8	A bottom	A top	alternation
57	42	8	A top	A bottom	alternation
58	43	0	The boulder is photographed with a camera	There is a rock present	forwardentailment
58	43	0	The rock is photographed with a camera	There is a boulder present	forwardentailment
58	43	1	The boulder is in the water	The rock is wet	forwardentailment
58	43	1	The rock is in the water	The boulder is wet	forwardentailment
58	43	2	A boulder is outside near a campfire at night	There is a rock outside	forwardentailment
58	43	2	A rock is outside near a campfire at night	There is a boulder outside	forwardentailment
58	43	3	A young woman is looking at a boulder with a binocular	A rock is looked at by a woman	forwardentailment
58	43	3	A young woman is looking at a rock with a binocular	A boulder is looked at by a woman	forwardentailment
58	43	4	Several people are moving towards the boulder	There is a group of people near the rock	forwardentailment
58	43	4	Several people are moving towards the rock	There is a group of people near the boulder	forwardentailment
58	43	5	A bald man standing to the side of a boulder	The man stands near a rock.	forwardentailment
58	43	5	A bald man standing to the side of a rock	The man stands near a boulder.	forwardentailment
58	43	6	A kid fetches a boulder by a tree in the yard.	a kid gets a rock	forwardentailment
58	43	6	A kid fetches a rock by a tree in the yard.	a kid gets a boulder	forwardentailment
58	43	7	A green frog buys a boulder from a stand.	There is a green frog buying a rock	forwardentailment
58	43	7	A green frog buys a rock from a stand.	There is a green frog buying a boulder	forwardentailment
58	43	8	A boulder	A rock	forwardentailment
58	43	8	A rock	A boulder	forwardentailment
59	44	0	The bowl is photographed with a camera	There is a container present	forwardentailment
59	44	0	The container is photographed with a camera	There is a bowl present	forwardentailment
59	44	1	The bowl is in the water	The container is wet	forwardentailment
59	44	1	The container is in the water	The bowl is wet	forwardentailment
59	44	2	A bowl is outside near a campfire at night	There is a container outside	forwardentailment
59	44	2	A container is outside near a campfire at night	There is a bowl outside	forwardentailment
59	44	3	A young woman is looking at a bowl with a binocular	A container is looked at by a woman	forwardentailment
59	44	3	A young woman is looking at a container with a binocular	A bowl is looked at by a woman	forwardentailment
59	44	4	Several people are moving towards the bowl	There is a group of people near the container	forwardentailment
59	44	4	Several people are moving towards the container	There is a group of people near the bowl	forwardentailment
59	44	5	A bald man standing to the side of a bowl	The man stands near a container.	forwardentailment
59	44	5	A bald man standing to the side of a container	The man stands near a bowl.	forwardentailment
59	44	6	A kid fetches a bowl by a tree in the yard.	a kid gets a container	forwardentailment
59	44	6	A kid fetches a container by a tree in the yard.	a kid gets a bowl	forwardentailment
59	44	7	A green frog buys a bowl from a stand.	There is a green frog buying a container	forwardentailment
59	44	7	A green frog buys a container from a stand.	There is a green frog buying a bowl	forwardentailment
59	44	8	A bowl	A container	forwardentailment
59	44	8	A container	A bowl	forwardentailment
60	45	0	The bowl is photographed with a camera	There is a dish present	forwardentailment
60	45	0	The dish is photographed with a camera	There is a bowl present	forwardentailment
60	45	1	The bowl is in the water	The dish is wet	forwardentailment
60	45	1	The dish is in the water	The bowl is wet	forwardentailment
60	45	2	A bowl is outside near a campfire at night	There is a dish outside	forwardentailment
60	45	2	A dish is outside near a campfire at night	There is a bowl outside	forwardentailment
60	45	3	A young woman is looking at a bowl with a binocular	A dish is looked at by a woman	forwardentailment
60	45	3	A young woman is looking at a dish with a binocular	A bowl is looked at by a woman	forwardentailment
60	45	4	Several people are moving towards the bowl	There is a group of people near the dish	forwardentailment
60	45	4	Several people are moving towards the dish	There is a group of people near the bowl	forwardentailment
60	45	5	A bald man standing to the side of a bowl	The man stands near a dish.	forwardentailment
60	45	5	A bald man standing to the side of a dish	The man stands near a bowl.	forwardentailment
60	45	6	A kid fetches a bowl by a tree in the yard.	a kid gets a dish	forwardentailment
60	45	6	A kid fetches a dish by a tree in the yard.	a kid gets a bowl	forwardentailment
60	45	7	A green frog buys a bowl from a stand.	There is a green frog buying a dish	forwardentailment
60	45	7	A green frog buys a dish from a stand.	There is a green frog buying a bowl	forwardentailment
60	45	8	A bowl	A dish	forwardentailment
60	45	8	A dish	A bowl	forwardentailment
61	45	0	The bowl advertisements is photographed with a camera	There is a venus rosewater dish present	disjoint
61	45	0	The venus rosewater dish is photographed with a camera	There is a bowl advertisements present	disjoint
61	45	1	The bowl advertisements is in the water	The venus rosewater dish is wet	disjoint
61	45	1	The venus rosewater dish is in the water	The bowl advertisements is wet	disjoint
61	45	2	A bowl advertisements is outside near a campfire at night	There is a venus rosewater dish outside	disjoint
61	45	2	A venus rosewater dish is outside near a campfire at night	There is a bowl advertisements outside	disjoint
61	45	3	A young woman is looking at a bowl advertisements with a binocular	A venus rosewater dish is looked at by a woman	disjoint
61	45	3	A young woman is looking at a venus rosewater dish with a binocular	A bowl advertisements is looked at by a woman	disjoint
61	45	4	Several people are moving towards the bowl advertisements	There is a group of people near the venus rosewater dish	disjoint
61	45	4	Several people are moving towards the venus rosewater dish	There is a group of people near the bowl advertisements	disjoint
61	45	5	A bald man standing to the side of a bowl advertisements	The man stands near a venus rosewater dish.	disjoint
61	45	5	A bald man standing to the side of a venus rosewater dish	The man stands near a bowl advertisements.	disjoint
61	45	6	A kid fetches a bowl advertisements by a tree in the yard.	a kid gets a venus rosewater dish	disjoint
61	45	6	A kid fetches a venus rosewater dish by a tree in the yard.	a kid gets a bowl advertisements	disjoint
61	45	7	A green frog buys a bowl advertisements from a stand.	There is a green frog buying a venus rosewater dish	disjoint
61	45	7	A green frog buys a venus rosewater dish from a stand.	There is a green frog buying a bowl advertisements	disjoint
61	45	8	A bowl advertisements	A venus rosewater dish	disjoint
61	45	8	A venus rosewater dish	A bowl advertisements	disjoint
62	46	0	The box is photographed with a camera	There is a tape present	disjoint
62	46	0	The tape is photographed with a camera	There is a box present	disjoint
62	46	1	The box is in the water	The tape is wet	disjoint
62	46	1	The tape is in the water	The box is wet	disjoint
62	46	2	A box is outside near a campfire at night	There is a tape outside	disjoint
62	46	2	A tape is outside near a campfire at night	There is a box outside	disjoint
62	46	3	A young woman is looking at a box with a binocular	A tape is looked at by a woman	disjoint
62	46	3	A young woman is looking at a tape with a binocular	A box is looked at by a woman	disjoint
62	46	4	Several people are moving towards the box	There is a group of people near the tape	disjoint
62	46	4	Several people are moving towards the tape	There is a group of people near the box	disjoint
62	46	5	A bald man standing to the side of a box	The man stands near a tape.	disjoint
62	46	5	A bald man standing to the side of a tape	The man stands near a box.	disjoint
62	46	6	A kid fetches a box by a tree in the yard.	a kid gets a tape	disjoint
62	46	6	A kid fetches a tape by a tree in the yard.	a kid gets a box	disjoint
62	46	7	A green frog buys a box from a stand.	There is a green frog buying a tape	disjoint
62	46	7	A green frog buys a tape from a stand.	There is a green frog buying a box	disjoint
62	46	8	A box	A tape	disjoint
62	46	8	A tape	A box	disjoint
63	46	0	The box is photographed with a camera	There is a adhesive tape present	disjoint
63	46	0	The adhesive tape is photographed with a camera	There is a box present	disjoint
63	46	1	The box is in the water	The adhesive tape is wet	disjoint
63	46	1	The adhesive tape is in the water	The box is wet	disjoint
63	46	2	A box is outside near a campfire at night	There is a adhesive tape outside	disjoint
63	46	2	A adhesive tape is outside near a campfire at night	There is a box outside	disjoint
63	46	3	A young woman is looking at a box with a binocular	A adhesive tape is looked at by a woman	disjoint
63	46	3	A young woman is looking at a adhesive tape with a binocular	A box is looked at by a woman	disjoint
63	46	4	Several people are moving towards the box	There is a group of people near the adhesive tape	disjoint
63	46	4	Several people are moving towards the adhesive tape	There is a group of people near the box	disjoint
63	46	5	A bald man standing to the side of a box	The man stands near a adhesive tape.	disjoint
63	46	5	A bald man standing to the side of a adhesive tape	The man stands near a box.	disjoint
63	46	6	A kid fetches a box by a tree in the yard.	a kid gets a adhesive tape	disjoint
63	46	6	A kid fetches a adhesive tape by a tree in the yard.	a kid gets a box	disjoint
63	46	7	A green frog buys a box from a stand.	There is a green frog buying a adhesive tape	disjoint
63	46	7	A green frog buys a adhesive tape from a stand.	There is a green frog buying a box	disjoint
63	46	8	A box	A adhesive tape	disjoint
63	46	8	A adhesive tape	A box	disjoint
64	47	0	The boy is photographed with a camera	There is a child present	forwardentailment
64	47	0	The child is photographed with a camera	There is a boy present	forwardentailment
64	47	1	The boy is in the water	The child is wet	forwardentailment
64	47	1	The child is in the water	The boy is wet	forwardentailment
64	47	2	A boy is outside near a campfire at night	There is a child outside	forwardentailment
64	47	2	A child is outside near a campfire at night	There is a boy outside	forwardentailment
64	47	3	A young woman is looking at a boy with a binocular	A child is looked at by a woman	forwardentailment
64	47	3	A young woman is looking at a child with a binocular	A boy is looked at by a woman	forwardentailment
64	47	4	Several people are moving towards the boy	There is a group of people near the child	forwardentailment
64	47	4	Several people are moving towards the child	There is a group of people near the boy	forwardentailment
64	47	5	A bald man standing to the side of a boy	The man stands near a child.	forwardentailment
64	47	5	A bald man standing to the side of a child	The man stands near a boy.	forwardentailment
64	47	6	A kid fetches a boy by a tree in the yard.	a kid gets a child	forwardentailment
64	47	6	A kid fetches a child by a tree in the yard.	a kid gets a boy	forwardentailment
64	47	7	A green frog buys a boy from a stand.	There is a green frog buying a child	forwardentailment
64	47	7	A green frog buys a child from a stand.	There is a green frog buying a boy	forwardentailment
64	47	8	A boy	A child	forwardentailment
64	47	8	A child	A boy	forwardentailment
65	47	0	The 9-year-old boy is photographed with a camera	There is a child present	forwardentailment
65	47	0	The child is photographed with a camera	There is a 9-year-old boy present	forwardentailment
65	47	1	The 9-year-old boy is in the water	The child is wet	forwardentailment
65	47	1	The child is in the water	The 9-year-old boy is wet	forwardentailment
65	47	2	A 9-year-old boy is outside near a campfire at night	There is a child outside	forwardentailment
65	47	2	A child is outside near a campfire at night	There is a 9-year-old boy outside	forwardentailment
65	47	3	A young woman is looking at a 9-year-old boy with a binocular	A child is looked at by a woman	forwardentailment
65	47	3	A young woman is looking at a child with a binocular	A 9-year-old boy is looked at by a woman	forwardentailment
65	47	4	Several people are moving towards the 9-year-old boy	There is a group of people near the child	forwardentailment
65	47	4	Several people are moving towards the child	There is a group of people near the 9-year-old boy	forwardentailment
65	47	5	A bald man standing to the side of a 9-year-old boy	The man stands near a child.	forwardentailment
65	47	5	A bald man standing to the side of a child	The man stands near a 9-year-old boy.	forwardentailment
65	47	6	A kid fetches a 9-year-old boy by a tree in the yard.	a kid gets a child	forwardentailment
65	47	6	A kid fetches a child by a tree in the yard.	a kid gets a 9-year-old boy	forwardentailment
65	47	7	A green frog buys a 9-year-old boy from a stand.	There is a green frog buying a child	forwardentailment
65	47	7	A green frog buys a child from a stand.	There is a green frog buying a 9-year-old boy	forwardentailment
65	47	8	A 9-year-old boy	A child	forwardentailment
65	47	8	A child	A 9-year-old boy	forwardentailment
66	47	0	The 9-year-old boy is photographed with a camera	There is a child pornography present	disjoint
66	47	0	The child pornography is photographed with a camera	There is a 9-year-old boy present	disjoint
66	47	1	The 9-year-old boy is in the water	The child pornography is wet	disjoint
66	47	1	The child pornography is in the water	The 9-year-old boy is wet	disjoint
66	47	2	A 9-year-old boy is outside near a campfire at night	There is a child pornography outside	disjoint
66	47	2	A child pornography is outside near a campfire at night	There is a 9-year-old boy outside	disjoint
66	47	3	A young woman is looking at a 9-year-old boy with a binocular	A child pornography is looked at by a woman	disjoint
66	47	3	A young woman is looking at a child pornography with a binocular	A 9-year-old boy is looked at by a woman	disjoint
66	47	4	Several people are moving towards the 9-year-old boy	There is a group of people near the child pornography	disjoint
66	47	4	Several people are moving towards the child pornography	There is a group of people near the 9-year-old boy	disjoint
66	47	5	A bald man standing to the side of a 9-year-old boy	The man stands near a child pornography.	disjoint
66	47	5	A bald man standing to the side of a child pornography	The man stands near a 9-year-old boy.	disjoint
66	47	6	A kid fetches a 9-year-old boy by a tree in the yard.	a kid gets a child pornography	disjoint
66	47	6	A kid fetches a child pornography by a tree in the yard.	a kid gets a 9-year-old boy	disjoint
66	47	7	A green frog buys a 9-year-old boy from a stand.	There is a green frog buying a child pornography	disjoint
66	47	7	A green frog buys a child pornography from a stand.	There is a green frog buying a 9-year-old boy	disjoint
66	47	8	A 9-year-old boy	A child pornography	disjoint
66	47	8	A child pornography	A 9-year-old boy	disjoint
67	48	0	The boy is photographed with a camera	There is a family present	forwardentailment
67	48	0	The family is photographed with a camera	There is a boy present	forwardentailment
67	48	1	The boy is in the water	The family is wet	forwardentailment
67	48	1	The family is in the water	The boy is wet	forwardentailment
67	48	2	A boy is outside near a campfire at night	There is a family outside	forwardentailment
67	48	2	A family is outside near a campfire at night	There is a boy outside	forwardentailment
67	48	3	A young woman is looking at a boy with a binocular	A family is looked at by a woman	forwardentailment
67	48	3	A young woman is looking at a family with a binocular	A boy is looked at by a woman	forwardentailment
67	48	4	Several people are moving towards the boy	There is a group of people near the family	forwardentailment
67	48	4	Several people are moving towards the family	There is a group of people near the boy	forwardentailment
67	48	5	A bald man standing to the side of a boy	The man stands near a family.	forwardentailment
67	48	5	A bald man standing to the side of a family	The man stands near a boy.	forwardentailment
67	48	6	A kid fetches a boy by a tree in the yard.	a kid gets a family	forwardentailment
67	48	6	A kid fetches a family by a tree in the yard.	a kid gets a boy	forwardentailment
67	48	7	A green frog buys a boy from a stand.	There is a green frog buying a family	forwardentailment
67	48	7	A green frog buys a family from a stand.	There is a green frog buying a boy	forwardentailment
67	48	8	A boy	A family	forwardentailment
67	48	8	A family	A boy	forwardentailment
68	48	0	The boy is photographed with a camera	There is a first family church present	disjoint
68	48	0	The first family church is photographed with a camera	There is a boy present	disjoint
68	48	1	The boy is in the water	The first family church is wet	disjoint
68	48	1	The first family church is in the water	The boy is wet	disjoint
68	48	2	A boy is outside near a campfire at night	There is a first family church outside	disjoint
68	48	2	A first family church is outside near a campfire at night	There is a boy outside	disjoint
68	48	3	A young woman is looking at a boy with a binocular	A first family church is looked at by a woman	disjoint
68	48	3	A young woman is looking at a first family church with a binocular	A boy is looked at by a woman	disjoint
68	48	4	Several people are moving towards the boy	There is a group of people near the first family church	disjoint
68	48	4	Several people are moving towards the first family church	There is a group of people near the boy	disjoint
68	48	5	A bald man standing to the side of a boy	The man stands near a first family church.	disjoint
68	48	5	A bald man standing to the side of a first family church	The man stands near a boy.	disjoint
68	48	6	A kid fetches a boy by a tree in the yard.	a kid gets a first family church	disjoint
68	48	6	A kid fetches a first family church by a tree in the yard.	a kid gets a boy	disjoint
68	48	7	A green frog buys a boy from a stand.	There is a green frog buying a first family church	disjoint
68	48	7	A green frog buys a first family church from a stand.	There is a green frog buying a boy	disjoint
68	48	8	A boy	A first family church	disjoint
68	48	8	A first family church	A boy	disjoint
69	49	0	The boy is photographed with a camera	There is a girl present	alternation
69	49	0	The girl is photographed with a camera	There is a boy present	alternation
69	49	1	The boy is in the water	The girl is wet	alternation
69	49	1	The girl is in the water	The boy is wet	alternation
69	49	2	A boy is outside near a campfire at night	There is a girl outside	alternation
69	49	2	A girl is outside near a campfire at night	There is a boy outside	alternation
69	49	3	A young woman is looking at a boy with a binocular	A girl is looked at by a woman	alternation
69	49	3	A young woman is looking at a girl with a binocular	A boy is looked at by a woman	alternation
69	49	4	Several people are moving towards the boy	There is a group of people near the girl	alternation
69	49	4	Several people are moving towards the girl	There is a group of people near the boy	alternation
69	49	5	A bald man standing to the side of a boy	The man stands near a girl.	alternation
69	49	5	A bald man standing to the side of a girl	The man stands near a boy.	alternation
69	49	6	A kid fetches a boy by a tree in the yard.	a kid gets a girl	alternation
69	49	6	A kid fetches a girl by a tree in the yard.	a kid gets a boy	alternation
69	49	7	A green frog buys a boy from a stand.	There is a green frog buying a girl	alternation
69	49	7	A green frog buys a girl from a stand.	There is a green frog buying a boy	alternation
69	49	8	A boy	A girl	alternation
69	49	8	A girl	A boy	alternation
70	52	0	The boys is photographed with a camera	There is a people present	forwardentailment
70	52	0	The people is photographed with a camera	There is a boys present	forwardentailment
70	52	1	The boys is in the water	The people is wet	forwardentailment
70	52	1	The people is in the water	The boys is wet	forwardentailment
70	52	2	A boys is outside near a campfire at night	There is a people outside	forwardentailment
70	52	2	A people is outside near a campfire at night	There is a boys outside	forwardentailment
70	52	3	A young woman is looking at a boys with a binocular	A people is looked at by a woman	forwardentailment
70	52	3	A young woman is looking at a people with a binocular	A boys is looked at by a woman	forwardentailment
70	52	4	Several people are moving towards the boys	There is a group of people near the people	forwardentailment
70	52	4	Several people are moving towards the people	There is a group of people near the boys	forwardentailment
70	52	5	A bald man standing to the side of a boys	The man stands near a people.	forwardentailment
70	52	5	A bald man standing to the side of a people	The man stands near a boys.	forwardentailment
70	52	6	A kid fetches a boys by a tree in the yard.	a kid gets a people	forwardentailment
70	52	6	A kid fetches a people by a tree in the yard.	a kid gets a boys	forwardentailment
70	52	7	A green frog buys a boys from a stand.	There is a green frog buying a people	forwardentailment
70	52	7	A green frog buys a people from a stand.	There is a green frog buying a boys	forwardentailment
70	52	8	A boys	A people	forwardentailment
70	52	8	A people	A boys	forwardentailment
71	52	0	The met the boys is photographed with a camera	There is a with additional people present	forwardentailment
71	52	0	The with additional people is photographed with a camera	There is a met the boys present	forwardentailment
71	52	1	The met the boys is in the water	The with additional people is wet	forwardentailment
71	52	1	The with additional people is in the water	The met the boys is wet	forwardentailment
71	52	2	A met the boys is outside near a campfire at night	There is a with additional people outside	forwardentailment
71	52	2	A with additional people is outside near a campfire at night	There is a met the boys outside	forwardentailment
71	52	3	A young woman is looking at a met the boys with a binocular	A with additional people is looked at by a woman	forwardentailment
71	52	3	A young woman is looking at a with additional people with a binocular	A met the boys is looked at by a woman	forwardentailment
71	52	4	Several people are moving towards the met the boys	There is a group of people near the with additional people	forwardentailment
71	52	4	Several people are moving towards the with additional people	There is a group of people near the met the boys	forwardentailment
71	52	5	A bald man standing to the side of a met the boys	The man stands near a with additional people.	forwardentailment
71	52	5	A bald man standing to the side of a with additional people	The man stands near a met the boys.	forwardentailment
71	52	6	A kid fetches a met the boys by a tree in the yard.	a kid gets a with additional people	forwardentailment
71	52	6	A kid fetches a with additional people by a tree in the yard.	a kid gets a met the boys	forwardentailment
71	52	7	A green frog buys a met the boys from a stand.	There is a green frog buying a with additional people	forwardentailment
71	52	7	A green frog buys a with additional people from a stand.	There is a green frog buying a met the boys	forwardentailment
71	52	8	A met the boys	A with additional people	forwardentailment
71	52	8	A with additional people	A met the boys	forwardentailment
72	52	0	The boys is photographed with a camera	There is a additional people present	independent
72	52	0	The additional people is photographed with a camera	There is a boys present	independent
72	52	1	The boys is in the water	The additional people is wet	independent
72	52	1	The additional people is in the water	The boys is wet	independent
72	52	2	A boys is outside near a campfire at night	There is a additional people outside	independent
72	52	2	A additional people is outside near a campfire at night	There is a boys outside	independent
72	52	3	A young woman is looking at a boys with a binocular	A additional people is looked at by a woman	independent
72	52	3	A young woman is looking at a additional people with a binocular	A boys is looked at by a woman	independent
72	52	4	Several people are moving towards the boys	There is a group of people near the additional people	independent
72	52	4	Several people are moving towards the additional people	There is a group of people near the boys	independent
72	52	5	A bald man standing to the side of a boys	The man stands near a additional people.	independent
72	52	5	A bald man standing to the side of a additional people	The man stands near a boys.	independent
72	52	6	A kid fetches a boys by a tree in the yard.	a kid gets a additional people	independent
72	52	6	A kid fetches a additional people by a tree in the yard.	a kid gets a boys	independent
72	52	7	A green frog buys a boys from a stand.	There is a green frog buying a additional people	independent
72	52	7	A green frog buys a additional people from a stand.	There is a green frog buying a boys	independent
72	52	8	A boys	A additional people	independent
72	52	8	A additional people	A boys	independent
73	53	0	The break is photographed with a camera	There is a trip present	independent
73	53	0	The trip is photographed with a camera	There is a break present	independent
73	53	1	The break is in the water	The trip is wet	independent
73	53	1	The trip is in the water	The break is wet	independent
73	53	2	A break is outside near a campfire at night	There is a trip outside	independent
73	53	2	A trip is outside near a campfire at night	There is a break outside	independent
73	53	3	A young woman is looking at a break with a binocular	A trip is looked at by a woman	independent
73	53	3	A young woman is looking at a trip with a binocular	A break is looked at by a woman	independent
73	53	4	Several people are moving towards the break	There is a group of people near the trip	independent
73	53	4	Several people are moving towards the trip	There is a group of people near the break	independent
73	53	5	A bald man standing to the side of a break	The man stands near a trip.	independent
73	53	5	A bald man standing to the side of a trip	The man stands near a break.	independent
73	53	6	A kid fetches a break by a tree in the yard.	a kid gets a trip	independent
73	53	6	A kid fetches a trip by a tree in the yard.	a kid gets a break	independent
73	53	7	A green frog buys a break from a stand.	There is a green frog buying a trip	independent
73	53	7	A green frog buys a trip from a stand.	There is a green frog buying a break	independent
73	53	8	A break	A trip	independent
73	53	8	A trip	A break	independent
74	53	0	The tax breaks is photographed with a camera	There is a previous trips present	disjoint
74	53	0	The previous trips is photographed with a camera	There is a tax breaks present	disjoint
74	53	1	The tax breaks is in the water	The previous trips is wet	disjoint
74	53	1	The previous trips is in the water	The tax breaks is wet	disjoint
74	53	2	A tax breaks is outside near a campfire at night	There is a previous trips outside	disjoint
74	53	2	A previous trips is outside near a campfire at night	There is a tax breaks outside	disjoint
74	53	3	A young woman is looking at a tax breaks with a binocular	A previous trips is looked at by a woman	disjoint
74	53	3	A young woman is looking at a previous trips with a binocular	A tax breaks is looked at by a woman	disjoint
74	53	4	Several people are moving towards the tax breaks	There is a group of people near the previous trips	disjoint
74	53	4	Several people are moving towards the previous trips	There is a group of people near the tax breaks	disjoint
