CombID	ProbID	merge_tag	W1_tag	W2_tag	W1	W2	L1	L2
889	873	NP	NNS	NN	people	rink	people	rink
890	873	NP	NNS	NNS	people	outdoors	people	outdoors
891	873	NP	NNS	n	people	ice skating rink placed outdoors	people	ice skate rink place outdoors
892	873	NP	NNS	n	people	rink placed outdoors	people	rink place outdoors
893	873	NP	NN	NN	ice	rink	ice	rink
894	873	NP	NN	NNS	ice	outdoors	ice	outdoors
895	873	NP	NN	NNS	ice	people	ice	people
896	873	NP	NN	n	ice	ice skating rink placed outdoors	ice	ice skate rink place outdoors
897	873	NP	NN	n	ice	rink placed outdoors	ice	rink place outdoors
898	873	NP	NN	NN	skating	ice	skating	ice
899	873	NP	NN	NN	skating	rink	skating	rink
900	873	NP	NN	NNS	skating	outdoors	skating	outdoors
901	873	NP	NN	NNS	skating	people	skating	people
902	873	NP	NN	n	skating	ice skating rink placed outdoors	skating	ice skate rink place outdoors
903	873	NP	NN	n	skating	rink placed outdoors	skating	rink place outdoors
904	873	NP	NN	NN	park	ice	park	ice
905	873	NP	NN	NN	park	rink	park	rink
906	873	NP	NN	NNS	park	outdoors	park	outdoors
907	873	NP	NN	NNS	park	people	park	people
908	873	NP	NN	n	park	ice skating rink placed outdoors	park	ice skate rink place outdoors
909	873	NP	NN	n	park	rink placed outdoors	park	rink place outdoors
910	873	NP	n	NN	lot of people	ice	lot of people	ice
911	873	NP	n	NN	lot of people	rink	lot of people	rink
912	873	NP	n	NNS	lot of people	outdoors	lot of people	outdoors
913	873	NP	n	NNS	lot of people	people	lot of people	people
914	873	NP	n	n	lot of people	ice skating rink placed outdoors	lot of people	ice skate rink place outdoors
915	873	NP	n	n	lot of people	rink placed outdoors	lot of people	rink place outdoors
916	873	phrasal_IN	pp	pp	in an ice skating park	of people	in an ice skating park	of people
917	873	NP	n	NN	ice skating park	ice	ice skating park	ice
918	873	NP	n	NN	ice skating park	rink	ice skating park	rink
919	873	NP	n	NNS	ice skating park	outdoors	ice skating park	outdoors
920	873	NP	n	NNS	ice skating park	people	ice skating park	people
921	873	NP	n	n	ice skating park	ice skating rink placed outdoors	ice skating park	ice skate rink place outdoors
922	873	NP	n	n	ice skating park	rink placed outdoors	ice skating park	rink place outdoors
923	882	NP	NN	NN	girl	man	girl	man
924	882	NP	NN	NN	girl	uniform	girl	uniform
925	882	NP	NN	n	girl	blue and white uniform	girl	blue and white uniform
926	882	phrasal_JJ	JJ	JJ	blue	white	blue	white
927	882	phrasal_JJ	JJ	JJ	white	blue	white	blue
928	882	NP	NN	NN	uniform	girl	uniform	girl
929	882	NP	NN	NN	uniform	man	uniform	man
930	882	NP	NN	n	uniform	blue and white uniform	uniform	blue and white uniform
931	882	NP	n	NN	blue and white uniform	girl	blue and white uniform	girl
932	882	NP	n	NN	blue and white uniform	man	blue and white uniform	man
933	882	NP	n	NN	blue and white uniform	uniform	blue and white uniform	uniform
934	913	NP	NN	NN	woman	man	woman	man
935	913	NP	NN	NN	man	woman	man	woman
936	933	NP	NN	NN	girl	bubble	girl	bubble
937	933	NP	NN	n	girl	young girl	girl	young girl
938	933	NP	NN	n	girl	bubble that is huge	girl	bubble that be huge
939	933	phrasal_JJ	JJ	JJ	red	young	red	young
940	933	phrasal_JJ	JJ	JJ	red	huge	red	huge
941	933	NP	NN	NN	shirt	girl	shirt	girl
942	933	NP	NN	NN	shirt	bubble	shirt	bubble
943	933	NP	NN	n	shirt	young girl	shirt	young girl
944	933	NP	NN	n	shirt	bubble that is huge	shirt	bubble that be huge
945	933	NP	NN	NN	bubble	girl	bubble	girl
946	933	NP	NN	n	bubble	young girl	bubble	young girl
947	933	NP	NN	n	bubble	bubble that is huge	bubble	bubble that be huge
948	933	NP	n	NN	girl in the red shirt	girl	girl in the red shirt	girl
949	933	NP	n	NN	girl in the red shirt	bubble	girl in the red shirt	bubble
950	933	NP	n	n	girl in the red shirt	young girl	girl in the red shirt	young girl
951	933	NP	n	n	girl in the red shirt	bubble that is huge	girl in the red shirt	bubble that be huge
952	933	NP	n	NN	red shirt	girl	red shirt	girl
953	933	NP	n	NN	red shirt	bubble	red shirt	bubble
954	933	NP	n	n	red shirt	young girl	red shirt	young girl
955	933	NP	n	n	red shirt	bubble that is huge	red shirt	bubble that be huge
956	947	NP	NNS	NNS	corndogs	toddlers	corndog	toddler
957	947	NP	NNS	NN	corndogs	wagon	corndog	wagon
958	947	NP	NNS	n	corndogs	Two toddlers	corndog	two toddler
959	947	VP	VBN	VBG	eaten	eating	eat	eat
960	947	NP	NNS	NNS	toddlers	corndogs	toddler	corndog
961	947	NP	NNS	NN	toddlers	wagon	toddler	wagon
962	947	NP	NNS	n	toddlers	Two toddlers	toddler	two toddler
963	947	NP	NN	NNS	wagon	toddlers	wagon	toddler
964	947	NP	NN	NNS	wagon	corndogs	wagon	corndog
965	947	NP	NN	n	wagon	Two toddlers	wagon	two toddler
966	980	NP	NN	NN	man	horse	man	horse
967	980	NP	NN	NN	man	cowboy	man	cowboy
968	980	NP	NN	NNS	man	pants	man	pants
969	980	NP	NN	NN	man	color	man	color
970	980	NP	NN	n	man	blue and red color	man	blue and red color
971	980	VP	VBG	VBG	getting	tossing	get	toss
972	980	VP	VBG	VBG	getting	wearing	get	wear
973	980	NP	NN	NN	horse	cowboy	horse	cowboy
974	980	NP	NN	NNS	horse	pants	horse	pants
975	980	NP	NN	NN	horse	color	horse	color
976	980	NP	NN	n	horse	blue and red color	horse	blue and red color
977	980	NP	NN	NN	track	horse	track	horse
978	980	NP	NN	NN	track	cowboy	track	cowboy
979	980	NP	NN	NNS	track	pants	track	pants
980	980	NP	NN	NN	track	color	track	color
981	980	NP	NN	n	track	blue and red color	track	blue and red color
982	980	VP	VBN	VBG	laid	tossing	lay	toss
983	980	VP	VBN	VBG	laid	wearing	lay	wear
984	980	NP	NN	NN	wild	horse	wild	horse
985	980	NP	NN	NN	wild	cowboy	wild	cowboy
986	980	NP	NN	NNS	wild	pants	wild	pants
987	980	NP	NN	NN	wild	color	wild	color
988	980	NP	NN	n	wild	blue and red color	wild	blue and red color
989	980	NP	n	NN	track laid in the wild	horse	track lay in the wild	horse
990	980	NP	n	NN	track laid in the wild	cowboy	track lay in the wild	cowboy
991	980	NP	n	NNS	track laid in the wild	pants	track lay in the wild	pants
992	980	NP	n	NN	track laid in the wild	color	track lay in the wild	color
993	980	NP	n	n	track laid in the wild	blue and red color	track lay in the wild	blue and red color
994	987	NP	NN	NN	adult	amphitheater	adult	amphitheater
995	987	NP	NN	NN	adult	boy	adult	boy
996	987	NP	NN	n	adult	amphitheater talking to a boy	adult	amphitheater talk to a boy
997	987	NP	NN	NN	amphitheater	adult	amphitheater	adult
998	987	NP	NN	NN	amphitheater	boy	amphitheater	boy
999	987	NP	NN	n	amphitheater	amphitheater talking to a boy	amphitheater	amphitheater talk to a boy
1000	987	NP	NN	NN	boy	adult	boy	adult
1001	987	NP	NN	NN	boy	amphitheater	boy	amphitheater
1002	987	NP	NN	n	boy	amphitheater talking to a boy	boy	amphitheater talk to a boy
1003	988	NP	NN	NN	talk	adult	talk	adult
1004	988	NP	NN	NN	talk	amphitheater	talk	amphitheater
1005	988	NP	NN	NN	talk	boy	talk	boy
1006	988	VP	VBN	VBG	given	talking	give	talk
1007	1039	NP	NN	NN	snowboarder	person	snowboarder	person
1008	1039	NP	NN	NNS	snowboarder	jumps	snowboarder	jump
1009	1039	NP	NN	NN	snowboarder	air	snowboarder	air
1010	1039	NP	NN	n	snowboarder	snowboarding jumps	snowboarder	snowboard jump
1011	1039	VP	VBG	VBG	leaping	practicing	leap	practice
1012	1039	VP	VBG	VBG	leaping	snowboarding	leap	snowboard
1013	1039	NP	NN	NN	snow	person	snow	person
1014	1039	NP	NN	NNS	snow	jumps	snow	jump
1015	1039	NP	NN	NN	snow	air	snow	air
1016	1039	NP	NN	n	snow	snowboarding jumps	snow	snowboard jump
1017	1039	phrasal_IN	(s:ng\np)\(s:ng\np)	pp	over white snow	into the air	over white snow	into the air
1018	1039	NP	n	NN	white snow	person	white snow	person
1019	1039	NP	n	NNS	white snow	jumps	white snow	jump
1020	1039	NP	n	NN	white snow	air	white snow	air
1021	1039	NP	n	n	white snow	snowboarding jumps	white snow	snowboard jump
1022	1102	NP	NN	NN	woman	package	woman	package
1023	1102	NP	NN	NNS	woman	headphones	woman	headphone
1024	1102	NP	NN	n	woman	small package that contains headphones	woman	small package that contain headphone
1025	1102	NP	NN	n	woman	package that contains headphones	woman	package that contain headphone
1026	1102	VP	VBG	VBG	riding	opening	ride	open
1027	1102	VP	VBG	VBZ	riding	contains	ride	contain
1028	1102	NP	NN	NN	horse	man	horse	man
1029	1102	NP	NN	NN	horse	package	horse	package
1030	1102	NP	NN	NNS	horse	headphones	horse	headphone
1031	1102	NP	NN	n	horse	small package that contains headphones	horse	small package that contain headphone
1032	1102	NP	NN	n	horse	package that contains headphones	horse	package that contain headphone
1033	1137	NP	NN	NN	fish	turtle	fish	turtle
1034	1137	VP	VBG	VBG	hunting	following	hunt	follow
1035	1137	NP	NN	NN	turtle	fish	turtle	fish
1036	1137	NP	NN	NN	sea	turtle	sea	turtle
1037	1137	NP	NN	NN	sea	fish	sea	fish
1038	1137	NP	n	NN	turtle in the sea	turtle	turtle in the sea	turtle
1039	1137	NP	n	NN	turtle in the sea	fish	turtle in the sea	fish
1040	1170	NP	NN	NN	potato	woman	potato	woman
1041	1170	NP	NN	NN	potato	carrot	potato	carrot
1042	1170	VP	VBN	VBG	sliced	slicing	slice	slice
1043	1170	NP	NN	NN	woman	carrot	woman	carrot
1044	1177	NP	NN	NN	woman	hair	woman	hair
1045	1177	VP	VBG	VBG	combing	arranging	comb	arrange
1046	1177	NP	NN	NN	hair	woman	hair	woman
1047	1178	NP	NN	n	woman	woman combing her hair	woman	woman comb she hair
1048	1178	NP	NN	n	woman	her hair	woman	she hair
1049	1178	NP	NN	n	hair	woman combing her hair	hair	woman comb she hair
1050	1178	NP	NN	n	hair	her hair	hair	she hair
1051	1190	NP	NN	NNS	man	woods	man	wood
1052	1190	NP	NN	NNS	woman	woods	woman	wood
1053	1190	NP	NN	NN	area	man	area	man
1054	1190	NP	NN	NN	area	woman	area	woman
1055	1190	NP	NN	NNS	area	woods	area	wood
1056	1190	phrasal_IN	pp	(s:dcl\np)\(s:dcl\np)	through a wooded area	through the woods	through a wooded area	through the wood
1057	1190	NP	n	NN	wooded area	man	wooded area	man
1058	1190	NP	n	NN	wooded area	woman	wooded area	woman
1059	1190	NP	n	NNS	wooded area	woods	wooded area	wood
1060	1192	NP	NN	NN	man	area	man	area
1061	1192	NP	NN	n	man	wooded area	man	wooded area
1062	1192	NP	NN	NN	woman	area	woman	area
1063	1192	NP	NN	n	woman	wooded area	woman	wooded area
1064	1192	NP	NNS	NN	woods	man	wood	man
1065	1192	NP	NNS	NN	woods	woman	wood	woman
1066	1192	NP	NNS	NN	woods	area	wood	area
1067	1192	NP	NNS	n	woods	wooded area	wood	wooded area
1068	1192	phrasal_IN	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	through the woods	through a wooded area	through the wood	through a wooded area
1069	1232	NP	NN	NN	man	tomato	man	tomato
1070	1232	NP	NN	NN	bun	man	bun	man
1071	1232	NP	NN	NN	bun	tomato	bun	tomato
1072	1236	NP	NN	n	woman	other women	woman	other woman
1073	1236	VP	VBG	VBG	dancing	singing	dance	sing
1074	1236	VP	VBG	VBG	singing	dancing	sing	dance
1075	1237	NP	NNS	NN	women	woman	woman	woman
1076	1237	NP	NNS	NN	women	rain	woman	rain
1077	1241	NP	NN	NN	woman	rain	woman	rain
1078	1241	phrasal_IN	pp	pp	with other women	in the rain	with other woman	in the rain
1079	1241	NP	n	NN	other women	woman	other woman	woman
1080	1241	NP	n	NN	other women	rain	other woman	rain
1081	1266	NP	NN	NN	band	onstage	band	onstage
1082	1266	NP	NN	NN	stage	band	stage	band
1083	1266	NP	NN	NN	stage	onstage	stage	onstage
1084	1302	NP	NN	NN	man	game	man	game
1085	1302	NP	NN	NN	man	ball	man	ball
1086	1302	NP	NN	NN	flute	man	flute	man
1087	1302	NP	NN	NN	flute	game	flute	game
1088	1302	NP	NN	NN	flute	ball	flute	ball
1089	1333	VP	VBG	VBN	measuring	measured	measure	measure
1090	1333	NP	n	NN	other woman	woman	other woman	woman
1091	1390	NP	NN	NN	person	onion	person	onion
1092	1390	VP	VBG	VBG	standing	chopping	stand	chop
1093	1390	NP	NN	NN	motorcycle	person	motorcycle	person
1094	1390	NP	NN	NN	motorcycle	onion	motorcycle	onion
1095	1396	VP	VBG	VBN	screaming	scared	scream	scare
1096	1400	VP	VBG	VBG	crying	screaming	cry	scream
1097	1400	NP	n	NN	sad man	man	sad man	man
1098	1410	NP	NN	NN	woman	butter	woman	butter
1099	1410	NP	NN	NN	woman	container	woman	container
1100	1410	NP	NN	n	woman	small container	woman	small container
1101	1410	VP	VBG	VBG	cutting	chopping	cut	chop
1102	1410	NP	NNS	NN	shrimps	man	shrimp	man
1103	1410	NP	NNS	NN	shrimps	butter	shrimp	butter
1104	1410	NP	NNS	NN	shrimps	container	shrimp	container
1105	1410	NP	NNS	n	shrimps	small container	shrimp	small container
1106	1412	NP	NNS	NN	Men	wood	Man	wood
1107	1412	VP	VBG	VBG	sawing	cutting	saw	cut
1108	1412	NP	NNS	NNS	logs	Men	log	Man
1109	1412	NP	NNS	NN	logs	wood	log	wood
1110	1443	VP	VBG	VBG	talking	spitting	talk	spit
1111	1443	NP	NN	NN	radio	man	radio	man
1112	1469	NP	NNS	NN	men	man	man	man
1113	1469	NP	NNS	NN	men	vending	man	vending
1114	1469	NP	NNS	NN	men	machine	man	machine
1115	1469	NP	NNS	n	men	vending machine	man	vending machine
1116	1469	VP	VBG	VBG	running	jumping	run	jump
1117	1469	VP	VBG	VBG	running	kicking	run	kick
1118	1469	VP	VBG	VBG	jumping	running	jump	run
1119	1469	VP	VBG	VBG	jumping	kicking	jump	kick
1120	1469	VP	VBG	VBG	kicking	running	kick	run
1121	1469	VP	VBG	VBG	kicking	jumping	kick	jump
1122	1469	NP	NN	NN	vending	man	vending	man
1123	1469	NP	NN	NN	vending	machine	vending	machine
1124	1469	NP	NN	n	vending	vending machine	vending	vending machine
1125	1469	NP	NN	NN	machine	man	machine	man
1126	1469	NP	NN	NN	machine	vending	machine	vending
1127	1469	NP	NN	n	machine	vending machine	machine	vending machine
1128	1469	NP	n	NN	Three young men	man	three young man	man
1129	1469	NP	n	NN	Three young men	vending	three young man	vending
1130	1469	NP	n	NN	Three young men	machine	three young man	machine
1131	1469	NP	n	n	Three young men	vending machine	three young man	vending machine
1132	1469	NP	n	NN	vending machine	man	vending machine	man
1133	1469	NP	n	NN	vending machine	vending	vending machine	vending
1134	1469	NP	n	NN	vending machine	machine	vending machine	machine
1135	1470	NP	NNS	n	men	Three young men	man	three young man
1136	1470	NP	NN	NNS	wall	men	wall	man
1137	1470	NP	NN	NN	wall	vending	wall	vending
1138	1470	NP	NN	NN	wall	machine	wall	machine
1139	1470	NP	NN	n	wall	Three young men	wall	three young man
1140	1470	NP	NN	n	wall	vending machine	wall	vending machine
1141	1470	NP	n	NNS	Three men	men	three man	man
1142	1470	NP	n	NN	Three men	vending	three man	vending
1143	1470	NP	n	NN	Three men	machine	three man	machine
1144	1470	NP	n	n	Three men	Three young men	three man	three young man
1145	1470	NP	n	n	Three men	vending machine	three man	vending machine
1146	1487	NP	NN	NN	man	sauce	man	sauce
1147	1487	NP	NN	NN	man	chicken	man	chicken
1148	1487	NP	NN	n	man	sauce for the chicken	man	sauce for the chicken
1149	1487	NP	NN	NN	sauce	man	sauce	man
1150	1487	NP	NN	NN	sauce	chicken	sauce	chicken
1151	1487	NP	NN	n	sauce	sauce for the chicken	sauce	sauce for the chicken
1152	1487	NP	NN	NN	chicken	man	chicken	man
1153	1487	NP	NN	NN	chicken	sauce	chicken	sauce
1154	1487	NP	NN	n	chicken	sauce for the chicken	chicken	sauce for the chicken
1155	1487	NP	n	NN	sauce for the chicken	man	sauce for the chicken	man
1156	1487	NP	n	NN	sauce for the chicken	sauce	sauce for the chicken	sauce
1157	1487	NP	n	NN	sauce for the chicken	chicken	sauce for the chicken	chicken
1158	1493	NP	NN	NN	man	guitar	man	guitar
1159	1493	NP	NN	NN	guitar	man	guitar	man
1160	1493	NP	n	NN	electric guitar	man	electric guitar	man
1161	1493	NP	n	NN	electric guitar	guitar	electric guitar	guitar
1162	1495	VP	VBG	VBG	playing	strumming	play	strum
1163	1503	NP	NNS	NNS	boys	costumes	boy	costume
1164	1503	NP	NNS	n	boys	Three boys in karate costumes	boy	three boy in karate costume
1165	1503	NP	NNS	n	boys	boys in karate costumes	boy	boy in karate costume
1166	1503	NP	NNS	n	boys	karate costumes	boy	karate costume
1167	1503	NP	NNS	NNS	costumes	boys	costume	boy
1168	1503	NP	NNS	n	costumes	Three boys in karate costumes	costume	three boy in karate costume
1169	1503	NP	NNS	n	costumes	boys in karate costumes	costume	boy in karate costume
1170	1503	NP	NNS	n	costumes	karate costumes	costume	karate costume
1171	1503	NP	n	NNS	Three boys in karate costumes	boys	three boy in karate costume	boy
1172	1503	NP	n	NNS	Three boys in karate costumes	costumes	three boy in karate costume	costume
1173	1503	NP	n	n	Three boys in karate costumes	boys in karate costumes	three boy in karate costume	boy in karate costume
1174	1503	NP	n	n	Three boys in karate costumes	karate costumes	three boy in karate costume	karate costume
1175	1503	NP	n	NNS	boys in karate costumes	boys	boy in karate costume	boy
1176	1503	NP	n	NNS	boys in karate costumes	costumes	boy in karate costume	costume
1177	1503	NP	n	n	boys in karate costumes	Three boys in karate costumes	boy in karate costume	three boy in karate costume
1178	1503	NP	n	n	boys in karate costumes	karate costumes	boy in karate costume	karate costume
1179	1503	NP	n	NNS	karate costumes	boys	karate costume	boy
1180	1503	NP	n	NNS	karate costumes	costumes	karate costume	costume
1181	1503	NP	n	n	karate costumes	Three boys in karate costumes	karate costume	three boy in karate costume
1182	1503	NP	n	n	karate costumes	boys in karate costumes	karate costume	boy in karate costume
1183	1506	NP	NNS	NNS	men	boys	man	boy
1184	1506	NP	NNS	NNS	men	costumes	man	costume
1185	1506	NP	NNS	n	men	Three boys in karate costumes	man	three boy in karate costume
1186	1506	NP	NNS	n	men	boys in karate costumes	man	boy in karate costume
1187	1506	NP	NNS	n	men	karate costumes	man	karate costume
1188	1506	VP	VBG	VBG	practicing	fighting	practice	fight
1189	1506	NP	NNS	NNS	outdoors	boys	outdoors	boy
1190	1506	NP	NNS	NNS	outdoors	costumes	outdoors	costume
1191	1506	NP	NNS	n	outdoors	Three boys in karate costumes	outdoors	three boy in karate costume
1192	1506	NP	NNS	n	outdoors	boys in karate costumes	outdoors	boy in karate costume
1193	1506	NP	NNS	n	outdoors	karate costumes	outdoors	karate costume
1194	1506	NP	n	NNS	Three men	boys	three man	boy
1195	1506	NP	n	NNS	Three men	costumes	three man	costume
1196	1506	NP	n	n	Three men	Three boys in karate costumes	three man	three boy in karate costume
1197	1506	NP	n	n	Three men	boys in karate costumes	three man	boy in karate costume
1198	1506	NP	n	n	Three men	karate costumes	three man	karate costume
1199	1506	NP	n	NNS	karate outdoors	boys	karate outdoors	boy
1200	1506	NP	n	NNS	karate outdoors	costumes	karate outdoors	costume
1201	1506	NP	n	n	karate outdoors	Three boys in karate costumes	karate outdoors	three boy in karate costume
1202	1506	NP	n	n	karate outdoors	boys in karate costumes	karate outdoors	boy in karate costume
1203	1506	NP	n	n	karate outdoors	karate costumes	karate outdoors	karate costume
1204	1525	NP	NN	NNS	woman	broccoli	woman	broccoli
1205	1525	VP	VBG	VBG	planting	cutting	plant	cut
1206	1525	NP	NNS	NN	flowers	woman	flower	woman
1207	1525	NP	NNS	NNS	flowers	broccoli	flower	broccoli
1208	1584	NP	NN	NN	hole	badger	hole	badger
1209	1584	NP	NN	NN	hole	earth	hole	earth
1210	1584	VP	VBN	VBG	burrowed	digging	burrow	dig
1211	1584	NP	NN	NN	badger	earth	badger	earth
1212	1608	NP	NN	NN	snake	mouse	snake	mouse
1213	1608	NP	NN	NN	snake	man	snake	man
1214	1608	NP	NN	NN	mouse	snake	mouse	snake
1215	1608	NP	NN	NN	mouse	man	mouse	man
1216	1608	NP	NN	NN	man	snake	man	snake
1217	1608	NP	NN	NN	man	mouse	man	mouse
1218	1628	NP	NNS	NN	ingredients	bowl	ingredient	bowl
1219	1628	NP	NNS	NN	ingredients	person	ingredient	person
1220	1628	VP	VBN	VBN	mixed	separated	mix	separate
1221	1628	NP	NN	NNS	bowl	ingredients	bowl	ingredient
1222	1628	NP	NN	NN	bowl	person	bowl	person
1223	1628	NP	NN	NNS	person	ingredients	person	ingredient
1224	1628	NP	NN	NN	person	bowl	person	bowl
1225	1628	phrasal_IN	(s:pss\np)\(s:pss\np)	(s:pss\np)\(s:pss\np)	in a bowl	by a person	in a bowl	by a person
1226	1628	phrasal_IN	(s:pss\np)\(s:pss\np)	(s:pss\np)\(s:pss\np)	by a person	in a bowl	by a person	in a bowl
1227	1676	NP	NN	NN	boat	guitar	boat	guitar
1228	1676	NP	NN	NN	boat	man	boat	man
1229	1676	VP	VBG	VBN	sailing	played	sail	play
1230	1676	NP	NN	NN	water	guitar	water	guitar
1231	1676	NP	NN	NN	water	man	water	man
1232	1676	phrasal_IN	pp	(s:dcl\np)\(s:dcl\np)	over the water	by the man	over the water	by the man
1233	1690	NP	NN	NN	milk	cat	milk	cat
1234	1690	VP	VBN	VBG	drunk	drinking	drink	drink
1235	1690	NP	NN	NN	cat	milk	cat	milk
1236	1703	NP	NN	NN	man	container	man	container
1237	1703	NP	NN	NN	man	plastic	man	plastic
1238	1703	NP	NN	n	man	container made of plastic	man	container make of plastic
1239	1703	VP	VBG	VBN	emptying	made	empty	make
1240	1703	NP	NN	NN	container	man	container	man
1241	1703	NP	NN	NN	container	plastic	container	plastic
1242	1703	NP	NN	n	container	container made of plastic	container	container make of plastic
1243	1703	VP	VBN	VBG	made	emptying	make	empty
1244	1703	NP	NN	NN	plastic	man	plastic	man
1245	1703	NP	NN	NN	plastic	container	plastic	container
1246	1703	NP	NN	n	plastic	container made of plastic	plastic	container make of plastic
1247	1703	NP	n	NN	container made of plastic completely	man	container make of plastic completely	man
1248	1703	NP	n	NN	container made of plastic completely	container	container make of plastic completely	container
1249	1703	NP	n	NN	container made of plastic completely	plastic	container make of plastic completely	plastic
1250	1703	NP	n	n	container made of plastic completely	container made of plastic	container make of plastic completely	container make of plastic
1251	1711	NP	NN	NN	man	frog	man	frog
1252	1711	VP	VBG	VBG	emptying	holding	empty	hold
1253	1711	NP	NN	NN	container	frog	container	frog
1254	1711	VP	VBN	VBG	made	holding	make	hold
1255	1711	NP	NN	NN	plastic	frog	plastic	frog
1256	1711	NP	n	NN	container made of plastic	man	container make of plastic	man
1257	1711	NP	n	NN	container made of plastic	frog	container make of plastic	frog
1258	1754	NP	NN	NN	flute	girl	flute	girl
1259	1754	NP	NN	NN	way	flute	way	flute
1260	1754	NP	NN	NN	way	girl	way	girl
1261	1754	NP	NN	NN	girl	flute	girl	flute
1262	1754	phrasal_IN	(s:dcl\np)\(s:dcl\np)	(s:dcl\np)\(s:dcl\np)	in a lovely way	by a girl	in a lovely way	by a girl
1263	1754	NP	n	NN	lovely way	flute	lovely way	flute
1264	1754	NP	n	NN	lovely way	girl	lovely way	girl
1265	1807	NP	NN	NN	adult	flute	adult	flute
1266	1807	NP	NN	NN	adult	man	adult	man
1267	1807	VP	VBG	VBN	playing	played	play	play
1268	1807	NP	NN	NN	guitar	flute	guitar	flute
1269	1811	NP	NN	NN	man	flute	man	flute
1270	1839	NP	NN	NN	girl	hair	girl	hair
1271	1839	NP	NN	NN	girl	pony	girl	pony
1272	1839	NP	NN	NN	girl	tail	girl	tail
1273	1839	NP	NN	n	girl	pony tail	girl	pony tail
1274	1839	NP	NN	NN	hair	girl	hair	girl
1275	1839	NP	NN	NN	hair	pony	hair	pony
1276	1839	NP	NN	NN	hair	tail	hair	tail
1277	1839	NP	NN	n	hair	pony tail	hair	pony tail
1278	1839	NP	NN	NN	pony	girl	pony	girl
1279	1839	NP	NN	NN	pony	hair	pony	hair
1280	1839	NP	NN	NN	pony	tail	pony	tail
1281	1839	NP	NN	n	pony	pony tail	pony	pony tail
1282	1839	NP	NN	NN	tail	girl	tail	girl
1283	1839	NP	NN	NN	tail	hair	tail	hair
1284	1839	NP	NN	NN	tail	pony	tail	pony
1285	1839	NP	NN	n	tail	pony tail	tail	pony tail
1286	1839	NP	n	NN	pony tail	girl	pony tail	girl
1287	1839	NP	n	NN	pony tail	hair	pony tail	hair
1288	1839	NP	n	NN	pony tail	pony	pony tail	pony
1289	1839	NP	n	NN	pony tail	tail	pony tail	tail
1290	1847	NP	NN	NN	man	girl	man	girl
1291	1847	NP	NN	NN	man	hair	man	hair
1292	1847	VP	VBG	VBG	sitting	ruffling	sit	ruffle
1293	1847	NP	NN	NN	chair	girl	chair	girl
1294	1847	NP	NN	NN	chair	hair	chair	hair
1295	1847	NP	n	NN	One man	girl	one man	girl
1296	1847	NP	n	NN	One man	hair	one man	hair
1297	1861	NP	NN	NN	microphone	parrot	microphone	parrot
1298	1861	NP	NN	NN	front	parrot	front	parrot
1299	1861	NP	NN	NN	front	microphone	front	microphone
1300	1861	NP	NN	NN	parrot	microphone	parrot	microphone
1301	1861	VP	VBN	VBG	muted	talking	mute	talk
1302	1861	NP	n	NN	front of the talking parrot	parrot	front of the talk parrot	parrot
1303	1861	NP	n	NN	front of the talking parrot	microphone	front of the talk parrot	microphone
1304	1861	NP	n	NN	talking parrot	parrot	talk parrot	parrot
1305	1861	NP	n	NN	talking parrot	microphone	talk parrot	microphone
1306	1877	NP	NNS	NN	kittens	food	kitten	food
1307	1877	NP	NNS	NNS	kittens	trays	kitten	tray
1308	1877	NP	NNS	n	kittens	food on the trays	kitten	food on the tray
1309	1877	NP	NNS	NN	trays	food	tray	food
1310	1877	NP	NNS	NNS	trays	kittens	tray	kitten
1311	1877	NP	NNS	n	trays	food on the trays	tray	food on the tray
1312	1877	NP	NN	NNS	food	trays	food	tray
1313	1877	NP	NN	NNS	food	kittens	food	kitten
1314	1877	NP	NN	n	food	food on the trays	food	food on the tray
1315	1877	NP	NN	NN	advertisement	food	advertisement	food
1316	1877	NP	NN	NNS	advertisement	trays	advertisement	tray
1317	1877	NP	NN	NNS	advertisement	kittens	advertisement	kitten
1318	1877	NP	NN	n	advertisement	food on the trays	advertisement	food on the tray
1319	1877	NP	n	NN	kittens on the trays	food	kitten on the tray	food
1320	1877	NP	n	NNS	kittens on the trays	trays	kitten on the tray	tray
1321	1877	NP	n	NNS	kittens on the trays	kittens	kitten on the tray	kitten
1322	1877	NP	n	n	kittens on the trays	food on the trays	kitten on the tray	food on the tray
1323	1877	phrasal_IN	pp	(s:pss\np)\(s:pss\np)	as food for an advertisement	by the kittens	as food for an advertisement	by the kitten
1324	1877	NP	n	NN	food for an advertisement	food	food for an advertisement	food
1325	1877	NP	n	NNS	food for an advertisement	trays	food for an advertisement	tray
1326	1877	NP	n	NNS	food for an advertisement	kittens	food for an advertisement	kitten
1327	1877	NP	n	n	food for an advertisement	food on the trays	food for an advertisement	food on the tray
1328	1881	NP	NN	n	food	few kittens	food	few kitten
1329	1881	NP	NNS	n	trays	few kittens	tray	few kitten
1330	1881	NP	NNS	n	kittens	few kittens	kitten	few kitten
1331	1881	NP	n	NNS	food on the trays	kittens	food on the tray	kitten
1332	1881	NP	n	n	food on the trays	few kittens	food on the tray	few kitten
1333	1964	NP	NN	NN	person	singing	person	singing
1334	1964	NP	NN	n	person	guitar and singing	person	guitar and singing
1335	1964	NP	NN	NN	guitar	singing	guitar	singing
